sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,org_name,actor,plan_id,scenario_id,mapping_quality
apt29::unknown::63,ctid,apt29::unknown,63,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018""]",T1033,T1033,apt29,apt29,apt29,unknown,high
apt29::unknown::65,ctid,apt29::unknown,65,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028""]",T1105,T1105,apt29,apt29,apt29,unknown,high
apt29::unknown::66,ctid,apt29::unknown,66,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028"",""T1105""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028"",""T1105""]",T1114,T1114.001,apt29,apt29,apt29,unknown,high
apt29::unknown::67,ctid,apt29::unknown,67,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114.001""]",T1005,T1005,apt29,apt29,apt29,unknown,high
apt29::unknown::68,ctid,apt29::unknown,68,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114"",""T1005""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114.001"",""T1005""]",T1537,T1537,apt29,apt29,apt29,unknown,high
apt29::unknown::69,ctid,apt29::unknown,69,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114"",""T1005"",""T1537""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114.001"",""T1005"",""T1537""]",T1561,T1561.001,apt29,apt29,apt29,unknown,high
apt29::unknown::7,ctid,apt29::unknown,7,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057""]",T1007,T1007,apt29,apt29,apt29,unknown,high
apt29::unknown::70,ctid,apt29::unknown,70,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114"",""T1005"",""T1537"",""T1561""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114.001"",""T1005"",""T1537"",""T1561.001""]",T1003,T1003,apt29,apt29,apt29,unknown,high
apt29::unknown::71,ctid,apt29::unknown,71,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114"",""T1005"",""T1537"",""T1561"",""T1003""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003"",""T1018"",""T1033"",""T1028"",""T1105"",""T1114.001"",""T1005"",""T1537"",""T1561.001"",""T1003""]",T1218,T1218.011,apt29,apt29,apt29,unknown,high
apt29::unknown::8,ctid,apt29::unknown,8,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007""]",T1082,T1082,apt29,apt29,apt29,unknown,high
apt29::unknown::9,ctid,apt29::unknown,9,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082""]",T1069,T1069,apt29,apt29,apt29,unknown,high
carbanak::unknown::1,ctid,carbanak::unknown,1,"[""T1113""]","[""T1113""]",T1112,T1112,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::10,ctid,carbanak::unknown,10,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005""]",T1018,T1018,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::11,ctid,carbanak::unknown,11,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018""]",T1569,T1569.002,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::12,ctid,carbanak::unknown,12,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002""]",T1571,T1571,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::13,ctid,carbanak::unknown,13,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571""]",T1018,T1018,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::14,ctid,carbanak::unknown,14,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018""]",T1572,T1572,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::15,ctid,carbanak::unknown,15,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018"",""T1572""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018"",""T1572""]",T1033,T1033,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::16,ctid,carbanak::unknown,16,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018"",""T1572"",""T1033""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018"",""T1572"",""T1033""]",T1105,T1105,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::17,ctid,carbanak::unknown,17,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105""]",T1547,T1547.001,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::18,ctid,carbanak::unknown,18,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105"",""T1547""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105"",""T1547.001""]",T1056,T1056.001,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::19,ctid,carbanak::unknown,19,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105"",""T1547"",""T1056""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105"",""T1547.001"",""T1056.001""]",T1555,T1555.003,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::2,ctid,carbanak::unknown,2,"[""T1113"",""T1112""]","[""T1113"",""T1112""]",T1140,T1140,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::20,ctid,carbanak::unknown,20,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105"",""T1547"",""T1056"",""T1555""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083"",""T1005"",""T1018"",""T1569.002"",""T1571"",""T1018"",""T1572"",""T1033"",""T1105"",""T1547.001"",""T1056.001"",""T1555.003""]",T1070,T1070.004,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::3,ctid,carbanak::unknown,3,"[""T1113"",""T1112"",""T1140""]","[""T1113"",""T1112"",""T1140""]",T1003,T1003.001,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::4,ctid,carbanak::unknown,4,"[""T1113"",""T1112"",""T1140"",""T1003""]","[""T1113"",""T1112"",""T1140"",""T1003.001""]",T1105,T1105,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::5,ctid,carbanak::unknown,5,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105""]",T1570,T1570,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::6,ctid,carbanak::unknown,6,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570""]",T1021,T1021.004,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::7,ctid,carbanak::unknown,7,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004""]",T1057,T1057,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::8,ctid,carbanak::unknown,8,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057""]",T1083,T1083,carbanak,carbanak,carbanak,unknown,high
carbanak::unknown::9,ctid,carbanak::unknown,9,"[""T1113"",""T1112"",""T1140"",""T1003"",""T1105"",""T1570"",""T1021"",""T1057"",""T1083""]","[""T1113"",""T1112"",""T1140"",""T1003.001"",""T1105"",""T1570"",""T1021.004"",""T1057"",""T1083""]",T1005,T1005,carbanak,carbanak,carbanak,unknown,high
fin6::unknown::1,ctid,fin6::unknown,1,"[""T1087""]","[""T1087.002""]",T1018,T1018,fin6,fin6,fin6,unknown,high
fin6::unknown::10,ctid,fin6::unknown,10,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002""]",T1047,T1047,fin6,fin6,fin6,unknown,high
fin6::unknown::11,ctid,fin6::unknown,11,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047""]",T1547,T1547.001,fin6,fin6,fin6,unknown,high
fin6::unknown::12,ctid,fin6::unknown,12,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047"",""T1547""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047"",""T1547.001""]",T1053,T1053.005,fin6,fin6,fin6,unknown,high
fin6::unknown::13,ctid,fin6::unknown,13,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047"",""T1547"",""T1053""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047"",""T1547.001"",""T1053.005""]",T1048,T1048.003,fin6,fin6,fin6,unknown,high
fin6::unknown::14,ctid,fin6::unknown,14,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047"",""T1547"",""T1053"",""T1048""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047"",""T1547.001"",""T1053.005"",""T1048.003""]",T1047,T1047,fin6,fin6,fin6,unknown,high
fin6::unknown::15,ctid,fin6::unknown,15,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047"",""T1547"",""T1053"",""T1048"",""T1047""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047"",""T1547.001"",""T1053.005"",""T1048.003"",""T1047""]",T1021,T1021.002,fin6,fin6,fin6,unknown,high
fin6::unknown::16,ctid,fin6::unknown,16,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047"",""T1547"",""T1053"",""T1048"",""T1047"",""T1021""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047"",""T1547.001"",""T1053.005"",""T1048.003"",""T1047"",""T1021.002""]",T1047,T1047,fin6,fin6,fin6,unknown,high
fin6::unknown::17,ctid,fin6::unknown,17,"[""T1087"",""T1018"",""T1482"",""T1016"",""T1069"",""T1134"",""T1003"",""T1560"",""T1567"",""T1569"",""T1047"",""T1547"",""T1053"",""T1048"",""T1047"",""T1021"",""T1047""]","[""T1087.002"",""T1018"",""T1482"",""T1016"",""T1069.002"",""T1134"",""T1003.001"",""T1560.001"",""T1567.002"",""T1569.002"",""T1047"",""T1547.001"",""T1053.005"",""T1048.003"",""T1047"",""T1021.002"",""T1047""]",T1569,T1569.002,fin6,fin6,fin6,unknown,high
fin6::unknown::2,ctid,fin6::unknown,2,"[""T1087"",""T1018""]","[""T1087.002"",""T1018""]",T1482,T1482,fin6,fin6,fin6,unknown,high
fin6::unknown::3,ctid,fin6::unknown,3,"[""T1087"",""T1018"",""T1482""]","[""T1087.002"",""T1018"",""T1482""]",T1016,T1016,fin6,fin6,fin6,unknown,high
fin6::unknown::4,ctid,fin6::unknown,4,"[""T1087"",""T1018"",""T1482"",""T1016""]","[""T1087.002"",""T1018"",""T1482"",""T1016""]",T1069,T1069.002,fin6,fin6,fin6,unknown,high
