2026-08-07T07:57:07.485516+00:00 run_id=20260807T075707Z_310c2c11 rows=784 concurrency=30
2026-08-07T07:57:08.023521+00:00 /models selected model=deepseek-v4-flash rule=exact_match
2026-08-07T07:58:02.110056+00:00 completed 603/784 slot=formal:0603 status=ok attempts=1
2026-08-07T07:58:02.241414+00:00 completed 606/784 slot=formal:0606 status=ok attempts=1
2026-08-07T07:58:02.575381+00:00 completed 604/784 slot=formal:0604 status=ok attempts=1
2026-08-07T07:58:02.638884+00:00 completed 607/784 slot=formal:0607 status=ok attempts=1
2026-08-07T07:58:02.686709+00:00 completed 601/784 slot=formal:0601 status=ok attempts=1
2026-08-07T07:58:02.885683+00:00 completed 608/784 slot=formal:0608 status=ok attempts=1
2026-08-07T07:58:03.066365+00:00 completed 609/784 slot=formal:0609 status=ok attempts=1
2026-08-07T07:58:03.224642+00:00 completed 610/784 slot=formal:0610 status=ok attempts=1
2026-08-07T07:58:03.354432+00:00 completed 611/784 slot=formal:0611 status=ok attempts=1
2026-08-07T07:58:03.415864+00:00 completed 612/784 slot=formal:0612 status=ok attempts=1
2026-08-07T07:58:03.432067+00:00 completed 618/784 slot=formal:0618 status=ok attempts=1
2026-08-07T07:58:03.700557+00:00 completed 614/784 slot=formal:0614 status=ok attempts=1
2026-08-07T07:58:03.752484+00:00 completed 621/784 slot=formal:0621 status=ok attempts=1
2026-08-07T07:58:03.855781+00:00 completed 628/784 slot=formal:0628 status=ok attempts=1
2026-08-07T07:58:03.864373+00:00 completed 616/784 slot=formal:0616 status=ok attempts=1
2026-08-07T07:58:03.867664+00:00 completed 619/784 slot=formal:0619 status=ok attempts=1
2026-08-07T07:58:03.895678+00:00 completed 624/784 slot=formal:0624 status=ok attempts=1
2026-08-07T07:58:03.922929+00:00 completed 615/784 slot=formal:0615 status=ok attempts=1
2026-08-07T07:58:03.938504+00:00 completed 623/784 slot=formal:0623 status=ok attempts=1
2026-08-07T07:58:04.084190+00:00 completed 613/784 slot=formal:0613 status=ok attempts=1
2026-08-07T07:58:04.192312+00:00 completed 630/784 slot=formal:0630 status=ok attempts=1
2026-08-07T07:58:04.205042+00:00 completed 627/784 slot=formal:0627 status=ok attempts=1
2026-08-07T07:58:04.221034+00:00 completed 620/784 slot=formal:0620 status=ok attempts=1
2026-08-07T07:58:04.235943+00:00 completed 625/784 slot=formal:0625 status=ok attempts=1
2026-08-07T07:58:04.250391+00:00 completed 622/784 slot=formal:0622 status=ok attempts=1
2026-08-07T07:58:04.366503+00:00 completed 617/784 slot=formal:0617 status=ok attempts=1
2026-08-07T07:58:04.511979+00:00 completed 632/784 slot=formal:0632 status=ok attempts=1
2026-08-07T07:58:04.713867+00:00 completed 634/784 slot=formal:0634 status=ok attempts=1
2026-08-07T07:58:04.746977+00:00 completed 626/784 slot=formal:0626 status=ok attempts=1
2026-08-07T07:58:05.332428+00:00 completed 635/784 slot=formal:0635 status=ok attempts=1
2026-08-07T07:58:05.420705+00:00 completed 629/784 slot=formal:0629 status=ok attempts=1
2026-08-07T07:58:05.643176+00:00 completed 631/784 slot=formal:0631 status=ok attempts=1
2026-08-07T07:58:05.676257+00:00 completed 637/784 slot=formal:0637 status=ok attempts=1
2026-08-07T07:58:05.758666+00:00 completed 639/784 slot=formal:0639 status=ok attempts=1
2026-08-07T07:58:05.803572+00:00 completed 640/784 slot=formal:0640 status=ok attempts=1
2026-08-07T07:58:05.894296+00:00 completed 644/784 slot=formal:0644 status=ok attempts=1
2026-08-07T07:58:05.962045+00:00 completed 633/784 slot=formal:0633 status=ok attempts=1
2026-08-07T07:58:05.996404+00:00 completed 642/784 slot=formal:0642 status=ok attempts=1
2026-08-07T07:58:06.063228+00:00 completed 636/784 slot=formal:0636 status=ok attempts=1
2026-08-07T07:58:06.097483+00:00 completed 645/784 slot=formal:0645 status=ok attempts=1
2026-08-07T07:58:06.233545+00:00 completed 647/784 slot=formal:0647 status=ok attempts=1
2026-08-07T07:58:06.245863+00:00 completed 638/784 slot=formal:0638 status=ok attempts=1
2026-08-07T07:58:06.353458+00:00 completed 643/784 slot=formal:0643 status=ok attempts=1
2026-08-07T07:58:06.364076+00:00 completed 646/784 slot=formal:0646 status=ok attempts=1
2026-08-07T07:58:06.540359+00:00 completed 648/784 slot=formal:0648 status=ok attempts=1
2026-08-07T07:58:06.549292+00:00 completed 641/784 slot=formal:0641 status=ok attempts=1
2026-08-07T07:58:06.629778+00:00 completed 649/784 slot=formal:0649 status=ok attempts=1
2026-08-07T07:58:06.727552+00:00 completed 650/784 slot=formal:0650 status=ok attempts=1
2026-08-07T07:58:06.828668+00:00 completed 651/784 slot=formal:0651 status=ok attempts=1
2026-08-07T07:58:06.973473+00:00 completed 657/784 slot=formal:0657 status=ok attempts=1
2026-08-07T07:58:06.997002+00:00 completed 653/784 slot=formal:0653 status=ok attempts=1
2026-08-07T07:58:07.016522+00:00 completed 655/784 slot=formal:0655 status=ok attempts=1
2026-08-07T07:58:07.117389+00:00 completed 654/784 slot=formal:0654 status=ok attempts=1
2026-08-07T07:58:07.119222+00:00 completed 659/784 slot=formal:0659 status=ok attempts=1
2026-08-07T07:58:07.190922+00:00 completed 652/784 slot=formal:0652 status=ok attempts=1
2026-08-07T07:58:07.294691+00:00 completed 658/784 slot=formal:0658 status=ok attempts=1
2026-08-07T07:58:07.364268+00:00 completed 660/784 slot=formal:0660 status=ok attempts=1
2026-08-07T07:58:07.398275+00:00 completed 656/784 slot=formal:0656 status=ok attempts=1
2026-08-07T07:58:07.491949+00:00 completed 661/784 slot=formal:0661 status=ok attempts=1
2026-08-07T07:58:07.760104+00:00 completed 662/784 slot=formal:0662 status=ok attempts=1
2026-08-07T07:58:07.990418+00:00 completed 666/784 slot=formal:0666 status=ok attempts=1
2026-08-07T07:58:08.023742+00:00 completed 667/784 slot=formal:0667 status=ok attempts=1
2026-08-07T07:58:08.106362+00:00 completed 665/784 slot=formal:0665 status=ok attempts=1
2026-08-07T07:58:08.377881+00:00 completed 664/784 slot=formal:0664 status=ok attempts=1
2026-08-07T07:58:08.502688+00:00 completed 663/784 slot=formal:0663 status=ok attempts=1
2026-08-07T07:58:08.532705+00:00 completed 678/784 slot=formal:0678 status=ok attempts=1
2026-08-07T07:58:08.552614+00:00 completed 672/784 slot=formal:0672 status=ok attempts=1
2026-08-07T07:58:08.574270+00:00 completed 676/784 slot=formal:0676 status=ok attempts=1
2026-08-07T07:58:08.596881+00:00 completed 677/784 slot=formal:0677 status=ok attempts=1
2026-08-07T07:58:08.616689+00:00 completed 671/784 slot=formal:0671 status=ok attempts=1
2026-08-07T07:58:08.639633+00:00 completed 680/784 slot=formal:0680 status=ok attempts=1
2026-08-07T07:58:08.658725+00:00 completed 674/784 slot=formal:0674 status=ok attempts=1
2026-08-07T07:58:08.685482+00:00 completed 679/784 slot=formal:0679 status=ok attempts=1
2026-08-07T07:58:08.697063+00:00 completed 669/784 slot=formal:0669 status=ok attempts=1
2026-08-07T07:58:08.837714+00:00 completed 683/784 slot=formal:0683 status=ok attempts=1
2026-08-07T07:58:08.839164+00:00 completed 668/784 slot=formal:0668 status=ok attempts=1
2026-08-07T07:58:08.847339+00:00 completed 681/784 slot=formal:0681 status=ok attempts=1
2026-08-07T07:58:08.849420+00:00 completed 670/784 slot=formal:0670 status=ok attempts=1
2026-08-07T07:58:08.882328+00:00 completed 675/784 slot=formal:0675 status=ok attempts=1
2026-08-07T07:58:08.965678+00:00 completed 673/784 slot=formal:0673 status=ok attempts=1
2026-08-07T07:58:08.974973+00:00 completed 687/784 slot=formal:0687 status=ok attempts=1
2026-08-07T07:58:09.001441+00:00 completed 682/784 slot=formal:0682 status=ok attempts=1
2026-08-07T07:58:09.044146+00:00 completed 686/784 slot=formal:0686 status=ok attempts=1
2026-08-07T07:58:09.098583+00:00 completed 690/784 slot=formal:0690 status=ok attempts=1
2026-08-07T07:58:09.150991+00:00 completed 684/784 slot=formal:0684 status=ok attempts=1
2026-08-07T07:58:09.215755+00:00 completed 688/784 slot=formal:0688 status=ok attempts=1
2026-08-07T07:58:09.340657+00:00 completed 685/784 slot=formal:0685 status=ok attempts=1
2026-08-07T07:58:09.340858+00:00 completed 691/784 slot=formal:0691 status=ok attempts=1
2026-08-07T07:58:09.455012+00:00 completed 689/784 slot=formal:0689 status=ok attempts=1
2026-08-07T07:58:09.582472+00:00 completed 692/784 slot=formal:0692 status=ok attempts=1
2026-08-07T07:58:09.830648+00:00 completed 693/784 slot=formal:0693 status=ok attempts=1
2026-08-07T07:58:09.877142+00:00 completed 695/784 slot=formal:0695 status=ok attempts=1
2026-08-07T07:58:09.899516+00:00 completed 694/784 slot=formal:0694 status=ok attempts=1
2026-08-07T07:58:10.815538+00:00 completed 703/784 slot=formal:0703 status=ok attempts=1
2026-08-07T07:58:10.857696+00:00 completed 698/784 slot=formal:0698 status=ok attempts=1
2026-08-07T07:58:10.860290+00:00 completed 706/784 slot=formal:0706 status=ok attempts=1
2026-08-07T07:58:10.873573+00:00 completed 709/784 slot=formal:0709 status=ok attempts=1
2026-08-07T07:58:10.896289+00:00 completed 696/784 slot=formal:0696 status=ok attempts=1
2026-08-07T07:58:10.935792+00:00 completed 708/784 slot=formal:0708 status=ok attempts=1
2026-08-07T07:58:10.939032+00:00 completed 707/784 slot=formal:0707 status=ok attempts=1
2026-08-07T07:58:11.000612+00:00 completed 704/784 slot=formal:0704 status=ok attempts=1
2026-08-07T07:58:11.027201+00:00 completed 697/784 slot=formal:0697 status=ok attempts=1
2026-08-07T07:58:11.045379+00:00 retry slot=formal:0705 status=invalid_top5 delay=1.110s
2026-08-07T07:58:11.057442+00:00 completed 710/784 slot=formal:0710 status=ok attempts=1
2026-08-07T07:58:11.112803+00:00 completed 702/784 slot=formal:0702 status=ok attempts=1
2026-08-07T07:58:11.123988+00:00 completed 716/784 slot=formal:0716 status=ok attempts=1
2026-08-07T07:58:11.194808+00:00 completed 717/784 slot=formal:0717 status=ok attempts=1
2026-08-07T07:58:11.274141+00:00 completed 701/784 slot=formal:0701 status=ok attempts=1
2026-08-07T07:58:11.303551+00:00 completed 711/784 slot=formal:0711 status=ok attempts=1
2026-08-07T07:58:11.309261+00:00 completed 712/784 slot=formal:0712 status=ok attempts=1
2026-08-07T07:58:11.329405+00:00 completed 699/784 slot=formal:0699 status=ok attempts=1
2026-08-07T07:58:11.332440+00:00 completed 718/784 slot=formal:0718 status=ok attempts=1
2026-08-07T07:58:11.374378+00:00 completed 714/784 slot=formal:0714 status=ok attempts=1
2026-08-07T07:58:11.428478+00:00 retry slot=formal:0700 status=invalid_top5 delay=1.373s
2026-08-07T07:58:11.439603+00:00 completed 715/784 slot=formal:0715 status=ok attempts=1
2026-08-07T07:58:11.676652+00:00 completed 713/784 slot=formal:0713 status=ok attempts=1
2026-08-07T07:58:11.810350+00:00 completed 721/784 slot=formal:0721 status=ok attempts=1
2026-08-07T07:58:12.067346+00:00 completed 723/784 slot=formal:0723 status=ok attempts=1
2026-08-07T07:58:12.414884+00:00 completed 722/784 slot=formal:0722 status=ok attempts=1
2026-08-07T07:58:12.469971+00:00 completed 719/784 slot=formal:0719 status=ok attempts=1
2026-08-07T07:58:12.697923+00:00 completed 725/784 slot=formal:0725 status=ok attempts=1
2026-08-07T07:58:12.699705+00:00 completed 724/784 slot=formal:0724 status=ok attempts=1
2026-08-07T07:58:12.774381+00:00 completed 720/784 slot=formal:0720 status=ok attempts=1
2026-08-07T07:58:12.789982+00:00 completed 732/784 slot=formal:0732 status=ok attempts=1
2026-08-07T07:58:12.871072+00:00 completed 730/784 slot=formal:0730 status=ok attempts=1
2026-08-07T07:58:13.001703+00:00 completed 731/784 slot=formal:0731 status=ok attempts=1
2026-08-07T07:58:13.096809+00:00 completed 726/784 slot=formal:0726 status=ok attempts=1
2026-08-07T07:58:13.122662+00:00 completed 734/784 slot=formal:0734 status=ok attempts=1
2026-08-07T07:58:13.143971+00:00 completed 733/784 slot=formal:0733 status=ok attempts=1
2026-08-07T07:58:13.203605+00:00 completed 727/784 slot=formal:0727 status=ok attempts=1
2026-08-07T07:58:13.241656+00:00 completed 741/784 slot=formal:0741 status=ok attempts=1
2026-08-07T07:58:13.248959+00:00 completed 728/784 slot=formal:0728 status=ok attempts=1
2026-08-07T07:58:13.272592+00:00 completed 735/784 slot=formal:0735 status=ok attempts=1
2026-08-07T07:58:13.389101+00:00 completed 729/784 slot=formal:0729 status=ok attempts=1
2026-08-07T07:58:13.502008+00:00 completed 747/784 slot=formal:0747 status=ok attempts=1
2026-08-07T07:58:13.536993+00:00 completed 743/784 slot=formal:0743 status=ok attempts=1
2026-08-07T07:58:13.542069+00:00 completed 737/784 slot=formal:0737 status=ok attempts=1
2026-08-07T07:58:13.598867+00:00 completed 738/784 slot=formal:0738 status=ok attempts=1
2026-08-07T07:58:13.617571+00:00 completed 746/784 slot=formal:0746 status=ok attempts=1
2026-08-07T07:58:13.687342+00:00 completed 740/784 slot=formal:0740 status=ok attempts=1
2026-08-07T07:58:13.711545+00:00 completed 742/784 slot=formal:0742 status=ok attempts=1
2026-08-07T07:58:13.828889+00:00 completed 736/784 slot=formal:0736 status=ok attempts=1
2026-08-07T07:58:13.863639+00:00 completed 745/784 slot=formal:0745 status=ok attempts=1
2026-08-07T07:58:13.886774+00:00 completed 739/784 slot=formal:0739 status=ok attempts=1
2026-08-07T07:58:13.963340+00:00 completed 744/784 slot=formal:0744 status=ok attempts=1
2026-08-07T07:58:14.015294+00:00 completed 748/784 slot=formal:0748 status=ok attempts=1
2026-08-07T07:58:14.095684+00:00 retry slot=formal:0705 status=invalid_top5 delay=2.679s
2026-08-07T07:58:14.195447+00:00 completed 750/784 slot=formal:0750 status=ok attempts=1
2026-08-07T07:58:14.356610+00:00 completed 749/784 slot=formal:0749 status=ok attempts=1
2026-08-07T07:58:14.615300+00:00 completed 754/784 slot=formal:0754 status=ok attempts=1
2026-08-07T07:58:14.653213+00:00 completed 751/784 slot=formal:0751 status=ok attempts=1
2026-08-07T07:58:14.659330+00:00 completed 752/784 slot=formal:0752 status=ok attempts=1
2026-08-07T07:58:14.722363+00:00 completed 755/784 slot=formal:0755 status=ok attempts=1
2026-08-07T07:58:14.906851+00:00 completed 758/784 slot=formal:0758 status=ok attempts=1
2026-08-07T07:58:14.909390+00:00 completed 700/784 slot=formal:0700 status=ok attempts=2
2026-08-07T07:58:14.920753+00:00 completed 759/784 slot=formal:0759 status=ok attempts=1
2026-08-07T07:58:14.998547+00:00 completed 753/784 slot=formal:0753 status=ok attempts=1
2026-08-07T07:58:15.008755+00:00 completed 757/784 slot=formal:0757 status=ok attempts=1
2026-08-07T07:58:15.020403+00:00 completed 756/784 slot=formal:0756 status=ok attempts=1
2026-08-07T07:58:15.214874+00:00 completed 761/784 slot=formal:0761 status=ok attempts=1
2026-08-07T07:58:15.386141+00:00 completed 763/784 slot=formal:0763 status=ok attempts=1
2026-08-07T07:58:15.390064+00:00 completed 760/784 slot=formal:0760 status=ok attempts=1
2026-08-07T07:58:15.483301+00:00 completed 764/784 slot=formal:0764 status=ok attempts=1
2026-08-07T07:58:15.711020+00:00 completed 774/784 slot=formal:0774 status=ok attempts=1
2026-08-07T07:58:15.733670+00:00 completed 768/784 slot=formal:0768 status=ok attempts=1
2026-08-07T07:58:15.782603+00:00 completed 762/784 slot=formal:0762 status=ok attempts=1
2026-08-07T07:58:15.855749+00:00 completed 765/784 slot=formal:0765 status=ok attempts=1
2026-08-07T07:58:15.988650+00:00 completed 773/784 slot=formal:0773 status=ok attempts=1
2026-08-07T07:58:16.009653+00:00 completed 766/784 slot=formal:0766 status=ok attempts=1
2026-08-07T07:58:16.012801+00:00 completed 776/784 slot=formal:0776 status=ok attempts=1
2026-08-07T07:58:16.048899+00:00 completed 767/784 slot=formal:0767 status=ok attempts=1
2026-08-07T07:58:16.074975+00:00 completed 769/784 slot=formal:0769 status=ok attempts=1
2026-08-07T07:58:16.111827+00:00 completed 770/784 slot=formal:0770 status=ok attempts=1
2026-08-07T07:58:16.171351+00:00 completed 772/784 slot=formal:0772 status=ok attempts=1
2026-08-07T07:58:16.186213+00:00 completed 775/784 slot=formal:0775 status=ok attempts=1
2026-08-07T07:58:16.247645+00:00 completed 778/784 slot=formal:0778 status=ok attempts=1
2026-08-07T07:58:16.391610+00:00 completed 771/784 slot=formal:0771 status=ok attempts=1
2026-08-07T07:58:16.438216+00:00 completed 777/784 slot=formal:0777 status=ok attempts=1
2026-08-07T07:58:16.485645+00:00 completed 780/784 slot=formal:0780 status=ok attempts=1
2026-08-07T07:58:16.501322+00:00 completed 779/784 slot=formal:0779 status=ok attempts=1
2026-08-07T07:58:16.751998+00:00 completed 781/784 slot=formal:0781 status=ok attempts=1
2026-08-07T07:58:16.811373+00:00 completed 782/784 slot=formal:0782 status=ok attempts=1
2026-08-07T07:58:16.910251+00:00 completed 784/784 slot=formal:0784 status=ok attempts=1
2026-08-07T07:58:17.244801+00:00 completed 783/784 slot=formal:0783 status=ok attempts=1
2026-08-07T07:58:18.946564+00:00 completed 705/784 slot=formal:0705 status=ok attempts=3
2026-08-07T07:58:19.056249+00:00 finished statuses={'ok': 784} attempts=787 cost_usd=0.07411524 all_gates_passed=True
