sample_id,held_out_source,campaign_id,prefix_len,target_parent_ids,target_size,predicted_next_ttps
attack_flow::REvil::0013,attack_flow,REvil,13,"[""T1135"",""T1486"",""T1491""]",3,"[""T1486"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::REvil::0014,attack_flow,REvil,14,"[""T1486"",""T1491"",""T1012""]",3,"[""T1486"",""T1005"",""T1078"",""T1021"",""T1003""]"
attack_flow::REvil::0015,attack_flow,REvil,15,"[""T1491"",""T1012"",""T1573""]",3,"[""T1021"",""T1070"",""T1486"",""T1059"",""T1005""]"
attack_flow::REvil::0016,attack_flow,REvil,16,"[""T1012"",""T1573"",""T1041""]",3,"[""T1070"",""T1021"",""T1005"",""T1053"",""T1105""]"
attack_flow::REvil::0017,attack_flow,REvil,17,"[""T1573"",""T1041""]",2,"[""T1021"",""T1070"",""T1547"",""T1105"",""T1005""]"
attack_flow::REvil::0018,attack_flow,REvil,18,"[""T1041""]",1,"[""T1486"",""T1485"",""T1490"",""T1078"",""T1105""]"
attack_flow::Ragnar Locker::0001,attack_flow,Ragnar Locker,1,"[""T1546"",""T1484"",""T1218""]",3,"[""T1078"",""T1021"",""T1069"",""T1003"",""T1059""]"
attack_flow::Ragnar Locker::0002,attack_flow,Ragnar Locker,2,"[""T1484"",""T1218"",""T1105""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1136""]"
attack_flow::Ragnar Locker::0003,attack_flow,Ragnar Locker,3,"[""T1218"",""T1105""]",2,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1136""]"
attack_flow::Ragnar Locker::0004,attack_flow,Ragnar Locker,4,"[""T1105"",""T1489""]",2,"[""T1021"",""T1059"",""T1003"",""T1078"",""T1543""]"
attack_flow::Ragnar Locker::0005,attack_flow,Ragnar Locker,5,"[""T1105"",""T1489"",""T1614""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1562""]"
attack_flow::Ragnar Locker::0006,attack_flow,Ragnar Locker,6,"[""T1489"",""T1614"",""T1564""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1547""]"
attack_flow::Ragnar Locker::0007,attack_flow,Ragnar Locker,7,"[""T1614"",""T1564"",""T1120""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1486""]"
attack_flow::Ragnar Locker::0008,attack_flow,Ragnar Locker,8,"[""T1564"",""T1120"",""T1567""]",3,"[""T1486"",""T1059"",""T1005"",""T1070"",""T1027""]"
attack_flow::Ragnar Locker::0009,attack_flow,Ragnar Locker,9,"[""T1120"",""T1567"",""T1027""]",3,"[""T1486"",""T1078"",""T1021"",""T1059"",""T1562""]"
attack_flow::Ragnar Locker::0010,attack_flow,Ragnar Locker,10,"[""T1567"",""T1027"",""T1486""]",3,"[""T1486"",""T1059"",""T1005"",""T1078"",""T1027""]"
attack_flow::Ragnar Locker::0011,attack_flow,Ragnar Locker,11,"[""T1027"",""T1486""]",2,"[""T1486"",""T1070"",""T1059"",""T1027"",""T1005""]"
attack_flow::Ragnar Locker::0012,attack_flow,Ragnar Locker,12,"[""T1486""]",1,"[""T1486"",""T1059"",""T1070"",""T1005"",""T1562""]"
attack_flow::SWIFT Heist::0001,attack_flow,SWIFT Heist,1,"[""T1078"",""T1105"",""T1070""]",3,"[""T1204"",""T1059"",""T1105"",""T1053"",""T1078""]"
attack_flow::SWIFT Heist::0002,attack_flow,SWIFT Heist,2,"[""T1105"",""T1070"",""T1562""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::SWIFT Heist::0003,attack_flow,SWIFT Heist,3,"[""T1070"",""T1562""]",2,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1136""]"
attack_flow::SWIFT Heist::0004,attack_flow,SWIFT Heist,4,"[""T1562""]",1,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1105""]"
attack_flow::SearchAwesome Adware::0001,attack_flow,SearchAwesome Adware,1,"[""T1105"",""T1553"",""T1557""]",3,"[""T1059"",""T1547"",""T1078"",""T1003"",""T1105""]"
attack_flow::SearchAwesome Adware::0002,attack_flow,SearchAwesome Adware,2,"[""T1553"",""T1557""]",2,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::SearchAwesome Adware::0003,attack_flow,SearchAwesome Adware,3,"[""T1557"",""T1553"",""T1105""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::SearchAwesome Adware::0004,attack_flow,SearchAwesome Adware,4,"[""T1553"",""T1105"",""T1090""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1040""]"
attack_flow::SearchAwesome Adware::0005,attack_flow,SearchAwesome Adware,5,"[""T1105"",""T1090"",""T1583""]",3,"[""T1557"",""T1553"",""T1003"",""T1021"",""T1078""]"
attack_flow::SearchAwesome Adware::0006,attack_flow,SearchAwesome Adware,6,"[""T1090"",""T1583"",""T1059""]",3,"[""T1557"",""T1003"",""T1021"",""T1059"",""T1078""]"
attack_flow::SearchAwesome Adware::0007,attack_flow,SearchAwesome Adware,7,"[""T1583"",""T1059"",""T1185""]",3,"[""T1557"",""T1003"",""T1021"",""T1078"",""T1059""]"
attack_flow::SearchAwesome Adware::0008,attack_flow,SearchAwesome Adware,8,"[""T1059"",""T1185"",""T1070""]",3,"[""T1557"",""T1105"",""T1090"",""T1553"",""T1204""]"
attack_flow::SearchAwesome Adware::0009,attack_flow,SearchAwesome Adware,9,"[""T1185"",""T1070""]",2,"[""T1557"",""T1059"",""T1105"",""T1090"",""T1583""]"
attack_flow::SearchAwesome Adware::0010,attack_flow,SearchAwesome Adware,10,"[""T1070""]",1,"[""T1557"",""T1059"",""T1105"",""T1003"",""T1021""]"
attack_flow::Shamoon::0001,attack_flow,Shamoon,1,"[""T1027"",""T1140"",""T1082""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Shamoon::0002,attack_flow,Shamoon,2,"[""T1140"",""T1082"",""T1105""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Shamoon::0003,attack_flow,Shamoon,3,"[""T1082"",""T1105"",""T1569""]",3,"[""T1059"",""T1106"",""T1547"",""T1078"",""T1003""]"
attack_flow::Shamoon::0004,attack_flow,Shamoon,4,"[""T1105"",""T1569"",""T1112""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::Shamoon::0005,attack_flow,Shamoon,5,"[""T1569"",""T1112"",""T1135""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1547""]"
attack_flow::Shamoon::0006,attack_flow,Shamoon,6,"[""T1112"",""T1135"",""T1007""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Shamoon::0007,attack_flow,Shamoon,7,"[""T1135"",""T1007"",""T1140""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Shamoon::0008,attack_flow,Shamoon,8,"[""T1007"",""T1140"",""T1070""]",3,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1547""]"
attack_flow::Shamoon::0009,attack_flow,Shamoon,9,"[""T1140"",""T1070"",""T1134""]",3,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1018""]"
attack_flow::Shamoon::0010,attack_flow,Shamoon,10,"[""T1070"",""T1134"",""T1543""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1018""]"
attack_flow::Shamoon::0011,attack_flow,Shamoon,11,"[""T1134"",""T1543"",""T1105""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Shamoon::0012,attack_flow,Shamoon,12,"[""T1543"",""T1105"",""T1027""]",3,"[""T1059"",""T1021"",""T1003"",""T1078"",""T1543""]"
attack_flow::Shamoon::0013,attack_flow,Shamoon,13,"[""T1105"",""T1027"",""T1140""]",3,"[""T1136"",""T1021"",""T1003"",""T1053"",""T1078""]"
attack_flow::Shamoon::0014,attack_flow,Shamoon,14,"[""T1027"",""T1140"",""T1543""]",3,"[""T1021"",""T1003"",""T1078"",""T1485"",""T1059""]"
attack_flow::Shamoon::0015,attack_flow,Shamoon,15,"[""T1140"",""T1543"",""T1561""]",3,"[""T1485"",""T1021"",""T1070"",""T1059"",""T1003""]"
attack_flow::Shamoon::0016,attack_flow,Shamoon,16,"[""T1543"",""T1561"",""T1529""]",3,"[""T1486"",""T1021"",""T1005"",""T1070"",""T1059""]"
attack_flow::Shamoon::0017,attack_flow,Shamoon,17,"[""T1561"",""T1529""]",2,"[""T1485"",""T1070"",""T1021"",""T1003"",""T1059""]"
attack_flow::Shamoon::0018,attack_flow,Shamoon,18,"[""T1529""]",1,"[""T1485"",""T1070"",""T1021"",""T1005"",""T1059""]"
attack_flow::SolarWinds::0001,attack_flow,SolarWinds,1,"[""T1195"",""T1569"",""T1497""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::SolarWinds::0002,attack_flow,SolarWinds,2,"[""T1569"",""T1497"",""T1057""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::SolarWinds::0003,attack_flow,SolarWinds,3,"[""T1497"",""T1057"",""T1568""]",3,"[""T1543"",""T1059"",""T1021"",""T1003"",""T1105""]"
attack_flow::SolarWinds::0004,attack_flow,SolarWinds,4,"[""T1057"",""T1568"",""T1132""]",3,"[""T1543"",""T1059"",""T1003"",""T1021"",""T1105""]"
attack_flow::SolarWinds::0005,attack_flow,SolarWinds,5,"[""T1568"",""T1132"",""T1562""]",3,"[""T1059"",""T1005"",""T1105"",""T1021"",""T1078""]"
attack_flow::SolarWinds::0006,attack_flow,SolarWinds,6,"[""T1132"",""T1562"",""T1558""]",3,"[""T1059"",""T1005"",""T1021"",""T1078"",""T1105""]"
attack_flow::SolarWinds::0007,attack_flow,SolarWinds,7,"[""T1562"",""T1558""]",2,"[""T1059"",""T1005"",""T1021"",""T1078"",""T1105""]"
attack_flow::SolarWinds::0008,attack_flow,SolarWinds,8,"[""T1558"",""T1562"",""T1053""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::SolarWinds::0009,attack_flow,SolarWinds,9,"[""T1562"",""T1053"",""T1036""]",3,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1562""]"
attack_flow::SolarWinds::0010,attack_flow,SolarWinds,10,"[""T1053"",""T1036"",""T1047""]",3,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::SolarWinds::0011,attack_flow,SolarWinds,11,"[""T1036"",""T1047"",""T1070""]",3,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1562""]"
attack_flow::SolarWinds::0012,attack_flow,SolarWinds,12,"[""T1047"",""T1070"",""T1562""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1105""]"
attack_flow::SolarWinds::0013,attack_flow,SolarWinds,13,"[""T1070"",""T1562"",""T1082""]",3,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::SolarWinds::0014,attack_flow,SolarWinds,14,"[""T1562"",""T1082"",""T1005""]",3,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::SolarWinds::0015,attack_flow,SolarWinds,15,"[""T1082"",""T1005"",""T1567""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1059""]"
attack_flow::SolarWinds::0016,attack_flow,SolarWinds,16,"[""T1005"",""T1567""]",2,"[""T1005"",""T1041"",""T1078"",""T1021"",""T1482""]"
attack_flow::Sony Malware::0001,attack_flow,Sony Malware,1,"[""T1574"",""T1047"",""T1505""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Sony Malware::0002,attack_flow,Sony Malware,2,"[""T1047"",""T1505"",""T1105""]",3,"[""T1059"",""T1021"",""T1005"",""T1016"",""T1071""]"
attack_flow::Sony Malware::0003,attack_flow,Sony Malware,3,"[""T1505"",""T1105"",""T1080""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1105""]"
attack_flow::Sony Malware::0004,attack_flow,Sony Malware,4,"[""T1105"",""T1080"",""T1497""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1105""]"
attack_flow::Sony Malware::0005,attack_flow,Sony Malware,5,"[""T1080"",""T1497"",""T1059""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::Sony Malware::0006,attack_flow,Sony Malware,6,"[""T1497"",""T1059"",""T1489""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1543""]"
attack_flow::Sony Malware::0007,attack_flow,Sony Malware,7,"[""T1059"",""T1489"",""T1132""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::Sony Malware::0008,attack_flow,Sony Malware,8,"[""T1489"",""T1132"",""T1561""]",3,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::Sony Malware::0009,attack_flow,Sony Malware,9,"[""T1132"",""T1561"",""T1529""]",3,"[""T1021"",""T1003"",""T1078"",""T1053"",""T1543""]"
attack_flow::Sony Malware::0010,attack_flow,Sony Malware,10,"[""T1561"",""T1529"",""T1491""]",3,"[""T1021"",""T1003"",""T1078"",""T1053"",""T1543""]"
attack_flow::Sony Malware::0011,attack_flow,Sony Malware,11,"[""T1529"",""T1491""]",2,"[""T1021"",""T1003"",""T1078"",""T1485"",""T1105""]"
attack_flow::Sony Malware::0012,attack_flow,Sony Malware,12,"[""T1491""]",1,"[""T1485"",""T1070"",""T1021"",""T1005"",""T1119""]"
attack_flow::Target Breach::0001,attack_flow,Target Breach,1,"[""T1199"",""T1566"",""T1078""]",3,"[""T1595"",""T1590"",""T1587"",""T1078"",""T1195""]"
attack_flow::Target Breach::0002,attack_flow,Target Breach,2,"[""T1566"",""T1078""]",2,"[""T1078"",""T1133"",""T1021"",""T1059"",""T1003""]"
attack_flow::Target Breach::0003,attack_flow,Target Breach,3,"[""T1078"",""T1505""]",2,"[""T1078"",""T1133"",""T1021"",""T1059"",""T1003""]"
attack_flow::Target Breach::0004,attack_flow,Target Breach,4,"[""T1078"",""T1505"",""T1105""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::Target Breach::0008,attack_flow,Target Breach,8,"[""T1570"",""T1557"",""T1074""]",3,"[""T1005"",""T1059"",""T1021"",""T1003"",""T1485""]"
attack_flow::Target Breach::0009,attack_flow,Target Breach,9,"[""T1557"",""T1074"",""T1095""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1560""]"
attack_flow::Target Breach::0010,attack_flow,Target Breach,10,"[""T1074"",""T1095""]",2,"[""T1005"",""T1021"",""T1041"",""T1071"",""T1560""]"
attack_flow::Target Breach::0011,attack_flow,Target Breach,11,"[""T1095""]",1,"[""T1041"",""T1048"",""T1071"",""T1560"",""T1485""]"
attack_flow::Tesla Kubernetes Breach::0001,attack_flow,Tesla Kubernetes Breach,1,"[""T1552"",""T1078"",""T1530""]",3,"[""T1078"",""T1059"",""T1087"",""T1021"",""T1505""]"
attack_flow::Tesla Kubernetes Breach::0002,attack_flow,Tesla Kubernetes Breach,2,"[""T1078"",""T1530""]",2,"[""T1078"",""T1550"",""T1021"",""T1003"",""T1105""]"
attack_flow::Tesla Kubernetes Breach::0003,attack_flow,Tesla Kubernetes Breach,3,"[""T1530""]",1,"[""T1552"",""T1078"",""T1530"",""T1021"",""T1003""]"
attack_flow::Uber Breach::0001,attack_flow,Uber Breach,1,"[""T1078"",""T1621"",""T1135""]",3,"[""T1078"",""T1133"",""T1021"",""T1059"",""T1003""]"
attack_flow::Uber Breach::0002,attack_flow,Uber Breach,2,"[""T1621"",""T1135"",""T1552""]",3,"[""T1078"",""T1586"",""T1021"",""T1110"",""T1046""]"
attack_flow::Uber Breach::0003,attack_flow,Uber Breach,3,"[""T1135"",""T1552"",""T1078""]",3,"[""T1078"",""T1621"",""T1586"",""T1110"",""T1021""]"
attack_flow::Uber Breach::0004,attack_flow,Uber Breach,4,"[""T1552"",""T1078"",""T1555""]",3,"[""T1078"",""T1110"",""T1021"",""T1003"",""T1083""]"
attack_flow::Uber Breach::0005,attack_flow,Uber Breach,5,"[""T1078"",""T1555""]",2,"[""T1078"",""T1552"",""T1135"",""T1021"",""T1003""]"
attack_flow::Uber Breach::0006,attack_flow,Uber Breach,6,"[""T1555""]",1,"[""T1078"",""T1003"",""T1021"",""T1059"",""T1098""]"
attack_flow::WhisperGate::0001,attack_flow,WhisperGate,1,"[""T1105"",""T1542"",""T1059""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::WhisperGate::0002,attack_flow,WhisperGate,2,"[""T1542"",""T1059"",""T1105""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1105""]"
attack_flow::WhisperGate::0003,attack_flow,WhisperGate,3,"[""T1059"",""T1105"",""T1027""]",3,"[""T1486"",""T1005"",""T1021"",""T1071"",""T1562""]"
attack_flow::WhisperGate::0004,attack_flow,WhisperGate,4,"[""T1105"",""T1027""]",2,"[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]"
attack_flow::WhisperGate::0005,attack_flow,WhisperGate,5,"[""T1027"",""T1059""]",2,"[""T1021"",""T1003"",""T1486"",""T1070"",""T1059""]"
attack_flow::WhisperGate::0006,attack_flow,WhisperGate,6,"[""T1027"",""T1059"",""T1562""]",3,"[""T1059"",""T1021"",""T1003"",""T1486"",""T1078""]"
attack_flow::WhisperGate::0007,attack_flow,WhisperGate,7,"[""T1059"",""T1562"",""T1140""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::WhisperGate::0008,attack_flow,WhisperGate,8,"[""T1562"",""T1140"",""T1027""]",3,"[""T1059"",""T1105"",""T1027"",""T1078"",""T1542""]"
attack_flow::WhisperGate::0009,attack_flow,WhisperGate,9,"[""T1140"",""T1027"",""T1059""]",3,"[""T1486"",""T1003"",""T1021"",""T1078"",""T1059""]"
attack_flow::WhisperGate::0010,attack_flow,WhisperGate,10,"[""T1027"",""T1059"",""T1055""]",3,"[""T1059"",""T1027"",""T1105"",""T1078"",""T1562""]"
attack_flow::WhisperGate::0011,attack_flow,WhisperGate,11,"[""T1059"",""T1055"",""T1218""]",3,"[""T1059"",""T1105"",""T1027"",""T1140"",""T1562""]"
attack_flow::WhisperGate::0013,attack_flow,WhisperGate,13,"[""T1218"",""T1082"",""T1485""]",3,"[""T1486"",""T1021"",""T1003"",""T1071"",""T1053""]"
attack_flow::WhisperGate::0014,attack_flow,WhisperGate,14,"[""T1082"",""T1485"",""T1070""]",3,"[""T1486"",""T1021"",""T1078"",""T1059"",""T1105""]"
attack_flow::WhisperGate::0015,attack_flow,WhisperGate,15,"[""T1485"",""T1070"",""T1529""]",3,"[""T1486"",""T1005"",""T1071"",""T1021"",""T1078""]"
attack_flow::WhisperGate::0016,attack_flow,WhisperGate,16,"[""T1070"",""T1529""]",2,"[""T1485"",""T1070"",""T1059"",""T1027"",""T1542""]"
attack_flow::WhisperGate::0017,attack_flow,WhisperGate,17,"[""T1529""]",1,"[""T1485"",""T1070"",""T1059"",""T1027"",""T1105""]"
ctid::apt29::unknown::0001,ctid,apt29::unknown,1,"[""T1059"",""T1119"",""T1016""]",3,"[""T1059"",""T1105"",""T1078"",""T1021"",""T1003""]"
ctid::apt29::unknown::0002,ctid,apt29::unknown,2,"[""T1119"",""T1016"",""T1033""]",3,"[""T1059"",""T1036"",""T1078"",""T1021"",""T1003""]"
ctid::apt29::unknown::0003,ctid,apt29::unknown,3,"[""T1016"",""T1033"",""T1041""]",3,"[""T1059"",""T1005"",""T1074"",""T1027"",""T1105""]"
ctid::apt29::unknown::0004,ctid,apt29::unknown,4,"[""T1033"",""T1041"",""T1057""]",3,"[""T1059"",""T1016"",""T1005"",""T1082"",""T1071""]"
ctid::apt29::unknown::0005,ctid,apt29::unknown,5,"[""T1041"",""T1057"",""T1007""]",3,"[""T1059"",""T1003"",""T1082"",""T1018"",""T1021""]"
ctid::apt29::unknown::0006,ctid,apt29::unknown,6,"[""T1057"",""T1007"",""T1082""]",3,"[""T1005"",""T1083"",""T1071"",""T1021"",""T1003""]"
ctid::apt29::unknown::0007,ctid,apt29::unknown,7,"[""T1007"",""T1082"",""T1069""]",3,"[""T1059"",""T1005"",""T1083"",""T1012"",""T1105""]"
ctid::apt29::unknown::0008,ctid,apt29::unknown,8,"[""T1082"",""T1069"",""T1087""]",3,"[""T1082"",""T1005"",""T1018"",""T1021"",""T1105""]"
ctid::apt29::unknown::0009,ctid,apt29::unknown,9,"[""T1069"",""T1087"",""T1012""]",3,"[""T1059"",""T1005"",""T1083"",""T1018"",""T1105""]"
ctid::apt29::unknown::0010,ctid,apt29::unknown,10,"[""T1087"",""T1012"",""T1036""]",3,"[""T1003"",""T1078"",""T1021"",""T1053"",""T1105""]"
ctid::apt29::unknown::0011,ctid,apt29::unknown,11,"[""T1012"",""T1036"",""T1134""]",3,"[""T1003"",""T1021"",""T1078"",""T1105"",""T1053""]"
ctid::apt29::unknown::0012,ctid,apt29::unknown,12,"[""T1036"",""T1134"",""T1548""]",3,"[""T1003"",""T1078"",""T1021"",""T1105"",""T1053""]"
ctid::apt29::unknown::0013,ctid,apt29::unknown,13,"[""T1134"",""T1548"",""T1112""]",3,"[""T1083"",""T1005"",""T1021"",""T1078"",""T1105""]"
ctid::apt29::unknown::0014,ctid,apt29::unknown,14,"[""T1548"",""T1112"",""T1055""]",3,"[""T1005"",""T1021"",""T1078"",""T1105"",""T1053""]"
ctid::apt29::unknown::0015,ctid,apt29::unknown,15,"[""T1112"",""T1055"",""T1036""]",3,"[""T1003"",""T1021"",""T1078"",""T1105"",""T1055""]"
ctid::apt29::unknown::0016,ctid,apt29::unknown,16,"[""T1055"",""T1036"",""T1018""]",3,"[""T1021"",""T1003"",""T1105"",""T1078"",""T1053""]"
ctid::apt29::unknown::0017,ctid,apt29::unknown,17,"[""T1036"",""T1018"",""T1016""]",3,"[""T1021"",""T1053"",""T1078"",""T1003"",""T1105""]"
ctid::apt29::unknown::0018,ctid,apt29::unknown,18,"[""T1018"",""T1016"",""T1057""]",3,"[""T1021"",""T1005"",""T1105"",""T1078"",""T1053""]"
ctid::apt29::unknown::0019,ctid,apt29::unknown,19,"[""T1016"",""T1057"",""T1070""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1053""]"
ctid::apt29::unknown::0020,ctid,apt29::unknown,20,"[""T1057"",""T1070"",""T1082""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1053""]"
ctid::apt29::unknown::0021,ctid,apt29::unknown,21,"[""T1070"",""T1082"",""T1049""]",3,"[""T1003"",""T1021"",""T1105"",""T1078"",""T1053""]"
ctid::apt29::unknown::0022,ctid,apt29::unknown,22,"[""T1082"",""T1049"",""T1003""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1053""]"
ctid::apt29::unknown::0023,ctid,apt29::unknown,23,"[""T1049"",""T1003"",""T1547""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1053""]"
ctid::apt29::unknown::0024,ctid,apt29::unknown,24,"[""T1003"",""T1547"",""T1134""]",3,"[""T1003"",""T1021"",""T1078"",""T1105"",""T1070""]"
ctid::apt29::unknown::0025,ctid,apt29::unknown,25,"[""T1547"",""T1134"",""T1003""]",3,"[""T1021"",""T1078"",""T1105"",""T1053"",""T1547""]"
ctid::apt29::unknown::0026,ctid,apt29::unknown,26,"[""T1134"",""T1003""]",2,"[""T1021"",""T1078"",""T1105"",""T1053"",""T1048""]"
ctid::apt29::unknown::0028,ctid,apt29::unknown,28,"[""T1134"",""T1552"",""T1036""]",3,"[""T1021"",""T1005"",""T1105"",""T1078"",""T1053""]"
ctid::apt29::unknown::0029,ctid,apt29::unknown,29,"[""T1552"",""T1036"",""T1113""]",3,"[""T1021"",""T1053"",""T1078"",""T1105"",""T1562""]"
ctid::apt29::unknown::0030,ctid,apt29::unknown,30,"[""T1036"",""T1113"",""T1115""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1070""]"
ctid::apt29::unknown::0031,ctid,apt29::unknown,31,"[""T1113"",""T1115"",""T1056""]",3,"[""T1021"",""T1078"",""T1105"",""T1053"",""T1543""]"
ctid::apt29::unknown::0032,ctid,apt29::unknown,32,"[""T1115"",""T1056"",""T1041""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1053""]"
ctid::apt29::unknown::0033,ctid,apt29::unknown,33,"[""T1056"",""T1041"",""T1134""]",3,"[""T1021"",""T1105"",""T1078"",""T1005"",""T1048""]"
ctid::apt29::unknown::0034,ctid,apt29::unknown,34,"[""T1041"",""T1134"",""T1059""]",3,"[""T1021"",""T1105"",""T1005"",""T1560"",""T1048""]"
ctid::apt29::unknown::0035,ctid,apt29::unknown,35,"[""T1134"",""T1059""]",2,"[""T1005"",""T1021"",""T1078"",""T1105"",""T1070""]"
ctid::apt29::unknown::0036,ctid,apt29::unknown,36,"[""T1059"",""T1134"",""T1105""]",3,"[""T1041"",""T1021"",""T1059"",""T1005"",""T1547""]"
ctid::apt29::unknown::0037,ctid,apt29::unknown,37,"[""T1134"",""T1105"",""T1113""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
ctid::apt29::unknown::0038,ctid,apt29::unknown,38,"[""T1105"",""T1113"",""T1083""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1070""]"
ctid::apt29::unknown::0039,ctid,apt29::unknown,39,"[""T1113"",""T1083"",""T1059""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1053""]"
ctid::apt29::unknown::0040,ctid,apt29::unknown,40,"[""T1083"",""T1059"",""T1041""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1560""]"
ctid::apt29::unknown::0041,ctid,apt29::unknown,41,"[""T1059"",""T1041"",""T1070""]",3,"[""T1083"",""T1005"",""T1021"",""T1071"",""T1070""]"
ctid::apt29::unknown::0042,ctid,apt29::unknown,42,"[""T1041"",""T1070"",""T1529""]",3,"[""T1021"",""T1078"",""T1053"",""T1543"",""T1105""]"
ctid::apt29::unknown::0043,ctid,apt29::unknown,43,"[""T1070"",""T1529""]",2,"[""T1005"",""T1021"",""T1078"",""T1105"",""T1070""]"
ctid::apt29::unknown::0044,ctid,apt29::unknown,44,"[""T1529"",""T1070"",""T1037""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1071""]"
ctid::apt29::unknown::0045,ctid,apt29::unknown,45,"[""T1070"",""T1037"",""T1204""]",3,"[""T1021"",""T1078"",""T1105"",""T1486"",""T1059""]"
ctid::apt29::unknown::0046,ctid,apt29::unknown,46,"[""T1037"",""T1204"",""T1070""]",3,"[""T1021"",""T1078"",""T1053"",""T1090"",""T1485""]"
ctid::apt29::unknown::0047,ctid,apt29::unknown,47,"[""T1204"",""T1070"",""T1518""]",3,"[""T1021"",""T1078"",""T1053"",""T1482"",""T1562""]"
ctid::apt29::unknown::0048,ctid,apt29::unknown,48,"[""T1070"",""T1518"",""T1082""]",3,"[""T1005"",""T1071"",""T1021"",""T1053"",""T1078""]"
ctid::apt29::unknown::0049,ctid,apt29::unknown,49,"[""T1518"",""T1082"",""T1033""]",3,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1482""]"
ctid::apt29::unknown::0050,ctid,apt29::unknown,50,"[""T1082"",""T1033"",""T1057""]",3,"[""T1059"",""T1005"",""T1021"",""T1071"",""T1543""]"
ctid::apt29::unknown::0051,ctid,apt29::unknown,51,"[""T1033"",""T1057"",""T1134""]",3,"[""T1021"",""T1105"",""T1005"",""T1560"",""T1078""]"
