bundle_file,campaign_id,campaign_name,first_seen,last_seen,campaign_reports,campaign_uses_attack_pattern_edges,unique_mitre_attack_ids,mitre_attack_ids,uses_created_unique,uses_modified_unique,report_attack_pattern_refs,attack_pattern_to_attack_pattern_edges,temporal_attack_pattern_edges,occurrence_sequence_fields,sequence_eligible,reason
thieflibra.json,campaign--8f9f707e-03c0-4fe1-b211-d650e5705970,Thief Libra Cryptomining Operation,2021-11-29T00:00:00.000Z,2022-01-11T00:00:00.000Z,1,20,10,"[""T1046"",""T1053"",""T1105"",""T1204"",""T1496"",""T1518"",""T1552"",""T1562.001"",""T1610"",""T1611""]",5,2,10,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--2994ba93-55f7-48fa-9b85-758a17c6742a,BackConfig Campaign 3 ,2017-11-08T00:00:00.000Z,2017-11-08T00:00:00.000Z,1,6,6,"[""T1043"",""T1071"",""T1105"",""T1140"",""T1189"",""T1553.002""]",1,1,6,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--29f5fc8c-80ed-4074-9c82-428047815071,BackConfig Campaign 1,2020-01-19T00:00:00.000Z,2020-01-19T00:00:00.000Z,1,6,6,"[""T1043"",""T1071"",""T1105"",""T1140"",""T1553.002"",""T1573.002""]",1,1,6,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--35401b26-59c2-4b58-a8a9-c9c0c81bf527,BackConfig Campaign 2 ,2019-10-24T00:00:00.000Z,2019-10-24T00:00:00.000Z,1,8,7,"[""T1043"",""T1071"",""T1105"",""T1140"",""T1203"",""T1553.002"",""T1573.002""]",1,1,7,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--37255ca1-a45b-4cb7-ad0d-a44653379056,BADNEWS Payload,2017-12-10T05:00:00.000Z,2018-02-19T00:00:00.000Z,1,7,7,"[""T1053"",""T1056"",""T1071"",""T1132"",""T1543.003"",""T1566.001"",""T1574.002""]",1,1,7,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--7c442e8b-c640-490f-9cfc-de7395fe92a9,BackConfig Campaign 6,2019-11-15T00:00:00.000Z,2019-11-15T00:00:00.000Z,1,11,9,"[""T1027"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1105"",""T1140"",""T1189"",""T1197""]",1,1,9,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--81871eb7-84b5-4805-9874-5b04a654d232,BackConfig Campaign 4,2018-09-25T00:00:00.000Z,2018-09-25T00:00:00.000Z,1,5,5,"[""T1027"",""T1105"",""T1140"",""T1189"",""T1553.002""]",1,1,5,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--92885a21-4d22-42c9-8e6a-434dd8deb07f,BackConfig Campaign 7,2020-01-15T00:00:00.000Z,2020-01-15T00:00:00.000Z,1,17,12,"[""T1027"",""T1043"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1105"",""T1140"",""T1553.002"",""T1566.001"",""T1573.002""]",1,1,12,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--dfbb418d-d722-43f2-9f8e-e8ff2b9fe78a,BackConfig Campaign 5,2019-10-25T00:00:00.000Z,2019-10-25T00:00:00.000Z,1,4,4,"[""T1027"",""T1105"",""T1140"",""T1566.002""]",1,1,4,0,0,[],0,unordered campaign-to-technique membership only
thirstygemini.json,campaign--e7a8b291-f945-4345-8e27-45b42ea65a80,BackConfig Campaign 2017,2017-11-01T00:00:00.000Z,2020-01-24T00:00:00.000Z,1,8,6,"[""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1105"",""T1566.001""]",1,1,6,0,0,[],0,unordered campaign-to-technique membership only
tiltedtemple.json,campaign--16ec8576-5176-4959-a450-1fa6281a7466,Targeted Attack Campaign Against MangeEngine ServiceDesk Plus,2021-10-24T23:00:00.000Z,2021-11-08T00:00:00.000Z,1,50,33,"[""T1001.003"",""T1003.001"",""T1005"",""T1014"",""T1027"",""T1048.003"",""T1055"",""T1056.001"",""T1056.004"",""T1059.001"",""T1059.003"",""T1071.001"",""T1071.002"",""T1074.001"",""T1105"",""T1132.001"",""T1140"",""T1190"",""T1218.010"",""T1505.003"",""T1547.001"",""T1560.001"",""T1562.001"",""T1573.001"",""T1573.002"",""T1584.004"",""T1587.001"",""T1587.004"",""T1588.002"",""T1588.006"",""T1595.002"",""T1608.001"",""T1608.002""]",2,2,17,0,0,[],0,unordered campaign-to-technique membership only
tiltedtemple.json,campaign--54b9e1c9-3ba0-4132-b6a7-2613578f18d8,SockDetour Backdoor targets U.S Defense Industries,2021-10-24T23:00:00.000Z,2021-11-08T00:00:00.000Z,1,16,16,"[""T1001.003"",""T1014"",""T1027"",""T1055"",""T1059.001"",""T1071.002"",""T1105"",""T1132.001"",""T1140"",""T1573.002"",""T1584.004"",""T1587.001"",""T1588.002"",""T1588.006"",""T1608.001"",""T1608.002""]",3,1,16,0,0,[],0,unordered campaign-to-technique membership only
tiltedtemple.json,campaign--d3b0c202-e992-4330-b392-4bd7248a1a2f,Targeted Attack Campaign Against ManageEngine ADSelfService,2021-09-16T23:00:00.000Z,2021-09-30T23:00:00.000Z,1,19,19,"[""T1003.001"",""T1005"",""T1048.003"",""T1056.004"",""T1059.003"",""T1071.001"",""T1074.001"",""T1105"",""T1132.001"",""T1140"",""T1190"",""T1218.010"",""T1505.003"",""T1547.001"",""T1560.001"",""T1562.001"",""T1573.001"",""T1587.004"",""T1595.002""]",3,1,19,0,0,[],0,unordered campaign-to-technique membership only
trickbot.json,campaign--9d51813b-aee3-4403-a447-6153899c9d83,Trickbot Anchor Malware,2020-10-01T00:00:00.000Z,2020-10-29T00:00:00.000Z,1,43,22,"[""T1005"",""T1016"",""T1018"",""T1027.002"",""T1036"",""T1041"",""T1053.005"",""T1055.012"",""T1056.004"",""T1059.003"",""T1071.004"",""T1082"",""T1112"",""T1140"",""T1204.002"",""T1543.003"",""T1552.001"",""T1552.002"",""T1553.002"",""T1555.003"",""T1566.001"",""T1566.002""]",10,3,22,0,0,[],0,unordered campaign-to-technique membership only
tridentursa.json,campaign--099188ce-273d-42ef-915e-0983dd93ab16,Trident Ursa,2022-02-01T05:00:00.000Z,2022-12-13T05:00:00.000Z,1,17,17,"[""T1053.005"",""T1059.003"",""T1059.005"",""T1071.001"",""T1105"",""T1132.001"",""T1140"",""T1218.005"",""T1219"",""T1221"",""T1564.003"",""T1566.001"",""T1573.002"",""T1583"",""T1583.001"",""T1584"",""T1608.001""]",2,1,17,0,0,[],0,unordered campaign-to-technique membership only
tridentursa.json,campaign--7e1a28a6-8013-4602-aa1f-500c5cd40d82,Russia’s Trident Ursa / Primitive Bear actively targeting Ukraine,2021-09-30T23:00:00.000Z,2022-01-31T00:00:00.000Z,1,16,16,"[""T1053.005"",""T1059.003"",""T1059.005"",""T1071.001"",""T1105"",""T1132.001"",""T1140"",""T1218.005"",""T1219"",""T1221"",""T1564.003"",""T1566.001"",""T1573.002"",""T1583.001"",""T1587.003"",""T1608.001""]",3,1,16,0,0,[],0,unordered campaign-to-technique membership only
trigona-ransomware.json,campaign--79f741f8-4a0f-488f-b991-fd8e12b6d449,Trigona Ransomware,2022-10-31T00:00:00.000Z,2023-02-28T00:00:00.000Z,1,32,32,"[""T1003"",""T1003.001"",""T1016"",""T1021.001"",""T1027"",""T1036.004"",""T1036.005"",""T1046"",""T1059"",""T1069"",""T1070.001"",""T1070.004"",""T1072"",""T1082"",""T1098"",""T1105"",""T1112"",""T1136"",""T1136.001"",""T1140"",""T1219"",""T1486"",""T1489"",""T1490"",""T1546.008"",""T1547.001"",""T1548.002"",""T1555"",""T1562.001"",""T1562.002"",""T1562.004"",""T1570""]",6,1,32,0,0,[],0,unordered campaign-to-technique membership only
tropicalscorpius.json,campaign--92f33ece-6f3a-4c97-b81b-c7ad78481252,Novel tools and techniques used with Cuba Ransomware,2022-05-01T14:54:04.000Z,,1,27,27,"[""T1003.001"",""T1027"",""T1041"",""T1048.001"",""T1057"",""T1059.001"",""T1059.003"",""T1068"",""T1082"",""T1083"",""T1087"",""T1095"",""T1105"",""T1106"",""T1132.001"",""T1135"",""T1218.011"",""T1486"",""T1546.013"",""T1558"",""T1562.001"",""T1566"",""T1566.001"",""T1567.002"",""T1583"",""T1589.001"",""T1595.002""]",7,1,27,0,0,[],0,unordered campaign-to-technique membership only
vicesociety.json,campaign--e2f2fbc9-9a01-40c3-8fba-8605c006d413,Vice Society,2022-09-01T13:36:19.000Z,2022-11-01T13:12:22.000Z,1,33,33,"[""T1003"",""T1003.001"",""T1003.003"",""T1020"",""T1021"",""T1021.002"",""T1036"",""T1041"",""T1046"",""T1047"",""T1048"",""T1053.005"",""T1055"",""T1059.001"",""T1059.003"",""T1068"",""T1070"",""T1078"",""T1080"",""T1112"",""T1190"",""T1219"",""T1482"",""T1486"",""T1497"",""T1531"",""T1543.003"",""T1547.001"",""T1562.001"",""T1566"",""T1567.002"",""T1570"",""T1574.002""]",1,1,33,0,0,[],0,unordered campaign-to-technique membership only
vmware-vulnerabilities.json,campaign--2956f210-e857-4466-8b2f-672430aac3fd,CVE-2022-22954,2022-04-13T04:00:00.000Z,2022-05-18T04:00:00.000Z,1,6,6,"[""T1132.001"",""T1203"",""T1221"",""T1563.001"",""T1584.005"",""T1595.002""]",1,1,6,0,0,[],0,unordered campaign-to-technique membership only
wastedlocker-ransomware.json,campaign--626cfd7d-82ff-4a95-9659-ca2b179fcb8d,WastedLocker Investigation,2020-05-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,1,27,15,"[""T1005"",""T1012"",""T1059.001"",""T1106"",""T1112"",""T1189"",""T1222"",""T1486"",""T1490"",""T1548.002"",""T1562"",""T1562.001"",""T1564.001"",""T1564.004"",""T1569.002""]",13,3,15,0,0,[],0,unordered campaign-to-technique membership only
web-shells-in-digium-phones.json,campaign--d59a8306-d934-46c8-951c-034acc9c9ebc,Digium Phone,2021-12-15T05:00:00.000Z,2022-03-31T04:00:00.000Z,1,2,2,"[""T1059"",""T1105""]",1,1,2,0,0,[],0,unordered campaign-to-technique membership only
windyphoenix.json,campaign--945c5fe7-975a-46e2-a883-b4431c6ebfc9,Campaign 1 - Windy Phoenix,2018-01-01T00:00:00.000Z,2018-05-01T00:00:00.000Z,1,9,6,"[""T1071"",""T1105"",""T1204"",""T1553.002"",""T1566.001"",""T1566.003""]",4,2,6,0,0,[],0,unordered campaign-to-technique membership only
zero-day-microsoft-exchange-vulnerabilities.json,campaign--c028ea5e-a750-4e3e-96a9-2a5ba8d3b39d,Campaign 1 - Operation Exchange Marauder: Active Exploitation of Multiple Zero-Day Microsoft Exchange Vulnerabilities,2021-01-06T00:00:00.000Z,2021-03-02T00:00:00.000Z,1,14,10,"[""T1003.001"",""T1041"",""T1059.003"",""T1071.001"",""T1105"",""T1114.002"",""T1136.002"",""T1190"",""T1505.003"",""T1560.001""]",5,2,10,0,0,[],0,unordered campaign-to-technique membership only
