embedding_row,sample_id,is_development,development_slot,token_count,oldest_events_removed,retained_text_sha256,l2_norm
357,attack_flow::Shamoon::0017,0,,677,0,901797b7ab1eb52004a26285880cbf4fee0243898bb3e04f6967f250d0e743c2,0.9999999403953552
358,attack_flow::Shamoon::0018,0,,718,0,31ef2d563f250d62c54283606641018d4426d9078c600ba122919cec3513a0bd,0.9999999403953552
359,attack_flow::SolarWinds::0001,0,,72,0,ca82fc37cb252591ed4f3f6885a03343f4103ea75bd62649e64a77507679106d,1.0000001192092896
360,attack_flow::SolarWinds::0002,0,,110,0,3d04b3fb2bbc3da323233346be0dc07736ff20981b39c1ab80c5f6f3fa05210f,1.0
361,attack_flow::SolarWinds::0003,0,,178,0,01aa28190e8a84a7b479ce791211219d66028390fa5a5d2acb59fccdb0e71ce7,1.0
362,attack_flow::SolarWinds::0004,0,,248,0,b9fc09bb6239b1d81b8354fa497f39de2cfbf85f81a013c2a106c5f34a621779,1.0
363,attack_flow::SolarWinds::0005,0,,292,0,ca9b60513b910f3d4a02fc5446bc44a70f588ec5b65a362eaa93d18106827fed,1.0
364,attack_flow::SolarWinds::0006,0,,340,0,20875e9dbc0d2d8a645c603df72151c8c11e622afa04119769a176ba82ea5456,0.9999999403953552
365,attack_flow::SolarWinds::0007,0,,428,0,4e9021ffebcbefa36e41f8ba7dc7c8206f295bd69a3bb094ab3bb1448789c8f3,1.0
366,attack_flow::SolarWinds::0008,0,,480,0,564622b664dd3b1055de1db7b32bec6db6b340f949a46e55b1ea40450c96dc04,1.0
367,attack_flow::SolarWinds::0009,0,,530,0,c9743a2363a37c63f2b8d7356368dbba8d2d141f3907f57b89cb27339b33c94b,1.0
368,attack_flow::SolarWinds::0010,0,,592,0,6efb2ea7307400a6594b5ecd12d98bc5a7533e53393134e357923758d6da638a,1.0
369,attack_flow::SolarWinds::0011,0,,631,0,e17c7336bdff5459a19d051f14c275348cfddb561e2f2e9ddf68e2eb16c527d6,1.0
370,attack_flow::SolarWinds::0012,0,,696,0,938a1b5a5dd596d989af029ad424e94ae7eb8791dc94a3d244a1feb592d54c10,0.9999999403953552
371,attack_flow::SolarWinds::0013,0,,745,0,93a83ef9ab2bf2ce70b40af4fbe143100bc53d3b1bbb2694e1154badfd182dfd,1.0
372,attack_flow::SolarWinds::0014,0,,791,0,34a363328cb273ff4191c078a0879ea1d865d99d87ac9833bd592759ab8a3f11,1.0000001192092896
373,attack_flow::SolarWinds::0015,0,,840,0,16de4ef0bd30fa939ab65088a40bfde4778f77c8e6f6607df3e05dc80aad822f,0.9999998807907104
374,attack_flow::SolarWinds::0016,0,,886,0,9b91efc00dbec30200db9fde6b35dd4b81d3936dfd206fcebe951704f4e72b1a,1.0
375,attack_flow::SolarWinds::0017,1,attack_flow:long:3,916,0,c42519779ec3dabdcd230d5152cecbd219c34bae9896ce2da66beb7c4d24e00a,0.9999999403953552
376,attack_flow::Sony Malware::0001,0,,40,0,71be497581902c51a86f55bb69cd394fc16f2122e505392b856db87c980f6286,1.0000001192092896
377,attack_flow::Sony Malware::0002,0,,102,0,8c281d4f26d1d8ee25cf29b262f29abf463323affa52d64ca88e2717ac5b18fc,0.9999999403953552
378,attack_flow::Sony Malware::0003,0,,142,0,ff2fe15c9f877a27aac0c254365b82f86ee06fc33761daca76343e9043555038,0.9999998807907104
379,attack_flow::Sony Malware::0004,0,,210,0,97fb78cbea569a456721dbae7b96323e1b5fc542b816a24ac757abfa5305463d,1.0
380,attack_flow::Sony Malware::0005,0,,246,0,9e5da213f95487501c731ef840c3c4c186d2c247b9699b76ceaf2d0755fccc01,1.0
381,attack_flow::Sony Malware::0006,0,,285,0,e755c12125af6f1a07b8abcc383632790004b286ff4d44f7dcc97e888751f347,1.0
382,attack_flow::Sony Malware::0007,0,,325,0,21960881d84977f3ffb563c8dffcd4adb6dd4053aee13584fa447a72a6c4ffd5,1.0
383,attack_flow::Sony Malware::0008,0,,369,0,cacc484220b3dd9ee79b4ec29f83722e87556ea5b13be0f2d0846b5413770f1f,0.9999999403953552
384,attack_flow::Sony Malware::0009,0,,409,0,d733e4cf18f0d30e61b67ab3af70ec70954277a554d11b702e8068c66188c6a6,0.9999999403953552
385,attack_flow::Sony Malware::0010,0,,453,0,ea20035d9d0986becb44f8209d5a2e8a6e0dccc33ef290a69508ce12d1a03f73,0.9999999403953552
386,attack_flow::Sony Malware::0011,0,,483,0,041fdc4df81418e7a076abec7d7fb3f398b3f5479e05ee6a40ddd1d7b5c3e85b,1.0
387,attack_flow::Sony Malware::0012,0,,507,0,929928d77c6d6a2fae5935a6938f6d685ad6c17c4d848f28aeaff99db94d2775,1.0
388,attack_flow::Target Breach::0001,0,,29,0,148773d57faa57cb20f180df8c9ca0ae6029cc380acb85e63f803052fa060465,0.9999999403953552
389,attack_flow::Target Breach::0002,0,,64,0,56bf388a56e1e3f46c866ce56f8a97ad7d74cf827c7a72a4693fa1aa817e5af0,1.0
390,attack_flow::Target Breach::0003,0,,92,0,0918fd639f99b6ff1076a9ba8205722021d3038f0bea431a3baa3dee8405bb63,0.9999999403953552
391,attack_flow::Target Breach::0004,0,,134,0,742923a978c03586698678c310f9130777db970955191a6df16a974c659e6fd8,1.0
392,attack_flow::Target Breach::0008,0,,307,0,9b14c42f8992588ea380d549ee6a30e1b381a00afa99983690a920328d975509,1.0
393,attack_flow::Target Breach::0009,0,,343,0,fdc2f22e7d30e7014b22ff78b1582bf8a0f4d547b6cd3a648f2e6a92d1b74ebf,1.0
394,attack_flow::Target Breach::0010,0,,385,0,5420f1a5390087eb0f2ced0b37b983730ed0b4760276f56fe8dd856f92b12890,0.9999999403953552
395,attack_flow::Target Breach::0011,0,,425,0,4556e9ad7041db5be21492da97364b38dc506cef4794c4d9cc7a6bcc0de2a570,1.0
396,attack_flow::Tesla Kubernetes Breach::0001,0,,37,0,a1fec3ee373ed62c043bd64806b7f2d65548f20ba30bdaa2b09e55aa46884dee,1.0
397,attack_flow::Tesla Kubernetes Breach::0002,0,,76,0,138095133f5ab68cbafbadbd4dd56e19a4bb70658fa9bd69c2e0e5157cc4a8dc,1.0
398,attack_flow::Tesla Kubernetes Breach::0003,0,,127,0,7553f66bb63472ea85df29e485e770d98e5cfe75b1086af57f1dba14881b0e20,1.0
399,attack_flow::Uber Breach::0001,0,,44,0,74cee0b707f1308743c7131dfbac1f272cc8356667f15fc606f52c2eeb99717d,1.0
400,attack_flow::Uber Breach::0002,0,,104,0,6b7317ee69d1378311449748344808e90c7531a929489767571d7406d81e230e,0.9999998807907104
401,attack_flow::Uber Breach::0003,0,,154,0,38cd17e67cc28c88b5dba6646b74f42e3a51e8c80e846235efc418ca8acf11a5,1.0000001192092896
402,attack_flow::Uber Breach::0004,0,,187,0,3f5726b9d9c8e16fa76aec052bdec52b4b9ab6b36a88935f697411a6112a8c87,0.9999999403953552
403,attack_flow::Uber Breach::0005,0,,230,0,61c17edbd6cd6ad874e27dbbecde2a789de166cb7a576318e903428ebe784072,1.0
404,attack_flow::Uber Breach::0006,0,,278,0,42ec77066b85e65479bb0ec3a427a8403622b75b231840732d1b709b2af2f5a3,0.9999999403953552
405,attack_flow::WhisperGate::0001,0,,60,0,c3c3141439a7a43663837bfc629c3e87cddd6305c0e20497a5a4671b73e39293,1.0000001192092896
406,attack_flow::WhisperGate::0002,0,,102,0,d8ed63c14dd22d2ed554b9387c9c3a5bd752a747620cb9512769074583f082cf,0.9999998807907104
407,attack_flow::WhisperGate::0003,0,,143,0,228314b1aa4227d62e7c6303cce5971cb134a28abcea178cc0b926bc310c494d,1.0
408,attack_flow::WhisperGate::0004,0,,185,0,4510f01d96180e4791c80d0bbae71bc54a20fbbc8a4d6cfa32dcb32929aaabaa,0.9999999403953552
409,attack_flow::WhisperGate::0005,0,,220,0,fc5333681ad6ee475173367b10341fd39e2c6409fccefa00ae9cee5a39eab7ab,1.0
410,attack_flow::WhisperGate::0006,0,,267,0,df966faeb199587c1a260cadaef85b7099353c288b550a8f51839dab406bd74b,1.0000001192092896
411,attack_flow::WhisperGate::0007,0,,308,0,27b7d7744fbcfdd6df0ee7e4b4576db426bab08ca2e9f6d883543f150c25676b,0.9999998807907104
412,attack_flow::WhisperGate::0008,0,,348,0,5fe6272adb83536386c8b82924363b2a317bffb9fe74718ad5b9766ca236db82,1.0
413,attack_flow::WhisperGate::0009,0,,387,0,eeec1ad4ba85fe3594dcb8afaf35a6564053850f4c8a52383208dcff464aa4e8,1.0
414,attack_flow::WhisperGate::0010,0,,428,0,7aa0ef423e4d3c170f067ad1df7863a877f17757911859905891300550c4fb87,1.0
415,attack_flow::WhisperGate::0011,0,,464,0,1b6ffc5e94969b9532ab50392032082ce262b43ef68d62df4b442fcce4d0d26a,1.0
416,attack_flow::WhisperGate::0012,1,attack_flow:long:1,512,0,5f09fcb1f9ba9522682fcc1bcfa6f7e8771790b3bdedeb29aab4d2abd0d1a8ec,1.0000001192092896
417,attack_flow::WhisperGate::0013,0,,579,0,bf516498ba9e0313854ae72919bb732e259f694c422411256db724fa9b72a997,1.0
418,attack_flow::WhisperGate::0014,0,,615,0,ff7c4efb453fe965fc7163a6c4434211cf3e668e3dc0a4b466bf76bbc90e5a3d,1.0
419,attack_flow::WhisperGate::0015,0,,647,0,aaa74b2bd1d41377ab292a0109ac3eac5de8cf433a3b856841f8ac79725d1940,1.0000001192092896
420,attack_flow::WhisperGate::0016,0,,704,0,7837adf3fb206c569df493e64fbe8ebe2911857dc9707dbeaa04a0681e5dead0,0.9999999403953552
421,attack_flow::WhisperGate::0017,0,,748,0,69b5235eac8fcc89050ce800c175beb8f53cfc0198a1848bed04824411c43cb5,1.0000001192092896
422,ctid::apt29::unknown::0001,0,,31,0,e3e778fca9bd7d4f7ed337c40584e17611d8320f05c1d78c7ea7b815bfbcbde9,0.9999998807907104
423,ctid::apt29::unknown::0002,0,,61,0,c4dc2bc8ae498ce618f704d85f38a54d4f9be23065a802d33742480c7573f820,0.9999999403953552
424,ctid::apt29::unknown::0003,0,,101,0,cd6c854286d5375fd76479447514cac24e586f475c797af73907f6d0dfa237c4,1.0000001192092896
425,ctid::apt29::unknown::0004,0,,144,0,0fc0d8bb085d16544321b98a50588127a145cf773c35f51bd6db9a6bf220e159,1.0
426,ctid::apt29::unknown::0005,0,,189,0,b9e28a6f6b5cc9eed8126100d6bf9e48648fdf65b5e53045e872c9a2d441ca32,1.0
427,ctid::apt29::unknown::0006,0,,224,0,3025563e88f3fb25017978c6e1b9af1863e036bdf28e2e9c1ffd99b94250599d,1.0
428,ctid::apt29::unknown::0007,0,,259,0,03be93a24b4a6c3f6c549e97f61700d5992bc333c343a9fc2fe6f254092d39a0,1.0
429,ctid::apt29::unknown::0008,0,,295,0,19e6ae1f79be3ac4cb6cc1cb3a7a5934c77d087e9ff8914ddc7eebf411380ec7,0.9999999403953552
430,ctid::apt29::unknown::0009,0,,333,0,0472a10a3f1b43b0b259402f9d5d0503deb0db0d5ba3d25fd2a81c71aa26620c,1.0
431,ctid::apt29::unknown::0010,0,,376,0,98f1717b89d8086f03c718471391fe529adb5856e20bbc7e30f1f2d8a4ead188,0.9999998807907104
432,ctid::apt29::unknown::0011,0,,413,0,651becc9249c7ff27ca5c3e97578dd49b30d3124f0939022d9b60c226f4c0e84,0.9999999403953552
433,ctid::apt29::unknown::0012,0,,475,0,7f588b18bd99ddc3b22a1f85c317c9fda291113685300415f25fdf331c9e4871,1.0
434,ctid::apt29::unknown::0013,0,,504,0,7b51a25d6ceb6f61c11d8a1768a4c920cd45d562107d7883ae766bd1cf8a6f8e,1.0
435,ctid::apt29::unknown::0014,0,,570,0,6e454b8cf9b4a10e46a424912e014f030a6309d48194b9d73c0a0e4967ab620f,0.9999999403953552
436,ctid::apt29::unknown::0015,0,,612,0,e337a255bdaf918f7cb81931530a4eeb4e9feccfd1a04e6ed96ad05a88e7f5b0,0.9999999403953552
437,ctid::apt29::unknown::0016,0,,649,0,501e7b908f614383cdc12f49524bb78cc4e998bbcf2207ed1253f7fb0ff73d19,1.0
438,ctid::apt29::unknown::0017,0,,719,0,f3cb1511f8fd3c481825fa5f4f4b6deea7a75a45e2bf94b6a462318f7034e87f,0.9999999403953552
439,ctid::apt29::unknown::0018,0,,759,0,24525c49864bf32af5b4010f42acef059dc5065ae5a028a4f6668af8ce179cf6,1.0
440,ctid::apt29::unknown::0019,0,,796,0,096876dac188608d38021f8f5c7170b311fd85d5ec28c5725bc8036011f98fc2,0.9999998807907104
441,ctid::apt29::unknown::0020,0,,834,0,5fa9ddf4b38f413a6c2996476943e1b88008e581b0ad0c795f29f2bbcc4ea01c,1.0000001192092896
442,ctid::apt29::unknown::0021,0,,864,0,b53273f7405bc86a2a8cf78d11acd6d6ea0fe7a1dd77df0a88b372c8ccaa52e7,1.0
443,ctid::apt29::unknown::0022,0,,891,0,2a74b2ff734eda6af3cc0517b47c248131556096fb1cfdece8fac9896a2ba2da,1.0000001192092896
444,ctid::apt29::unknown::0023,0,,924,0,a0aa1ed113d6931d019796b2af8a59cf60526aa94092f364093ad714b80ff079,1.0
445,ctid::apt29::unknown::0024,0,,963,0,34f3fa22fe2437a430987f3aadcfc0ff7595fe344586091eace60e2c565953e4,1.0
446,ctid::apt29::unknown::0025,0,,1019,0,a9d516d182774650bf709c0888d7934a12892d61536ca0040a647b48fcbfeaf0,1.0000001192092896
447,ctid::apt29::unknown::0026,0,,1053,0,32befb7cac94da43829f9c17fe03491e05079a003ca69bfe06912f0eaccc0c5f,0.9999998211860657
448,ctid::apt29::unknown::0027,1,ctid:long:1,1113,0,ca79b1b7c71a9c76dc873982482685b5d063ae009abfd7b0f702a752d9627e5a,1.0
449,ctid::apt29::unknown::0028,0,,1143,0,b47cb39cc896e2cf252164f9f00db7306b85fd1f28241bee8e50cf5e0468b0bd,1.0
450,ctid::apt29::unknown::0029,0,,1203,0,24f376580c2184dbd4e8dd1df0619002304ee670c9f2d04d63c7ddd0e75841b6,0.9999999403953552
451,ctid::apt29::unknown::0030,0,,1234,0,aa0ccf00e2e9a98e7d41b40b80254d2e4a76b84dffdf2ba79314dd2e162c5420,1.0
452,ctid::apt29::unknown::0031,0,,1271,0,1293e8f783400d90707495c81a764bf037e912ba9dc2106ca1ec7585886f6bc5,0.9999999403953552
453,ctid::apt29::unknown::0032,0,,1301,0,09570552da62057c4e3eacb1c1763c42a68fa61f01800f529cbbdd794f13f2c5,0.9999998807907104
454,ctid::apt29::unknown::0033,0,,1325,0,c71a15f9f68a91eb19001d12f24a3f27a1f432c304cc176745de76fee5d33a37,1.0
455,ctid::apt29::unknown::0034,0,,1365,0,6e4a5487301b6e779e51af34af83d263235d2371d38a78ff61b09ca59a64a56c,1.0
456,ctid::apt29::unknown::0035,0,,1400,0,1d45bb9ca72539cae0384e16d1537729688bf2362660bd41cb47dd32a318a61e,0.9999999403953552
457,ctid::apt29::unknown::0036,0,,1460,0,a0d17dca766cee38f0d12d9611666b31d771d0e184a6d24e1ae531a6fe2215fb,1.0
458,ctid::apt29::unknown::0037,0,,1496,0,11073413f31094b63ae951160670c782c3601a91d89f773493be49218826cc81,0.9999998807907104
459,ctid::apt29::unknown::0038,0,,1556,0,97e5565cd268e80d07f11181b2fceb4c8e39735280fedd83aff19bedea3256a6,0.9999998211860657
460,ctid::apt29::unknown::0039,0,,1587,0,09862cd9facfaf937e6069c2efa97a0483b8266131cdedf4e356e36eed8ac23d,0.9999998211860657
461,ctid::apt29::unknown::0040,0,,1619,0,d4150e7a5874922a086939afaa436d24284a7746421bcf795fee6c6fab63d6bd,0.9999998807907104
462,ctid::apt29::unknown::0041,0,,1665,0,026ca5d9ccc10ac1e2ec3db8dddfe7a11a5b66ed34cf3a32a126378f7791a825,0.9999999403953552
463,ctid::apt29::unknown::0042,0,,1703,0,6009e7024c62aa8f8bcfe32db0bcaeda7a953a25c4abc2df5052cc8d8bb7b742,0.9999998211860657
464,ctid::apt29::unknown::0043,0,,1738,0,94d682d4d6fe63fbba714deda3e5b0d072747fb9f8aa10f0169103ae0ef0c23f,1.0
465,ctid::apt29::unknown::0044,0,,1765,0,23437879dbfe81aa7d92c367215360ffe9847926bfabe4eac8a35b4b91563734,1.0
466,ctid::apt29::unknown::0045,0,,1796,0,1884a0d9068d4e8a3f37d7d645459ba50601c94368241b06b40bea4cbf8286a7,1.0
467,ctid::apt29::unknown::0046,0,,1828,0,c75af6bf502ce1e115877afbbd33d7807f53fa3171324fa1071564f6ebea9cf5,1.0000001192092896
468,ctid::apt29::unknown::0047,0,,1875,0,d42e45c59c8019e5c05e800e9e630eef0618dde0fd35dd342f960d5646a6f81e,1.0
469,ctid::apt29::unknown::0048,0,,1913,0,ad4f284b056fc7172d02299dcdf83ab97803e9426269d0b46b8d179f60c88cd4,0.9999998807907104
470,ctid::apt29::unknown::0049,0,,1942,0,b3bc8728835ac1f7d7d787ff5f910e952cd81b1f7c3c17c4f70b18179cf2169d,1.0000001192092896
471,ctid::apt29::unknown::0050,0,,1969,0,f8d8c314020c2be64b7a1341bb1b76655d1a834fc98a13935532aab69a92c1c0,1.0
472,ctid::apt29::unknown::0051,0,,2072,0,c4a9498b2bc44dbb2ab6cfe3a1a2f9a3423bd1fdf90d665a5b7fcb4324023837,1.0
473,ctid::apt29::unknown::0052,0,,2094,0,b9103d49408a5bc8dadde67a96b049c1a1657ca56c19dcd7e426c55f79c812d1,1.0000001192092896
474,ctid::apt29::unknown::0053,0,,2116,0,911cf3ff01e3ed813badbc3f8dde52f042157e55f9fc62e1492282703ae5ccdb,1.0000001192092896
475,ctid::apt29::unknown::0054,0,,2154,0,c9b442386a7c1f5957b39c4f9620ec21e04ca8a66dba478278c72022235f5bd4,0.9999998807907104
476,ctid::apt29::unknown::0055,0,,2190,0,6291ec7ff2553b11a7114123ded43d7c68f8dcc3106932accf7f2389155eeb22,0.9999999403953552
477,ctid::apt29::unknown::0056,0,,2218,0,4c751b369a4c690827e119098296daa6dca0d418cfa57704c2687ea756477058,0.9999999403953552
478,ctid::apt29::unknown::0057,0,,2248,0,349dd3efdfa4002e831b8e52e6ebb80c63cee96186fb225b1b1d32d98d64bda7,0.9999999403953552
479,ctid::apt29::unknown::0058,0,,2272,0,c948f37ffa0933036d7402b9b48fd74d7056219030960b3cfd005b69e34aa812,1.0
480,ctid::apt29::unknown::0059,0,,2302,0,2cac971fa4d496432eea62c16d271fd9118992490f0e2851b85cd86a0e9f69ff,0.9999998807907104
481,ctid::apt29::unknown::0060,0,,2332,0,5bfd90f174063181ca636e355380ad33d5ec990f792081024c5cb28a16bc5c51,1.0000001192092896
482,ctid::apt29::unknown::0061,0,,2359,0,1b17dfdaf722c638161bef2642e3da134bfb0fa1b6a46af4e85fbf4dd6039af1,1.0
483,ctid::apt29::unknown::0062,0,,2385,0,055bf710196808b18ecc7050f06e9ac09d15847664c75ba66b2adf399ee49a15,1.0
484,ctid::apt29::unknown::0063,0,,2411,0,f624b119ee3ade5cb913c3891d8bff505cd1ded03afa397d59efafd3b7e9dffa,0.9999999403953552
485,ctid::apt29::unknown::0064,0,,2442,0,3dde1eab4b74bb15a745d6d60c89637280d5f0dd993ac0b4a47f3749d11d5f1c,1.0000001192092896
486,ctid::carbanak::unknown::0001,0,,32,0,e9908a4ca29828a0ba6e39dfd5548d57753f347365d8dc9f790ea7ee2e794db2,1.0
487,ctid::carbanak::unknown::0002,0,,85,0,9bde8c7d590672d68a0e8518bc68579712a11786b5820c60d6d7fee6bc5d3967,1.0000001192092896
488,ctid::carbanak::unknown::0003,0,,135,0,7e4d5cca1b52f8474a14c004981da7c4e7a9a5a7cf9282a2381f32acfd39b233,0.9999999403953552
489,ctid::carbanak::unknown::0004,0,,178,0,d94d811c065da85b5db0a502fb05e94efb887836e2f55849c3c2c3f5ad903448,0.9999999403953552
490,ctid::carbanak::unknown::0005,0,,216,0,6afa74152d0789d6b68295c3f3a0ff185fe7639fe40f5c0aa4e82613e5c5a9dd,0.9999999403953552
491,ctid::carbanak::unknown::0006,0,,254,0,967679506cce5063a814d5f4f54af67c4e3f9e808405cfbef548b75ab04bbf1b,1.0
492,ctid::carbanak::unknown::0007,1,ctid:short:1,287,0,a89f7fd5fe380bb0336f9c7fb50b30392689e01630bb185e69d7f858858e584a,0.9999999403953552
493,ctid::carbanak::unknown::0008,0,,314,0,b3b9796bf31068f333896a92eb2e723d7fd238497a447fa3866ba7901d1a5c21,1.0
494,ctid::carbanak::unknown::0009,0,,349,0,0713fefbca991bec4b48443858aa3140d2d2a02a15232a71b3a3acdadc85591c,1.0
495,ctid::carbanak::unknown::0010,0,,384,0,2393d7aaf9abfc741affa9cb4e399676de53e0d18f463bcc1cb728eede3b1743,0.9999999403953552
496,ctid::carbanak::unknown::0011,0,,421,0,0731afc98f4263d255ca69d329dd48f045eadb37b25d77f5aaf8eedc55839d1e,1.0
497,ctid::carbanak::unknown::0012,0,,457,0,7be3eaeb72154ba81525747aa9cc88055bb0d89d654180b52bae6f5e0186320f,1.0
498,ctid::carbanak::unknown::0013,0,,498,0,d26c9a6565191960729529a8d21da2764d7015af0fef142654136f7bb950b1d3,1.0000001192092896
499,ctid::carbanak::unknown::0014,0,,534,0,6f55495841d59cac948c7c40893e502a86bfbd014e0a0a8db00576412e5129f3,0.9999999403953552
500,ctid::carbanak::unknown::0015,0,,574,0,1cff888fbc239c7731906e70d07f110aa272b0938fd1bc464382ad3d45c0a28e,1.0
501,ctid::carbanak::unknown::0016,0,,611,0,63eade323a10f172a1ed6b22c6a3083ed2cbe415049ec2356c33a3d1cc73db4d,0.9999999403953552
502,ctid::carbanak::unknown::0017,0,,666,0,04a7cdddadc1eab04f1c504dee3714248fff1db77899f97c42321ab06fd85b3c,0.9999999403953552
503,ctid::carbanak::unknown::0018,0,,716,0,7720b4fa62666653c5a433cb07e8a6db0597431662d0450e9b2792f6be5d2d46,0.9999999403953552
504,ctid::carbanak::unknown::0019,0,,753,0,7bbc8f91da73c8bd953fa6187a89dbe992ced3ded1f89168542b7442d156c3d0,1.0
505,ctid::carbanak::unknown::0020,0,,789,0,222b51f0911cb94bcb39781b897c38c9cc2ded8e162b7fc298010b1d492b4add,1.0
506,ctid::fin6::unknown::0001,0,,35,0,2ef7dd3936f06bb5f92f90c1ca6c271fefa5ec196a81750ab48c92e8d2e75b77,0.9999999403953552
507,ctid::fin6::unknown::0002,0,,69,0,7c85056ab20d707db033c15b10cf2d7079592805cf121913f8cce2360dfc104d,1.0000001192092896
508,ctid::fin6::unknown::0003,0,,118,0,81800fc3f92ff0ebc772d96666fd9750b6c41f588d7f66828d1ebb3bfa30d14b,1.0
509,ctid::fin6::unknown::0004,0,,150,0,b0d2a77853708a7b920407179f4e6c93bc85f8cbad75afd6d309c66596155203,0.9999998211860657
510,ctid::fin6::unknown::0005,0,,180,0,dce2b63b7ed8460ff75d97b1cfeccf5f29a00a727417b1eee95c075cc28f5f3a,1.0
511,ctid::fin6::unknown::0006,0,,239,0,1f183062b2c36f7540b4e0ec7e44d65d951e7c4bcdffcc3bd232600f73b17260,1.0
512,ctid::fin6::unknown::0007,0,,291,0,38e29cd9640621085d46e417e893d129cd5b8da7e494944c4f4b7fb59a0a365f,1.0
513,ctid::fin6::unknown::0008,0,,328,0,67373b9ac3af58918c336bea2b758a5d6854209478624a706d3f251f3d9a4c9a,1.000000238418579
514,ctid::fin6::unknown::0009,0,,363,0,c507136b8faba7e5930fa84fe088b23fdc9f2691b7b29d4b6c6d924ae42dfd73,0.9999999403953552
515,ctid::fin6::unknown::0010,0,,420,0,ac978406d2b5b9bdf5caa89626289cff6851f86bcac67b13b05b821a9e2cfde1,0.9999999403953552
516,ctid::fin6::unknown::0011,1,ctid:medium:3,478,0,5e298fa1572c38f949c2212e051df3f8c0d06bedb9ed2d5b2409fbd8b18deb48,1.0
517,ctid::fin6::unknown::0012,0,,517,0,79f2a47efe863e669a88c3595d42d181d7203467ac25789402a57047ed429883,1.0
518,ctid::fin6::unknown::0013,0,,558,0,0f22f8e7a1cca5f61b3b1a77a834c8991d6e160531638ea0f54f3d2aab9caf9f,1.0
519,ctid::fin6::unknown::0014,0,,596,0,d305097e605f815c5467b461e28084e50826d9bd6cb2957ed67458b837655c12,0.9999999403953552
520,ctid::fin6::unknown::0015,0,,631,0,bba9d51cded31ade92248a48757bd7c5ce5468e607487dd0b13ecd156de36f80,1.0
521,ctid::fin6::unknown::0016,0,,668,0,a7d8dc97340bdb69128234a21aab5a57a4f4a75a92e3df0af1685ee2e258882f,1.0
522,ctid::fin6::unknown::0017,0,,703,0,92bc7707cb6f0af5b098c886290b15cf8b79a9caa7ea046faa8be35362f19d03,0.9999998211860657
523,ctid::fin7::unknown::0001,0,,31,0,15cbab5ae899a575faebb51431456cbe058255d539313c933370817d0966c1e1,1.0
524,ctid::fin7::unknown::0002,0,,59,0,f0d3b03119822e91c39b68419915c64cc3d8bef2c5767a7a430aea8a378e6bfa,1.0
525,ctid::fin7::unknown::0003,0,,84,0,5d7a8749825b2126a618c5d2f5383e7f1361c0557fcb8c3cd563fb1b1776f45b,0.9999999403953552
526,ctid::fin7::unknown::0004,0,,114,0,47716bacccb09ee76ce28e073b626d06fd604e2e9b997034c21fda6ec4aad646,1.0
527,ctid::fin7::unknown::0005,1,ctid:short:3,150,0,60dd39027fc7860bdeacb1cd6c049ac1c6bdf4990ec158ae7d72c6c12ed38959,1.0
528,ctid::fin7::unknown::0006,0,,191,0,b259d0be6eda43fc020f1f2f2454c62e22b8e00d7dfe766bd108c2c5a129fba5,0.9999998807907104
529,ctid::fin7::unknown::0007,0,,226,0,5a8ff3b15097afbce44bd43c42ccdc1235cdeafb9aab308aa3353bc15626e2a8,0.9999999403953552
530,ctid::fin7::unknown::0008,0,,262,0,70ed32cbd05487614a0d586fc50bb8df210c4784b293e8f58ad82ce37f568954,1.0
531,ctid::fin7::unknown::0009,0,,299,0,5af73beb477122f123b1123c40db22432608c7d26c8901bc33aaf6d025ba113e,1.0
532,ctid::menu_pass::unknown::0001,0,,31,0,c004837ce3339be7dd80981a733b71db778d65a4696121b97d7a1a0ca68b0109,1.0000001192092896
533,ctid::menu_pass::unknown::0002,0,,54,0,2b14d2aef2cb27191dfb38038d2e977eee3329115927c738708102dda00a7fc2,1.0
534,ctid::menu_pass::unknown::0003,0,,79,0,9bb22ef1ac1d131b30b50f8649044c5dc8b13f3f0363fa4cbb2379390fb36519,1.0000001192092896
535,ctid::menu_pass::unknown::0004,0,,111,0,683fec10ed9d677964f62311026f2efbd68af09548cddd0ecec3fa1cb7666441,1.0
536,ctid::menu_pass::unknown::0005,0,,142,0,d6000c7b35604c9db6d9f901d958704f864a24e5e3577fcbb8ae0563ccbd7032,1.0
537,ctid::menu_pass::unknown::0006,0,,180,0,3bc62942dd4568c7dc49d47b1149e682deb623b32905c6175fc9e5ae7e67b0d1,1.0
538,ctid::menu_pass::unknown::0007,0,,215,0,48422fa20336356b7611f79f610c44f27083f3579d27a5f083c2aac1a3f86de1,0.9999998807907104
539,ctid::menu_pass::unknown::0008,0,,242,0,0f1f25600490f6a9de9826d2d09cc30279bf51f9e473b1cfcace4de2a76f0dce,1.0
540,ctid::menu_pass::unknown::0009,0,,282,0,7caf61fe2ba477825228d97d5d911129dc1f5cd377eb524186254959136dd8f4,1.0
541,ctid::menu_pass::unknown::0010,0,,308,0,bee1ee7effd28be89dab26668ee4aff1732adb4c31b952fb58157f818548707d,1.0
542,ctid::menu_pass::unknown::0011,1,ctid:medium:1,342,0,4c1bbe6ab5176afb4aeb9d0ea1468b4c8c9d7acf0f6f7a97cc1e2bae621f5f34,1.0000001192092896
543,ctid::oilrig::unknown::0001,0,,37,0,3daae4dc88ecf460dde275a7fc16e63914d29f11718b794f163391a5f1ac634c,1.0
