stage,held_out_source,inner_validation_source,seed,permutation_seed,source,prefix_tercile,recipient_sample_id,donor_sample_id,recipient_prefix_len,donor_prefix_len
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Cobalt Kitty Campaign::0006,attack_flow::Gootloader::0007,6,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Cobalt Kitty Campaign::0007,attack_flow::Maastricht University Ransomware::0005,7,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Cobalt Kitty Campaign::0008,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0009,8,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Cobalt Kitty Campaign::0009,attack_flow::NotPetya::0010,9,10
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Cobalt Kitty Campaign::0010,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0007,10,7
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Cobalt Kitty Campaign::0011,attack_flow::OceanLotus::0019,11,19
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti CISA Alert::0001,attack_flow::NotPetya::0004,1,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti CISA Alert::0002,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0002,2,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti CISA Alert::0003,attack_flow::DFIR - BumbleBee Round 2::0003,3,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti CISA Alert::0004,attack_flow::FIN13 Case 1::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti CISA Alert::0005,attack_flow::SearchAwesome Adware::0009,5,9
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti PWC::0001,attack_flow::OceanLotus::0003,1,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti PWC::0002,attack_flow::Uber Breach::0001,2,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti PWC::0003,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0001,3,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti Ransomware::0001,attack_flow::Target Breach::0001,1,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti Ransomware::0002,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0002,2,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti Ransomware::0003,attack_flow::NotPetya::0003,3,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Conti Ransomware::0004,attack_flow::Marriott Breach::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti Ransomware::0005,attack_flow::CISA Iranian APT::0007,5,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti Ransomware::0006,attack_flow::WhisperGate::0007,6,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti Ransomware::0007,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0008,7,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti Ransomware::0008,attack_flow::SearchAwesome Adware::0005,8,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti Ransomware::0009,attack_flow::SolarWinds::0005,9,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Conti Ransomware::0010,attack_flow::DFIR - BumbleBee Round 2::0009,10,9
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Conti Ransomware::0011,attack_flow::Black Basta Ransomware::0014,11,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Conti Ransomware::0012,attack_flow::Sony Malware::0010,12,10
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Conti Ransomware::0014,attack_flow::Shamoon::0017,14,17
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Conti Ransomware::0015,attack_flow::FIN13 Case 2::0014,15,14
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::DFIR - BumbleBee Round 2::0001,attack_flow::WhisperGate::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::DFIR - BumbleBee Round 2::0002,attack_flow::Uber Breach::0004,2,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::DFIR - BumbleBee Round 2::0003,attack_flow::CISA Iranian APT::0002,3,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::DFIR - BumbleBee Round 2::0004,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,4,1
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::DFIR - BumbleBee Round 2::0005,attack_flow::SolarWinds::0006,5,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::DFIR - BumbleBee Round 2::0006,attack_flow::CISA Iranian APT::0008,6,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::DFIR - BumbleBee Round 2::0007,attack_flow::SolarWinds::0007,7,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::DFIR - BumbleBee Round 2::0008,attack_flow::Conti Ransomware::0005,8,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::DFIR - BumbleBee Round 2::0009,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0006,9,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::DFIR - BumbleBee Round 2::0010,attack_flow::Target Breach::0009,10,9
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::DFIR - BumbleBee Round 2::0011,attack_flow::Shamoon::0016,11,16
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::DFIR - BumbleBee Round 2::0012,attack_flow::CISA Iranian APT::0015,12,15
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Equifax Breach::0001,attack_flow::Sony Malware::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Equifax Breach::0002,attack_flow::Mac Malware Steals Crypto::0002,2,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Equifax Breach::0003,attack_flow::CISA Iranian APT::0001,3,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Equifax Breach::0004,attack_flow::OceanLotus::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Equifax Breach::0005,attack_flow::FIN13 Case 2::0010,5,10
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Equifax Breach::0006,attack_flow::Black Basta Ransomware::0006,6,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Equifax Breach::0007,attack_flow::FIN13 Case 1::0010,7,10
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Equifax Breach::0008,attack_flow::FIN13 Case 2::0007,8,7
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 1::0001,attack_flow::WhisperGate::0004,1,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 1::0002,attack_flow::WhisperGate::0001,2,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 1::0003,attack_flow::Mac Malware Steals Crypto::0004,3,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 1::0004,attack_flow::Conti PWC::0001,4,1
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 1::0005,attack_flow::WhisperGate::0005,5,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 1::0006,attack_flow::JP Morgan Breach::0008,6,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 1::0007,attack_flow::Equifax Breach::0005,7,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 1::0008,attack_flow::Ragnar Locker::0006,8,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 1::0009,attack_flow::OceanLotus::0008,9,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 1::0010,attack_flow::REvil::0007,10,7
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0011,attack_flow::CISA Iranian APT::0012,11,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0012,attack_flow::OceanLotus::0011,12,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0013,attack_flow::Conti Ransomware::0015,13,15
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0014,attack_flow::FIN13 Case 1::0017,14,17
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0015,attack_flow::REvil::0012,15,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0016,attack_flow::Black Basta Ransomware::0011,16,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0017,attack_flow::Sony Malware::0011,17,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0018,attack_flow::NotPetya::0013,18,13
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0019,attack_flow::NotPetya::0012,19,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0020,attack_flow::Shamoon::0015,20,15
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0021,attack_flow::FIN13 Case 2::0013,21,13
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0022,attack_flow::Black Basta Ransomware::0015,22,15
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0023,attack_flow::OceanLotus::0017,23,17
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0024,attack_flow::Black Basta Ransomware::0018,24,18
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0025,attack_flow::WhisperGate::0013,25,13
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0029,attack_flow::WhisperGate::0014,29,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0030,attack_flow::Gootloader::0029,30,29
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 1::0031,attack_flow::Black Basta Ransomware::0016,31,16
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 2::0001,attack_flow::Black Basta Ransomware::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 2::0002,attack_flow::SWIFT Heist::0001,2,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 2::0003,attack_flow::SolarWinds::0003,3,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::FIN13 Case 2::0004,attack_flow::Shamoon::0001,4,1
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 2::0005,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0007,5,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 2::0007,attack_flow::WhisperGate::0008,7,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 2::0008,attack_flow::Sony Malware::0005,8,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 2::0009,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0010,9,10
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::FIN13 Case 2::0010,attack_flow::Shamoon::0007,10,7
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 2::0011,attack_flow::CISA Iranian APT::0018,11,18
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 2::0012,attack_flow::Conti Ransomware::0011,12,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 2::0013,attack_flow::OceanLotus::0018,13,18
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::FIN13 Case 2::0014,attack_flow::Gootloader::0011,14,11
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Gootloader::0001,attack_flow::Target Breach::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Gootloader::0002,attack_flow::MITRE NERVE::0002,2,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Gootloader::0003,attack_flow::Hancitor DLL::0001,3,1
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Gootloader::0005,attack_flow::MITRE NERVE::0007,5,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Gootloader::0006,attack_flow::Maastricht University Ransomware::0008,6,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Gootloader::0007,attack_flow::CISA Iranian APT::0009,7,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Gootloader::0008,attack_flow::Equifax Breach::0007,8,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Gootloader::0009,attack_flow::SolarWinds::0009,9,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Gootloader::0010,attack_flow::Muddy Water::0008,10,8
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0011,attack_flow::Gootloader::0018,11,18
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0012,attack_flow::Shamoon::0014,12,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0013,attack_flow::Gootloader::0021,13,21
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0014,attack_flow::CISA Iranian APT::0011,14,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0015,attack_flow::WhisperGate::0010,15,10
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0016,attack_flow::Hancitor DLL::0011,16,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0017,attack_flow::Gootloader::0028,17,28
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0018,attack_flow::CISA Iranian APT::0013,18,13
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0019,attack_flow::CISA Iranian APT::0016,19,16
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0020,attack_flow::Black Basta Ransomware::0021,20,21
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0021,attack_flow::FIN13 Case 1::0025,21,25
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0022,attack_flow::REvil::0011,22,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0023,attack_flow::Black Basta Ransomware::0019,23,19
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0024,attack_flow::Hancitor DLL::0012,24,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0025,attack_flow::FIN13 Case 1::0018,25,18
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0026,attack_flow::Conti Ransomware::0012,26,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0027,attack_flow::Gootloader::0016,27,16
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0028,attack_flow::WhisperGate::0016,28,16
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Gootloader::0029,attack_flow::Gootloader::0024,29,24
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Hancitor DLL::0001,attack_flow::Hancitor DLL::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Hancitor DLL::0002,attack_flow::Muddy Water::0003,2,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Hancitor DLL::0003,attack_flow::Uber Breach::0003,3,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Hancitor DLL::0004,attack_flow::FIN13 Case 1::0001,4,1
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Hancitor DLL::0005,attack_flow::NotPetya::0009,5,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Hancitor DLL::0006,attack_flow::Hancitor DLL::0007,6,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Hancitor DLL::0007,attack_flow::JP Morgan Breach::0009,7,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Hancitor DLL::0008,attack_flow::Maastricht University Ransomware::0010,8,10
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Hancitor DLL::0010,attack_flow::OceanLotus::0007,10,7
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0011,attack_flow::Hancitor DLL::0019,11,19
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0012,attack_flow::Shamoon::0012,12,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0013,attack_flow::FIN13 Case 1::0013,13,13
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0014,attack_flow::NotPetya::0014,14,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0015,attack_flow::FIN13 Case 1::0019,15,19
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0016,attack_flow::OceanLotus::0014,16,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0017,attack_flow::Gootloader::0019,17,19
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0018,attack_flow::Maastricht University Ransomware::0011,18,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Hancitor DLL::0019,attack_flow::FIN13 Case 1::0022,19,22
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Ivanti Vulnerabilities::0001,attack_flow::SearchAwesome Adware::0003,1,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Ivanti Vulnerabilities::0002,attack_flow::Sony Malware::0001,2,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Ivanti Vulnerabilities::0003,attack_flow::SearchAwesome Adware::0001,3,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Ivanti Vulnerabilities::0004,attack_flow::JP Morgan Breach::0001,4,1
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Ivanti Vulnerabilities::0005,attack_flow::Muddy Water::0009,5,9
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::JP Morgan Breach::0001,attack_flow::Conti Ransomware::0003,1,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::JP Morgan Breach::0002,attack_flow::Ivanti Vulnerabilities::0002,2,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::JP Morgan Breach::0003,attack_flow::Cobalt Kitty Campaign::0004,3,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::JP Morgan Breach::0004,attack_flow::Muddy Water::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::JP Morgan Breach::0005,attack_flow::DFIR - BumbleBee Round 2::0006,5,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::JP Morgan Breach::0006,attack_flow::Shamoon::0006,6,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::JP Morgan Breach::0008,attack_flow::Gootloader::0009,8,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::JP Morgan Breach::0009,attack_flow::SearchAwesome Adware::0006,9,6
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::MITRE NERVE::0001,attack_flow::SWIFT Heist::0004,1,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::MITRE NERVE::0002,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0001,2,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::MITRE NERVE::0003,attack_flow::Cobalt Kitty Campaign::0003,3,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::MITRE NERVE::0004,attack_flow::JP Morgan Breach::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::MITRE NERVE::0005,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0006,5,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::MITRE NERVE::0006,attack_flow::Ragnar Locker::0009,6,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::MITRE NERVE::0007,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0007,7,7
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Maastricht University Ransomware::0001,attack_flow::SWIFT Heist::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Maastricht University Ransomware::0003,attack_flow::SolarWinds::0002,3,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Maastricht University Ransomware::0004,attack_flow::REvil::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Maastricht University Ransomware::0005,attack_flow::JP Morgan Breach::0006,5,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Maastricht University Ransomware::0006,attack_flow::Black Basta Ransomware::0007,6,7
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Maastricht University Ransomware::0007,attack_flow::OceanLotus::0006,7,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Maastricht University Ransomware::0008,attack_flow::Sony Malware::0009,8,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Maastricht University Ransomware::0009,attack_flow::Target Breach::0008,9,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Maastricht University Ransomware::0010,attack_flow::Conti Ransomware::0008,10,8
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::Maastricht University Ransomware::0011,attack_flow::REvil::0018,11,18
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Mac Malware Steals Crypto::0001,attack_flow::Shamoon::0003,1,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Mac Malware Steals Crypto::0002,attack_flow::Equifax Breach::0004,2,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Mac Malware Steals Crypto::0004,attack_flow::Ivanti Vulnerabilities::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Marriott Breach::0001,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0005,1,5
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Marriott Breach::0002,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,2,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Marriott Breach::0003,attack_flow::OceanLotus::0002,3,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Marriott Breach::0004,attack_flow::Target Breach::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Muddy Water::0001,attack_flow::Equifax Breach::0001,1,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Muddy Water::0002,attack_flow::FIN13 Case 1::0003,2,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Muddy Water::0003,attack_flow::Black Basta Ransomware::0005,3,5
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::Muddy Water::0004,attack_flow::Ivanti Vulnerabilities::0003,4,3
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Muddy Water::0005,attack_flow::CISA Iranian APT::0006,5,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Muddy Water::0006,attack_flow::MITRE NERVE::0005,6,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Muddy Water::0008,attack_flow::FIN13 Case 1::0006,8,6
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::Muddy Water::0009,attack_flow::Hancitor DLL::0005,9,5
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::NotPetya::0001,attack_flow::Black Basta Ransomware::0001,1,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::NotPetya::0002,attack_flow::Ragnar Locker::0004,2,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::NotPetya::0003,attack_flow::Conti Ransomware::0004,3,4
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::NotPetya::0004,attack_flow::Sony Malware::0004,4,4
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::NotPetya::0008,attack_flow::REvil::0005,8,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::NotPetya::0009,attack_flow::CISA Iranian APT::0005,9,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::NotPetya::0010,attack_flow::Ragnar Locker::0005,10,5
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::NotPetya::0011,attack_flow::FIN13 Case 2::0012,11,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::NotPetya::0012,attack_flow::Black Basta Ransomware::0023,12,23
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::NotPetya::0013,attack_flow::FIN13 Case 2::0011,13,11
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::NotPetya::0014,attack_flow::Gootloader::0020,14,20
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::NotPetya::0015,attack_flow::FIN13 Case 1::0021,15,21
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::NotPetya::0016,attack_flow::Gootloader::0027,16,27
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::OceanLotus::0001,attack_flow::SearchAwesome Adware::0002,1,2
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::OceanLotus::0002,attack_flow::Tesla Kubernetes Breach::0001,2,1
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::OceanLotus::0003,attack_flow::Ragnar Locker::0003,3,3
inner,stockpile,ctid,43,9043,attack_flow,0,attack_flow::OceanLotus::0004,attack_flow::Tesla Kubernetes Breach::0002,4,2
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::OceanLotus::0005,attack_flow::OceanLotus::0009,5,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::OceanLotus::0006,attack_flow::Shamoon::0009,6,9
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::OceanLotus::0007,attack_flow::FIN13 Case 1::0008,7,8
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::OceanLotus::0008,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0005,8,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::OceanLotus::0009,attack_flow::DFIR - BumbleBee Round 2::0005,9,5
inner,stockpile,ctid,43,9043,attack_flow,1,attack_flow::OceanLotus::0010,attack_flow::Uber Breach::0006,10,6
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0011,attack_flow::SolarWinds::0014,11,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0012,attack_flow::DFIR - BumbleBee Round 2::0012,12,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0013,attack_flow::OceanLotus::0012,13,12
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0014,attack_flow::Hancitor DLL::0014,14,14
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0015,attack_flow::FIN13 Case 1::0029,15,29
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0016,attack_flow::Gootloader::0022,16,22
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0017,attack_flow::SolarWinds::0013,17,13
inner,stockpile,ctid,43,9043,attack_flow,2,attack_flow::OceanLotus::0018,attack_flow::CISA Iranian APT::0020,18,20
