sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,org_name,actor,plan_id,scenario_id,mapping_quality,recent_prefix_ids,kg_context,kg_snippet_ids,kg_snippet_types,kg_retrieved_snippet_ids,kg_chars_before,kg_chars_after,kg_empty_reason,flow_file,profile_file,profile_name
attack_flow::SolarWinds::0005,attack_flow,SolarWinds,5,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057""]",T1568,T1568.002,,,,,,"[""T1569"", ""T1497"", ""T1057""]","Raindrop uses Time Based Checks | Target ATT&CK ID: T1497.003 | After initial installation, [Raindrop](https://attack.mitre.org/software/S0565) runs a computation to delay execution.(Citation: Symantec RAINDROP January 2021) ; Pupy uses Service Execution | Target ATT&CK ID: T1569.002 | [Pupy](https://attack.mitre.org/software/S0192) uses [PsExec](https://attack.mitre.org/software/S0029) to execute a payload or commands on a remote host.(Citation: GitHub Pupy) ; Epic uses Process Discovery | Target ATT&CK ID: T1057 | [Epic](https://attack.mitre.org/software/S0091) uses the <code>tasklist /v</code> command to obtain a list of processes.(Citation: Kaspersky Turla)(Citation: Kaspersky Turla ...","[""relationship::relationship--00701b4a-9eab-41cc-9c09-f904a9799201"", ""relationship::relationship--00822c6a-a881-4678-8d74-6a52b2ca27c9"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00701b4a-9eab-41cc-9c09-f904a9799201"", ""relationship::relationship--00822c6a-a881-4678-8d74-6a52b2ca27c9"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--02a35538-7a82-4b30-94ac-e943c19acfe4"", ""relationship::relationship--03351a2c-8fa5-4a1a-9ad5-a8be376a06c8""]",1203,699,,SolarWinds.afb,,
attack_flow::SolarWinds::0006,attack_flow,SolarWinds,6,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002""]",T1132,T1132,,,,,,"[""T1497"", ""T1057"", ""T1568""]","Raindrop uses Time Based Checks | Target ATT&CK ID: T1497.003 | After initial installation, [Raindrop](https://attack.mitre.org/software/S0565) runs a computation to delay execution.(Citation: Symantec RAINDROP January 2021) ; Epic uses Process Discovery | Target ATT&CK ID: T1057 | [Epic](https://attack.mitre.org/software/S0091) uses the <code>tasklist /v</code> command to obtain a list of processes.(Citation: Kaspersky Turla)(Citation: Kaspersky Turla Aug 2014) ; StoneDrill uses Virtualization/Sandbox Evasion | Target ATT&CK ID: T1497 | [StoneDrill](https://attack.mitre.org/software/S0380) has used several anti-emulation techniques to prevent automated analysis by emulators or ...","[""relationship::relationship--00701b4a-9eab-41cc-9c09-f904a9799201"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--02a35538-7a82-4b30-94ac-e943c19acfe4""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00701b4a-9eab-41cc-9c09-f904a9799201"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--02a35538-7a82-4b30-94ac-e943c19acfe4"", ""relationship::relationship--03351a2c-8fa5-4a1a-9ad5-a8be376a06c8"", ""relationship::relationship--03f288cd-a189-4de9-abd4-6b10bda138a4""]",1223,690,,SolarWinds.afb,,
attack_flow::SolarWinds::0007,attack_flow,SolarWinds,7,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132""]",T1562,T1562.004,,,,,,"[""T1057"", ""T1568"", ""T1132""]","Epic uses Process Discovery | Target ATT&CK ID: T1057 | [Epic](https://attack.mitre.org/software/S0091) uses the <code>tasklist /v</code> command to obtain a list of processes.(Citation: Kaspersky Turla)(Citation: Kaspersky Turla Aug 2014) ; Tomiris uses Dynamic Resolution | Target ATT&CK ID: T1568 | [Tomiris](https://attack.mitre.org/software/S0671) has connected to a signalization server that provides a URL and port, and then [Tomiris](https://attack.mitre.org/software/S0671) sends a GET ... ; WarzoneRAT uses Process Discovery | Target ATT&CK ID: T1057 | [WarzoneRAT](https://attack.mitre.org/software/S0670) can obtain a list of processes on a compromised host.(Citation: Check Point ...","[""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--03f288cd-a189-4de9-abd4-6b10bda138a4"", ""relationship::relationship--057815bb-550c-4e00-bfdb-c7e4bf6461cb""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--03f288cd-a189-4de9-abd4-6b10bda138a4"", ""relationship::relationship--057815bb-550c-4e00-bfdb-c7e4bf6461cb"", ""relationship::relationship--058c67f3-9345-42be-a433-a4cea314d26d"", ""relationship::relationship--067b9dbb-a5fc-4d41-9dcb-ee909e0938f7"", ""relationship::relationship--06f0aaf3-c2ff-4d54-8279-2e7f66b5d819""]",1378,696,,SolarWinds.afb,,
attack_flow::SolarWinds::0008,attack_flow,SolarWinds,8,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004""]",T1558,T1558.003,,,,,,"[""T1568"", ""T1132"", ""T1562""]","RunningRAT uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [RunningRAT](https://attack.mitre.org/software/S0253) kills antimalware running process.(Citation: McAfee Gold Dragon) ; Tomiris uses Dynamic Resolution | Target ATT&CK ID: T1568 | [Tomiris](https://attack.mitre.org/software/S0671) has connected to a signalization server that provides a URL and port, and then [Tomiris](https://attack.mitre.org/software/S0671) sends a GET ... ; RedEcho uses Dynamic Resolution | Target ATT&CK ID: T1568 | [RedEcho](https://attack.mitre.org/groups/G1042) used dynamic DNS domains associated with malicious infrastructure.(Citation: RecordedFuture RedEcho 2021) ; SUNBURST uses Disable or ...","[""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--03f288cd-a189-4de9-abd4-6b10bda138a4"", ""relationship::relationship--067b9dbb-a5fc-4d41-9dcb-ee909e0938f7"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--03f288cd-a189-4de9-abd4-6b10bda138a4"", ""relationship::relationship--067b9dbb-a5fc-4d41-9dcb-ee909e0938f7"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc"", ""relationship::relationship--079d22ce-e8c8-473d-8f26-7d36ff0a26ae""]",1191,697,,SolarWinds.afb,,
attack_flow::SolarWinds::0009,attack_flow,SolarWinds,9,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003""]",T1562,T1562.001,,,,,,"[""T1132"", ""T1562"", ""T1558""]",RunningRAT uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [RunningRAT](https://attack.mitre.org/software/S0253) kills antimalware running process.(Citation: McAfee Gold Dragon) ; Rubeus uses Kerberoasting | Target ATT&CK ID: T1558.003 | [Rubeus](https://attack.mitre.org/software/S1071) can use the `KerberosRequestorSecurityToken.GetRequest` method to request kerberoastable service tickets.(Citation: GitHub Rubeus March 2023) ; SUNBURST uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [SUNBURST](https://attack.mitre.org/software/S0559) attempted to disable software security services following checks against a FNV-1a + XOR hashed hardcoded blocklist.(Citation: ...,"[""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--0253908e-87d0-4804-994c-2ab58c3d3111"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--0253908e-87d0-4804-994c-2ab58c3d3111"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc"", ""relationship::relationship--079d22ce-e8c8-473d-8f26-7d36ff0a26ae"", ""relationship::relationship--0841c4b2-c32b-4b85-82c5-dc9cb58f1144""]",1227,696,,SolarWinds.afb,,
attack_flow::SolarWinds::0010,attack_flow,SolarWinds,10,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001""]",T1053,T1053.005,,,,,,"[""T1562"", ""T1558"", ""T1562""]","RunningRAT uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [RunningRAT](https://attack.mitre.org/software/S0253) kills antimalware running process.(Citation: McAfee Gold Dragon) ; SUNBURST uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [SUNBURST](https://attack.mitre.org/software/S0559) attempted to disable software security services following checks against a FNV-1a + XOR hashed hardcoded blocklist.(Citation: FireEye ... ; INC Ransom uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [INC Ransom](https://attack.mitre.org/groups/G1032) can use SystemSettingsAdminFlows.exe, a native Windows utility, to disable Windows Defender.(Citation: Huntress INC ...","[""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc"", ""relationship::relationship--079d22ce-e8c8-473d-8f26-7d36ff0a26ae""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc"", ""relationship::relationship--079d22ce-e8c8-473d-8f26-7d36ff0a26ae"", ""relationship::relationship--0841c4b2-c32b-4b85-82c5-dc9cb58f1144"", ""relationship::relationship--0992eecd-111f-4b22-b016-b74f07c8d817"", ""relationship::relationship--0aa3fda2-fd0b-415b-bada-1441a86caf03""]",1368,698,,SolarWinds.afb,,
attack_flow::SolarWinds::0011,attack_flow,SolarWinds,11,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005""]",T1036,T1036,,,,,,"[""T1558"", ""T1562"", ""T1053""]",GoldMax uses Scheduled Task | Target ATT&CK ID: T1053.005 | [GoldMax](https://attack.mitre.org/software/S0588) has used scheduled tasks to maintain persistence.(Citation: MSTIC NOBELIUM Mar 2021) ; RunningRAT uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [RunningRAT](https://attack.mitre.org/software/S0253) kills antimalware running process.(Citation: McAfee Gold Dragon) ; Rubeus uses Kerberoasting | Target ATT&CK ID: T1558.003 | [Rubeus](https://attack.mitre.org/software/S1071) can use the `KerberosRequestorSecurityToken.GetRequest` method to request kerberoastable service tickets.(Citation: GitHub Rubeus March 2023) ; JSS Loader uses Scheduled Task | Target ATT&CK ID: ...,"[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--0253908e-87d0-4804-994c-2ab58c3d3111"", ""relationship::relationship--0327e5d8-877c-4efe-bedc-9807279d74dc""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--0253908e-87d0-4804-994c-2ab58c3d3111"", ""relationship::relationship--0327e5d8-877c-4efe-bedc-9807279d74dc"", ""relationship::relationship--053d1126-0d8d-4048-be96-d1a395a1fe8c"", ""relationship::relationship--076141ed-10e8-4161-9cca-de1819f9cbdc""]",1345,697,,SolarWinds.afb,,
attack_flow::SolarWinds::0012,attack_flow,SolarWinds,12,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036""]",T1047,T1047,,,,,,"[""T1562"", ""T1053"", ""T1036""]","GoldMax uses Scheduled Task | Target ATT&CK ID: T1053.005 | [GoldMax](https://attack.mitre.org/software/S0588) has used scheduled tasks to maintain persistence.(Citation: MSTIC NOBELIUM Mar 2021) ; Misdat uses Match Legitimate Resource Name or Location | Target ATT&CK ID: T1036.005 | [Misdat](https://attack.mitre.org/software/S0083) saves itself as a file named `msdtc.exe`, which is also the name of the legitimate Microsoft Distributed Transaction ... ; RunningRAT uses Disable or Modify Tools | Target ATT&CK ID: T1562.001 | [RunningRAT](https://attack.mitre.org/software/S0253) kills antimalware running process.(Citation: McAfee Gold Dragon) ; JSS Loader uses Scheduled Task | Target ...","[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--01ab8fee-5204-40c1-ac7a-b11a5683a87d"", ""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--0327e5d8-877c-4efe-bedc-9807279d74dc""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--01ab8fee-5204-40c1-ac7a-b11a5683a87d"", ""relationship::relationship--0220ae6b-0dd1-434c-9bde-68ee2b045a53"", ""relationship::relationship--0327e5d8-877c-4efe-bedc-9807279d74dc"", ""relationship::relationship--03927cb1-f80c-4b86-ac8d-f0963141eaa8"", ""relationship::relationship--0529ea16-1644-455d-a682-27e1f04b8cd1""]",1397,694,,SolarWinds.afb,,
attack_flow::SolarWinds::0013,attack_flow,SolarWinds,13,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047""]",T1070,T1070,,,,,,"[""T1053"", ""T1036"", ""T1047""]",GoldMax uses Scheduled Task | Target ATT&CK ID: T1053.005 | [GoldMax](https://attack.mitre.org/software/S0588) has used scheduled tasks to maintain persistence.(Citation: MSTIC NOBELIUM Mar 2021) ; Sardonic uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Sardonic](https://attack.mitre.org/software/S1085) can use WMI to execute PowerShell commands on a compromised machine.(Citation: Bitdefender Sardonic Aug 2021) ; Meteor uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Meteor](https://attack.mitre.org/software/S0688) can use `wmic.exe` as part of its effort to delete shadow copies.(Citation: Check Point Meteor Aug 2021) ; Misdat uses Match ...,"[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3"", ""relationship::relationship--01ab8fee-5204-40c1-ac7a-b11a5683a87d""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3"", ""relationship::relationship--01ab8fee-5204-40c1-ac7a-b11a5683a87d"", ""relationship::relationship--01eddb48-5116-494c-9d1c-2ace79b28530""]",1188,692,,SolarWinds.afb,,
attack_flow::SolarWinds::0014,attack_flow,SolarWinds,14,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070""]",T1562,T1562.002,,,,,,"[""T1036"", ""T1047"", ""T1070""]",TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; Sardonic uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Sardonic](https://attack.mitre.org/software/S1085) can use WMI to execute PowerShell commands on a compromised machine.(Citation: Bitdefender Sardonic Aug 2021) ; Meteor uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Meteor](https://attack.mitre.org/software/S0688) can use `wmic.exe` as part of its effort to delete shadow copies.(Citation: Check Point Meteor Aug ...,"[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3"", ""relationship::relationship--01ab8fee-5204-40c1-ac7a-b11a5683a87d"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53""]",1404,696,,SolarWinds.afb,,
attack_flow::SolarWinds::0015,attack_flow,SolarWinds,15,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070"",""T1562.002""]",T1082,T1082,,,,,,"[""T1047"", ""T1070"", ""T1562""]",TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; Sardonic uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Sardonic](https://attack.mitre.org/software/S1085) can use WMI to execute PowerShell commands on a compromised machine.(Citation: Bitdefender Sardonic Aug 2021) ; Meteor uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Meteor](https://attack.mitre.org/software/S0688) can use `wmic.exe` as part of its effort to delete shadow copies.(Citation: Check Point Meteor Aug ...,"[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53"", ""relationship::relationship--01eddb48-5116-494c-9d1c-2ace79b28530""]",1404,696,,SolarWinds.afb,,
attack_flow::SolarWinds::0016,attack_flow,SolarWinds,16,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070"",""T1562.002"",""T1082""]",T1005,T1005,,,,,,"[""T1070"", ""T1562"", ""T1082""]",Micropsia uses System Information Discovery | Target ATT&CK ID: T1082 | [Micropsia](https://attack.mitre.org/software/S0339) gathers the hostname and OS version from the victim’s machine.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia ... ; njRAT uses System Information Discovery | Target ATT&CK ID: T1082 | [njRAT](https://attack.mitre.org/software/S0385) enumerates the victim operating system and computer name during the initial infection.(Citation: Fidelis njRAT June 2013) ; TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ...,"[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707"", ""relationship::relationship--01933b06-956c-4f09-9dcc-e7c6b672dc94""]",1243,696,,SolarWinds.afb,,
attack_flow::SolarWinds::0017,attack_flow,SolarWinds,17,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082"",""T1005""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070"",""T1562.002"",""T1082"",""T1005""]",T1567,T1567.002,,,,,,"[""T1562"", ""T1082"", ""T1005""]","Micropsia uses System Information Discovery | Target ATT&CK ID: T1082 | [Micropsia](https://attack.mitre.org/software/S0339) gathers the hostname and OS version from the victim’s machine.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia ... ; njRAT uses System Information Discovery | Target ATT&CK ID: T1082 | [njRAT](https://attack.mitre.org/software/S0385) enumerates the victim operating system and computer name during the initial infection.(Citation: Fidelis njRAT June 2013) ; DarkGate uses System Information Discovery | Target ATT&CK ID: T1082 | [DarkGate](https://attack.mitre.org/software/S1111) will gather various system information such as domain, display adapter ...","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707"", ""relationship::relationship--01933b06-956c-4f09-9dcc-e7c6b672dc94"", ""relationship::relationship--01b542b1-3222-459b-9cdf-b91dcd29c749""]",1230,697,,SolarWinds.afb,,
attack_flow::Sony Malware::0001,attack_flow,Sony Malware,1,"[""T1105""]","[""T1105""]",T1574,T1574.007,,,,,,"[""T1105""]",Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort EvilBunny Dec 2014) ; Pandora uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Pandora](https://attack.mitre.org/software/S0664) can load additional drivers and files onto a victim machine.(Citation: Trend Micro Iron Tiger April 2021) ; ShimRat ...,"[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a"", ""relationship::relationship--01d9bce9-9ae9-4167-b279-0f0ee4e6b263"", ""relationship::relationship--035dca04-cf9e-45ac-a037-f171b06078e6""]",1366,696,,Sony Malware.afb,,
attack_flow::Sony Malware::0002,attack_flow,Sony Malware,2,"[""T1105"",""T1574""]","[""T1105"",""T1574.007""]",T1047,T1047,,,,,,"[""T1105"", ""T1574""]",Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort EvilBunny Dec 2014) ; Pandora uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Pandora](https://attack.mitre.org/software/S0664) can load additional drivers and files onto a victim machine.(Citation: Trend Micro Iron Tiger April 2021) ; ShimRat ...,"[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a"", ""relationship::relationship--01d9bce9-9ae9-4167-b279-0f0ee4e6b263"", ""relationship::relationship--035dca04-cf9e-45ac-a037-f171b06078e6""]",1366,696,,Sony Malware.afb,,
