sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,flow,source_action,target_action
Equifax Breach::2,attack_flow,Equifax Breach,1,"[""T1505""]","[""T1505.003""]",T1589,T1589.001,Equifax Breach,21be9f13-3c4b-4c97-b532-326568e19550,d9d6e1e2-dc1e-404f-a4fd-a1fac90c0a86
Equifax Breach::3,attack_flow,Equifax Breach,1,"[""T1048""]","[""T1048.002""]",T1090,T1090.003,Equifax Breach,23fade7d-fc7b-42d6-b962-fd13f8d67e88,e0206671-984d-49d1-bd1a-12e10966395f
Equifax Breach::4,attack_flow,Equifax Breach,1,"[""T1573""]","[""T1573""]",T1140,T1140,Equifax Breach,6641e2c7-8ea1-443f-a29d-89e544be5eb9,20aa5b9f-3477-4e0a-a5d0-93b6c199be69
Equifax Breach::5,attack_flow,Equifax Breach,1,"[""T1573""]","[""T1573""]",T1560,T1560,Equifax Breach,6641e2c7-8ea1-443f-a29d-89e544be5eb9,bd230072-e0f0-4478-a209-7d7aded898f2
Equifax Breach::6,attack_flow,Equifax Breach,1,"[""T1595""]","[""T1595.002""]",T1190,T1190,Equifax Breach,6f347c34-9d8a-48f1-889e-23752c87197b,ed1d3b65-7d96-4fb0-88c4-c2cd30623b03
Equifax Breach::7,attack_flow,Equifax Breach,1,"[""T1590""]","[""T1590""]",T1573,T1573,Equifax Breach,98563102-bd12-43d2-829c-e6591931f1fb,6641e2c7-8ea1-443f-a29d-89e544be5eb9
Equifax Breach::8,attack_flow,Equifax Breach,1,"[""T1560""]","[""T1560""]",T1048,T1048.002,Equifax Breach,bd230072-e0f0-4478-a209-7d7aded898f2,23fade7d-fc7b-42d6-b962-fd13f8d67e88
Equifax Breach::9,attack_flow,Equifax Breach,1,"[""T1589""]","[""T1589.001""]",T1573,T1573,Equifax Breach,d9d6e1e2-dc1e-404f-a4fd-a1fac90c0a86,6641e2c7-8ea1-443f-a29d-89e544be5eb9
Equifax Breach::10,attack_flow,Equifax Breach,1,"[""T1090""]","[""T1090.003""]",T1070,T1070.001,Equifax Breach,e0206671-984d-49d1-bd1a-12e10966395f,61cfb4a1-6468-4095-bd42-c9e0476a9e00
Equifax Breach::11,attack_flow,Equifax Breach,1,"[""T1090""]","[""T1090.003""]",T1070,T1070.004,Equifax Breach,e0206671-984d-49d1-bd1a-12e10966395f,f4e8ee77-2e14-450d-92d4-d7a1b6595c16
Equifax Breach::12,attack_flow,Equifax Breach,1,"[""T1190""]","[""T1190""]",T1505,T1505.003,Equifax Breach,ed1d3b65-7d96-4fb0-88c4-c2cd30623b03,21be9f13-3c4b-4c97-b532-326568e19550
FIN13 Case 1::0,attack_flow,FIN13 Case 1,1,"[""T1558""]","[""T1558.003""]",T1078,T1078,FIN13 Case 1,01813f00-c84d-4bd2-8276-736722e0e3f8,ae89eafb-e337-431f-af43-50f8d6897d0c
FIN13 Case 1::1,attack_flow,FIN13 Case 1,1,"[""T1595""]","[""T1595""]",T1190,T1190,FIN13 Case 1,05411f8d-39a0-45a2-824f-230d9c9b2fd5,1f6da219-83ad-4f6a-ba67-5b5e873abb9f
FIN13 Case 1::2,attack_flow,FIN13 Case 1,1,"[""T1570""]","[""T1570""]",T1595,T1595.001,FIN13 Case 1,0574f20a-0604-4681-9245-a53fc4491e52,ea65ce07-b01f-448c-ad0f-1e75f48fe802
FIN13 Case 1::3,attack_flow,FIN13 Case 1,1,"[""T1595""]","[""T1595.002""]",T1595,T1595,FIN13 Case 1,06617ed8-35b6-42e2-9f14-99e97f57b78f,05411f8d-39a0-45a2-824f-230d9c9b2fd5
FIN13 Case 1::4,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1046,T1046,FIN13 Case 1,0b518f13-5622-4f1f-8f5c-a8a7ddb069aa,338654f7-6429-4f19-9cab-23970b2db208
FIN13 Case 1::5,attack_flow,FIN13 Case 1,1,"[""T1059""]","[""T1059.001""]",T1505,T1505.003,FIN13 Case 1,0fa237a6-3703-4c7c-a03d-eb9ba25c3ca0,feef2c34-c57b-481c-9f1b-358c5cfb3ccf
FIN13 Case 1::6,attack_flow,FIN13 Case 1,1,"[""T1021""]","[""T1021.004""]",T1005,T1005,FIN13 Case 1,144109da-1040-4cba-ae66-ff8a2832dd75,445159ff-e8fc-42e6-9c4f-6972b015da70
FIN13 Case 1::7,attack_flow,FIN13 Case 1,1,"[""T1533""]","[""T1533""]",T1021,T1021.001,FIN13 Case 1,14f1573e-dea1-49ff-94a0-65c662c0a9ac,d3cb375e-3c91-48aa-b3ec-1af4e3af0ec3
FIN13 Case 1::8,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1595,T1595.001,FIN13 Case 1,1972489e-527b-42d1-946b-1712ca9d88d7,8ae9cc92-e769-44d4-a4c0-00081223f860
FIN13 Case 1::9,attack_flow,FIN13 Case 1,1,"[""T1190""]","[""T1190""]",T1505,T1505.003,FIN13 Case 1,1f6da219-83ad-4f6a-ba67-5b5e873abb9f,0b518f13-5622-4f1f-8f5c-a8a7ddb069aa
FIN13 Case 1::10,attack_flow,FIN13 Case 1,1,"[""T1570""]","[""T1570""]",T1570,T1570,FIN13 Case 1,273407ed-343c-4dce-849e-68a96326f8fb,e1ce720a-a99e-4714-ae35-b9f259c515a4
FIN13 Case 1::11,attack_flow,FIN13 Case 1,1,"[""T1555""]","[""T1555""]",T1595,T1595.001,FIN13 Case 1,2d834b49-b19d-447b-bd77-03a5d0cd76ba,8ae9cc92-e769-44d4-a4c0-00081223f860
FIN13 Case 1::12,attack_flow,FIN13 Case 1,1,"[""T1033""]","[""T1033""]",T1595,T1595.001,FIN13 Case 1,2f73644e-77f1-41af-9f14-0a501043c05c,8ae9cc92-e769-44d4-a4c0-00081223f860
FIN13 Case 1::13,attack_flow,FIN13 Case 1,1,"[""T1046""]","[""T1046""]",T1105,T1105,FIN13 Case 1,338654f7-6429-4f19-9cab-23970b2db208,aac1df04-b869-4d4c-8a6a-4c8c46bf46dd
FIN13 Case 1::14,attack_flow,FIN13 Case 1,1,"[""T1070""]","[""T1070""]",T1570,T1570,FIN13 Case 1,3aa3633a-0dce-4f87-8b81-a1c810797686,3c484f24-0328-4750-8a71-758e69718297
FIN13 Case 1::15,attack_flow,FIN13 Case 1,1,"[""T1570""]","[""T1570""]",T1558,T1558.003,FIN13 Case 1,3c484f24-0328-4750-8a71-758e69718297,01813f00-c84d-4bd2-8276-736722e0e3f8
FIN13 Case 1::16,attack_flow,FIN13 Case 1,1,"[""T1222""]","[""T1222""]",T1595,T1595.001,FIN13 Case 1,42cb83aa-7377-443a-b387-49ce9c6ef2da,8ae9cc92-e769-44d4-a4c0-00081223f860
FIN13 Case 1::17,attack_flow,FIN13 Case 1,1,"[""T1005""]","[""T1005""]",T1040,T1040,FIN13 Case 1,445159ff-e8fc-42e6-9c4f-6972b015da70,94b2422d-0950-424f-9350-a12d3d732922
FIN13 Case 1::18,attack_flow,FIN13 Case 1,1,"[""T1003""]","[""T1003""]",T1021,T1021.004,FIN13 Case 1,516a162a-e8c3-437e-bcf8-f5045840a9c9,144109da-1040-4cba-ae66-ff8a2832dd75
FIN13 Case 1::20,attack_flow,FIN13 Case 1,1,"[""T1595""]","[""T1595""]",T1570,T1570,FIN13 Case 1,6e420205-86d5-457c-9952-0eb1d4d0c29b,5f223e58-a5d8-406e-8ad9-72a80b0abc38
FIN13 Case 1::21,attack_flow,FIN13 Case 1,1,"[""T1595""]","[""T1595.001""]",T1570,T1570,FIN13 Case 1,8ae9cc92-e769-44d4-a4c0-00081223f860,273407ed-343c-4dce-849e-68a96326f8fb
FIN13 Case 1::22,attack_flow,FIN13 Case 1,1,"[""T1070""]","[""T1070.002""]",T1595,T1595.001,FIN13 Case 1,93abb92f-ecd8-4308-9f4e-84d84f7002c7,8ae9cc92-e769-44d4-a4c0-00081223f860
FIN13 Case 1::23,attack_flow,FIN13 Case 1,1,"[""T1040""]","[""T1040""]",T1070,T1070,FIN13 Case 1,94b2422d-0950-424f-9350-a12d3d732922,3aa3633a-0dce-4f87-8b81-a1c810797686
FIN13 Case 1::24,attack_flow,FIN13 Case 1,1,"[""T1110""]","[""T1110""]",T1590,T1590,FIN13 Case 1,9657b790-d5a8-4253-9932-b358f8d6c992,e5b25470-9b73-4a90-abad-efaf56a241a7
FIN13 Case 1::25,attack_flow,FIN13 Case 1,1,"[""T1105""]","[""T1105""]",T1505,T1505.003,FIN13 Case 1,aac1df04-b869-4d4c-8a6a-4c8c46bf46dd,f57144a5-23e3-4141-a14f-0054f1f3baa2
FIN13 Case 1::26,attack_flow,FIN13 Case 1,1,"[""T1078""]","[""T1078""]",T1059,T1059.001,FIN13 Case 1,ae89eafb-e337-431f-af43-50f8d6897d0c,0fa237a6-3703-4c7c-a03d-eb9ba25c3ca0
FIN13 Case 1::27,attack_flow,FIN13 Case 1,1,"[""T1210""]","[""T1210""]",T1003,T1003,FIN13 Case 1,bcd31619-522d-40c4-a0f0-ecff1fc40188,516a162a-e8c3-437e-bcf8-f5045840a9c9
FIN13 Case 1::28,attack_flow,FIN13 Case 1,1,"[""T1021""]","[""T1021.001""]",T1111,T1111,FIN13 Case 1,d3cb375e-3c91-48aa-b3ec-1af4e3af0ec3,d8c00dfb-334f-44b5-9363-6c378ac48ce5
FIN13 Case 1::29,attack_flow,FIN13 Case 1,1,"[""T1111""]","[""T1111""]",T1078,T1078,FIN13 Case 1,d8c00dfb-334f-44b5-9363-6c378ac48ce5,97790d66-c67b-416c-8072-a3942d5c0b44
FIN13 Case 1::30,attack_flow,FIN13 Case 1,1,"[""T1570""]","[""T1570""]",T1210,T1210,FIN13 Case 1,e1ce720a-a99e-4714-ae35-b9f259c515a4,bcd31619-522d-40c4-a0f0-ecff1fc40188
FIN13 Case 1::31,attack_flow,FIN13 Case 1,1,"[""T1590""]","[""T1590""]",T1595,T1595,FIN13 Case 1,e5b25470-9b73-4a90-abad-efaf56a241a7,6e420205-86d5-457c-9952-0eb1d4d0c29b
FIN13 Case 1::32,attack_flow,FIN13 Case 1,1,"[""T1595""]","[""T1595.001""]",T1110,T1110,FIN13 Case 1,ea65ce07-b01f-448c-ad0f-1e75f48fe802,9657b790-d5a8-4253-9932-b358f8d6c992
FIN13 Case 1::33,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1505,T1505.003,FIN13 Case 1,f57144a5-23e3-4141-a14f-0054f1f3baa2,1972489e-527b-42d1-946b-1712ca9d88d7
FIN13 Case 1::34,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1555,T1555,FIN13 Case 1,f57144a5-23e3-4141-a14f-0054f1f3baa2,2d834b49-b19d-447b-bd77-03a5d0cd76ba
FIN13 Case 1::35,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1033,T1033,FIN13 Case 1,f57144a5-23e3-4141-a14f-0054f1f3baa2,2f73644e-77f1-41af-9f14-0a501043c05c
FIN13 Case 1::36,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1222,T1222,FIN13 Case 1,f57144a5-23e3-4141-a14f-0054f1f3baa2,42cb83aa-7377-443a-b387-49ce9c6ef2da
FIN13 Case 1::37,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1070,T1070.002,FIN13 Case 1,f57144a5-23e3-4141-a14f-0054f1f3baa2,93abb92f-ecd8-4308-9f4e-84d84f7002c7
FIN13 Case 1::38,attack_flow,FIN13 Case 1,1,"[""T1505""]","[""T1505.003""]",T1570,T1570,FIN13 Case 1,feef2c34-c57b-481c-9f1b-358c5cfb3ccf,0574f20a-0604-4681-9245-a53fc4491e52
FIN13 Case 2::0,attack_flow,FIN13 Case 2,1,"[""T1595""]","[""T1595""]",T1003,T1003.001,FIN13 Case 2,47fdc13f-2f34-4b53-8cf5-82646d3f12c7,f5ca2849-e569-49ac-917c-5b33e1c077d7
FIN13 Case 2::1,attack_flow,FIN13 Case 2,1,"[""T1003""]","[""T1003.001""]",T1595,T1595,FIN13 Case 2,482cf545-fe5c-4a0b-b56d-bcf5aa522006,47fdc13f-2f34-4b53-8cf5-82646d3f12c7
FIN13 Case 2::2,attack_flow,FIN13 Case 2,1,"[""T1078""]","[""T1078""]",T1111,T1111,FIN13 Case 2,4d2a4ed1-fb36-4bfc-8163-0a92e8f64fb9,dc98744f-0b1b-46ab-9be5-68de533ee32c
FIN13 Case 2::3,attack_flow,FIN13 Case 2,1,"[""T1505""]","[""T1505.003""]",T1078,T1078,FIN13 Case 2,5f327121-40b8-4cee-b35c-4ef4d1115919,4d2a4ed1-fb36-4bfc-8163-0a92e8f64fb9
FIN13 Case 2::4,attack_flow,FIN13 Case 2,1,"[""T1105""]","[""T1105""]",T1505,T1505.003,FIN13 Case 2,6a89f34f-6ad9-492f-801a-d67148b37c18,fcd49b6d-5dde-4cdd-b73a-a3b5031a6942
FIN13 Case 2::5,attack_flow,FIN13 Case 2,1,"[""T1203""]","[""T1203""]",T1003,T1003.001,FIN13 Case 2,6c480520-1fa3-436d-832f-fecd8de08f62,482cf545-fe5c-4a0b-b56d-bcf5aa522006
FIN13 Case 2::6,attack_flow,FIN13 Case 2,1,"[""T1083""]","[""T1083""]",T1595,T1595.002,FIN13 Case 2,727d3aed-67d6-4886-a45b-e78b924778bc,b595110b-25ff-4a38-b17f-e23a033c044c
FIN13 Case 2::7,attack_flow,FIN13 Case 2,1,"[""T1190""]","[""T1190""]",T1105,T1105,FIN13 Case 2,81e5c5eb-d20d-46e2-8755-d196dce3cf55,6a89f34f-6ad9-492f-801a-d67148b37c18
FIN13 Case 2::8,attack_flow,FIN13 Case 2,1,"[""T1078""]","[""T1078""]",T1005,T1005,FIN13 Case 2,a6fcee5f-d0e7-4669-8513-e0c4e3ecc058,b36be7d2-2b70-44eb-abbe-9b2dd668bdad
FIN13 Case 2::9,attack_flow,FIN13 Case 2,1,"[""T1005""]","[""T1005""]",T1083,T1083,FIN13 Case 2,b36be7d2-2b70-44eb-abbe-9b2dd668bdad,727d3aed-67d6-4886-a45b-e78b924778bc
FIN13 Case 2::10,attack_flow,FIN13 Case 2,1,"[""T1005""]","[""T1005""]",T1021,T1021,FIN13 Case 2,b36be7d2-2b70-44eb-abbe-9b2dd668bdad,f23801cb-d434-4e33-a02b-aeccbe51329f
FIN13 Case 2::11,attack_flow,FIN13 Case 2,1,"[""T1595""]","[""T1595.002""]",T1505,T1505.003,FIN13 Case 2,b595110b-25ff-4a38-b17f-e23a033c044c,5f327121-40b8-4cee-b35c-4ef4d1115919
FIN13 Case 2::12,attack_flow,FIN13 Case 2,1,"[""T1111""]","[""T1111""]",T1041,T1041,FIN13 Case 2,dc98744f-0b1b-46ab-9be5-68de533ee32c,08bd0251-2db7-4ea0-854d-7a320c98ae6a
FIN13 Case 2::13,attack_flow,FIN13 Case 2,1,"[""T1021""]","[""T1021""]",T1595,T1595.002,FIN13 Case 2,f23801cb-d434-4e33-a02b-aeccbe51329f,b595110b-25ff-4a38-b17f-e23a033c044c
FIN13 Case 2::14,attack_flow,FIN13 Case 2,1,"[""T1003""]","[""T1003.001""]",T1078,T1078,FIN13 Case 2,f5ca2849-e569-49ac-917c-5b33e1c077d7,a6fcee5f-d0e7-4669-8513-e0c4e3ecc058
FIN13 Case 2::15,attack_flow,FIN13 Case 2,1,"[""T1505""]","[""T1505.003""]",T1203,T1203,FIN13 Case 2,fcd49b6d-5dde-4cdd-b73a-a3b5031a6942,6c480520-1fa3-436d-832f-fecd8de08f62
Gootloader::0,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1555,T1555,Gootloader,11de041a-0431-46dd-be9c-94b7bbc80f49,3766b6f9-bfd9-4553-8dc8-af1235b4a375
Gootloader::1,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1562,T1562.001,Gootloader,11de041a-0431-46dd-be9c-94b7bbc80f49,b6ad86e3-05a1-429c-9bef-b586f4661752
Gootloader::2,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1059,T1059.001,Gootloader,11de041a-0431-46dd-be9c-94b7bbc80f49,bb12a865-13bc-49b6-b377-c05be7f5d3dd
Gootloader::3,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.006""]",T1021,T1021.001,Gootloader,18dc9f3a-7634-42ac-9bdc-9663d4b00727,5142db39-7197-481b-8815-732e39006d77
Gootloader::4,attack_flow,Gootloader,1,"[""T1112""]","[""T1112""]",T1059,T1059.001,Gootloader,1aa73c1d-cb93-4a7b-9da9-e4eb45d7b8e8,dc97c560-1be2-4a23-96e1-86ae94342358
Gootloader::5,attack_flow,Gootloader,1,"[""T1204""]","[""T1204.002""]",T1059,T1059.007,Gootloader,1cfc90fc-4363-48e3-ae47-c2cb9ea6fb60,89b4e412-c715-4a2f-b04f-1024d7c3b9c6
Gootloader::6,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.001""]",T1562,T1562.001,Gootloader,219e8a53-054f-49d7-ba94-b0c63083d21e,dda7f652-9e4c-4785-b0e0-25ac92cf7e0a
Gootloader::7,attack_flow,Gootloader,1,"[""T1047""]","[""T1047""]",T1518,T1518.001,Gootloader,27af526a-99d9-4803-9b2e-f586ac27dcfb,87d5b719-5732-4b5a-9472-26fc6c8730ab
Gootloader::8,attack_flow,Gootloader,1,"[""T1053""]","[""T1053.005""]",T1218,T1218.011,Gootloader,29237ebb-4255-4531-8a2a-91c9418a9ac6,e8bf52fd-c737-4489-9c7b-018472ed744e
Gootloader::9,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.006""]",T1039,T1039,Gootloader,2e0949bc-505a-47f2-94b4-2b98bc1756a8,fb419879-57a9-4e9a-bb0f-ae375b316a05
Gootloader::10,attack_flow,Gootloader,1,"[""T1482""]","[""T1482""]",T1059,T1059.001,Gootloader,2f8ce138-c255-4a43-aad4-eff29ef7968e,219e8a53-054f-49d7-ba94-b0c63083d21e
Gootloader::11,attack_flow,Gootloader,1,"[""T1584""]","[""T1584""]",T1189,T1189,Gootloader,35f13ec8-9c18-40b4-b76a-0c313a99f525,b8cd023a-4f26-43cc-ac71-38f90533cf2d
Gootloader::12,attack_flow,Gootloader,1,"[""T1555""]","[""T1555""]",T1021,T1021.001,Gootloader,3766b6f9-bfd9-4553-8dc8-af1235b4a375,a795f05e-bf22-4af4-ab28-b0ad647d9bfb
Gootloader::13,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1562,T1562.001,Gootloader,5142db39-7197-481b-8815-732e39006d77,d28510ff-ed32-4ff2-be70-133133094f0f
Gootloader::14,attack_flow,Gootloader,1,"[""T1615""]","[""T1615""]",T1059,T1059.001,Gootloader,5241139e-43c4-4d7c-9dbc-354e9fabf988,219e8a53-054f-49d7-ba94-b0c63083d21e
Gootloader::15,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.001""]",T1039,T1039,Gootloader,5bced297-0612-40f0-8a91-7d05bd05c283,fb419879-57a9-4e9a-bb0f-ae375b316a05
Gootloader::16,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.006""]",T1021,T1021.001,Gootloader,64563afb-79af-405b-a335-7d296ea271b7,11de041a-0431-46dd-be9c-94b7bbc80f49
Gootloader::17,attack_flow,Gootloader,1,"[""T1039""]","[""T1039""]",T1021,T1021.001,Gootloader,7326e71a-4664-4842-9800-f0088335b16e,22c3d3a1-894f-4785-8658-a66987ecb789
Gootloader::18,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.002""]",T1021,T1021.006,Gootloader,82d244af-b5a4-44dc-93a1-704f401e0a3d,64563afb-79af-405b-a335-7d296ea271b7
Gootloader::19,attack_flow,Gootloader,1,"[""T1087""]","[""T1087""]",T1059,T1059.001,Gootloader,8702e9e7-8f4d-40b2-9898-29c92efed749,219e8a53-054f-49d7-ba94-b0c63083d21e
Gootloader::20,attack_flow,Gootloader,1,"[""T1518""]","[""T1518.001""]",T1059,T1059.001,Gootloader,87d5b719-5732-4b5a-9472-26fc6c8730ab,da40e44b-a8d5-42e2-aa73-4be50cbc33a5
Gootloader::21,attack_flow,Gootloader,1,"[""T1059""]","[""T1059""]",T1047,T1047,Gootloader,87e0d495-959e-47dc-bb2d-3e7e02d281d6,27af526a-99d9-4803-9b2e-f586ac27dcfb
Gootloader::22,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.007""]",T1112,T1112,Gootloader,89b4e412-c715-4a2f-b04f-1024d7c3b9c6,1aa73c1d-cb93-4a7b-9da9-e4eb45d7b8e8
Gootloader::23,attack_flow,Gootloader,1,"[""T1046""]","[""T1046""]",T1039,T1039,Gootloader,a5f7f950-d331-4574-9762-7789b4869bd3,7326e71a-4664-4842-9800-f0088335b16e
Gootloader::24,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1021,T1021.006,Gootloader,a795f05e-bf22-4af4-ab28-b0ad647d9bfb,2e0949bc-505a-47f2-94b4-2b98bc1756a8
Gootloader::25,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1059,T1059.001,Gootloader,a795f05e-bf22-4af4-ab28-b0ad647d9bfb,5bced297-0612-40f0-8a91-7d05bd05c283
Gootloader::26,attack_flow,Gootloader,1,"[""T1021""]","[""T1021.001""]",T1562,T1562.001,Gootloader,a795f05e-bf22-4af4-ab28-b0ad647d9bfb,b8382f9f-a15d-411c-b62d-b2f4b4db2dc4
Gootloader::27,attack_flow,Gootloader,1,"[""T1562""]","[""T1562.001""]",T1021,T1021.001,Gootloader,b6ad86e3-05a1-429c-9bef-b586f4661752,a795f05e-bf22-4af4-ab28-b0ad647d9bfb
Gootloader::28,attack_flow,Gootloader,1,"[""T1562""]","[""T1562.001""]",T1039,T1039,Gootloader,b8382f9f-a15d-411c-b62d-b2f4b4db2dc4,fb419879-57a9-4e9a-bb0f-ae375b316a05
Gootloader::29,attack_flow,Gootloader,1,"[""T1189""]","[""T1189""]",T1204,T1204.002,Gootloader,b8cd023a-4f26-43cc-ac71-38f90533cf2d,1cfc90fc-4363-48e3-ae47-c2cb9ea6fb60
Gootloader::30,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.001""]",T1021,T1021.001,Gootloader,bb12a865-13bc-49b6-b377-c05be7f5d3dd,a795f05e-bf22-4af4-ab28-b0ad647d9bfb
Gootloader::31,attack_flow,Gootloader,1,"[""T1562""]","[""T1562.001""]",T1021,T1021.002,Gootloader,d28510ff-ed32-4ff2-be70-133133094f0f,82d244af-b5a4-44dc-93a1-704f401e0a3d
Gootloader::32,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.001""]",T1555,T1555,Gootloader,d3720beb-e659-4c5a-919d-f413794bfd40,fa506eae-7768-45fb-ad44-6a937b8a7064
Gootloader::33,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.001""]",T1059,T1059.001,Gootloader,da40e44b-a8d5-42e2-aa73-4be50cbc33a5,d3720beb-e659-4c5a-919d-f413794bfd40
Gootloader::34,attack_flow,Gootloader,1,"[""T1059""]","[""T1059.001""]",T1053,T1053.005,Gootloader,dc97c560-1be2-4a23-96e1-86ae94342358,29237ebb-4255-4531-8a2a-91c9418a9ac6
Gootloader::35,attack_flow,Gootloader,1,"[""T1562""]","[""T1562.001""]",T1059,T1059,Gootloader,dda7f652-9e4c-4785-b0e0-25ac92cf7e0a,87e0d495-959e-47dc-bb2d-3e7e02d281d6
Gootloader::36,attack_flow,Gootloader,1,"[""T1218""]","[""T1218.011""]",T1482,T1482,Gootloader,e8bf52fd-c737-4489-9c7b-018472ed744e,2f8ce138-c255-4a43-aad4-eff29ef7968e
Gootloader::37,attack_flow,Gootloader,1,"[""T1218""]","[""T1218.011""]",T1615,T1615,Gootloader,e8bf52fd-c737-4489-9c7b-018472ed744e,5241139e-43c4-4d7c-9dbc-354e9fabf988
Gootloader::38,attack_flow,Gootloader,1,"[""T1218""]","[""T1218.011""]",T1087,T1087,Gootloader,e8bf52fd-c737-4489-9c7b-018472ed744e,8702e9e7-8f4d-40b2-9898-29c92efed749
Gootloader::39,attack_flow,Gootloader,1,"[""T1555""]","[""T1555""]",T1021,T1021.006,Gootloader,fa506eae-7768-45fb-ad44-6a937b8a7064,18dc9f3a-7634-42ac-9bdc-9663d4b00727
Gootloader::40,attack_flow,Gootloader,1,"[""T1039""]","[""T1039""]",T1046,T1046,Gootloader,fb419879-57a9-4e9a-bb0f-ae375b316a05,a5f7f950-d331-4574-9762-7789b4869bd3
Hancitor DLL::0,attack_flow,Hancitor DLL,1,"[""T1566""]","[""T1566.002""]",T1204,T1204.002,Hancitor DLL,0fc122a5-7f3b-4a0d-81b4-f841e1d01e1c,1d851bc1-c568-463d-8e5e-270e997a65bd
Hancitor DLL::1,attack_flow,Hancitor DLL,1,"[""T1027""]","[""T1027.004""]",T1105,T1105,Hancitor DLL,15d89326-a900-4881-9811-5881bd05fb1d,ba5d97f4-f1d8-4a42-8634-a43483c57389
Hancitor DLL::2,attack_flow,Hancitor DLL,1,"[""T1016""]","[""T1016.001""]",T1105,T1105,Hancitor DLL,1720c263-4ec3-4c13-b637-10336d59fcea,d53ce876-ead2-4d68-a864-e340bdc1aa31
Hancitor DLL::3,attack_flow,Hancitor DLL,1,"[""T1204""]","[""T1204.002""]",T1059,T1059.005,Hancitor DLL,1d851bc1-c568-463d-8e5e-270e997a65bd,7f226db5-d7a2-4af5-aa98-b2bc3bac699a
Hancitor DLL::4,attack_flow,Hancitor DLL,1,"[""T1055""]","[""T1055""]",T1016,T1016.001,Hancitor DLL,264c553e-266e-4143-983b-35bee0e23a63,1720c263-4ec3-4c13-b637-10336d59fcea
Hancitor DLL::5,attack_flow,Hancitor DLL,1,"[""T1055""]","[""T1055""]",T1046,T1046,Hancitor DLL,264c553e-266e-4143-983b-35bee0e23a63,625c956c-e084-488f-a592-fdee309b883a
Hancitor DLL::6,attack_flow,Hancitor DLL,1,"[""T1055""]","[""T1055""]",T1087,T1087.001,Hancitor DLL,264c553e-266e-4143-983b-35bee0e23a63,f6ff7411-18b2-412f-ae4b-c72f8b6def69
Hancitor DLL::7,attack_flow,Hancitor DLL,1,"[""T1550""]","[""T1550.002""]",T1105,T1105,Hancitor DLL,42530d17-73ed-4f57-86f4-de1b3f85eae1,75aac24f-ecf5-4981-9349-2e1d9c9eb38a
Hancitor DLL::8,attack_flow,Hancitor DLL,1,"[""T1212""]","[""T1212""]",T1550,T1550.002,Hancitor DLL,5c8d3aac-79ac-4ef8-81dd-7046b5355e9c,42530d17-73ed-4f57-86f4-de1b3f85eae1
Hancitor DLL::9,attack_flow,Hancitor DLL,1,"[""T1105""]","[""T1105""]",T1055,T1055,Hancitor DLL,5d55cc3d-c059-4937-a4c6-c1b5a48c3fc1,264c553e-266e-4143-983b-35bee0e23a63
Hancitor DLL::10,attack_flow,Hancitor DLL,1,"[""T1497""]","[""T1497""]",T1218,T1218.011,Hancitor DLL,615f4282-5407-44e4-b0e1-b68198baadd3,6c4ed453-8eec-4b2b-9ff0-5b45edb1a804
Hancitor DLL::11,attack_flow,Hancitor DLL,1,"[""T1046""]","[""T1046""]",T1105,T1105,Hancitor DLL,625c956c-e084-488f-a592-fdee309b883a,d53ce876-ead2-4d68-a864-e340bdc1aa31
Hancitor DLL::12,attack_flow,Hancitor DLL,1,"[""T1218""]","[""T1218.011""]",T1027,T1027,Hancitor DLL,6c4ed453-8eec-4b2b-9ff0-5b45edb1a804,8c95b74c-07b8-4277-989f-ff499ff32ae4
Hancitor DLL::13,attack_flow,Hancitor DLL,1,"[""T1105""]","[""T1105""]",T1027,T1027.004,Hancitor DLL,75818fd9-2ca6-43b1-9dd7-08be16fec19c,15d89326-a900-4881-9811-5881bd05fb1d
