sample_id,source_audit_only,campaign_id_audit_only,prefix_len,observed_events,target_steps_excluded,source_literal_redactions,campaign_literal_redactions,request_payload_sha256,network_status
attack_flow::OceanLotus::0016,attack_flow,OceanLotus,16,16,3,0,10,cc658f45faa85facf60c7da5181d0af747c78fc3c813dd763316d9cc13f3ce0e,NOT_SENT
attack_flow::OceanLotus::0017,attack_flow,OceanLotus,17,17,3,0,11,b59703338c6694a97ecf767b987a9e44ca87e1348a333faa074a7632b441ae32,NOT_SENT
attack_flow::OceanLotus::0018,attack_flow,OceanLotus,18,18,3,0,11,62aa6857ddd233bb1513b580d351c1dabd72383a8b7ebe9d80641e1e1ba2efaf,NOT_SENT
attack_flow::OceanLotus::0019,attack_flow,OceanLotus,19,19,2,0,11,cd94a149996dfd177176dcc946f10157185c1ee0d761aa12fd7ef35eaa484e86,NOT_SENT
attack_flow::OceanLotus::0020,attack_flow,OceanLotus,20,20,1,0,11,4717fe2289786ca67e187195c082071dd8caa2d307c41e2af4e7c28185f54316,NOT_SENT
attack_flow::REvil::0001,attack_flow,REvil,1,1,3,0,1,e566c4f7f624c431123c368a3b4fa6d99a66e4ef688879c37cbbf79c2158c5df,NOT_SENT
attack_flow::REvil::0002,attack_flow,REvil,2,2,3,0,1,7542ef162f37bf8459c04e8935736faf8f27d5c04c04f4bab5edb130326410d3,NOT_SENT
attack_flow::REvil::0003,attack_flow,REvil,3,3,3,0,2,adc9246db7729fe7b669486ef2f4b7d380b01fbc32628694caaf0f00729c39e7,NOT_SENT
attack_flow::REvil::0004,attack_flow,REvil,4,4,3,0,2,1b33d9d0bc8f196223a11a96985eee645352afa821725718fbbd179297b94053,NOT_SENT
attack_flow::REvil::0005,attack_flow,REvil,5,5,3,0,2,239b1c4661a571fa5112a2331fffaf31445a568d906d9291baa3c24c0dfb0610,NOT_SENT
attack_flow::REvil::0006,attack_flow,REvil,6,6,3,0,3,28b3a60eafb0c5193b31fb92419c01152e5da5e21c7a21b283cd856fb7562b6b,NOT_SENT
attack_flow::REvil::0007,attack_flow,REvil,7,7,3,0,3,036acd29db1cd52bcd077ad7a7680a7e129fa149333ccc35a4e8a388ba238300,NOT_SENT
attack_flow::REvil::0008,attack_flow,REvil,8,8,3,0,4,3c6c78b6d404baa980b3e0597104e4e02955adac1fd88ccd57ab880c00df5d39,NOT_SENT
attack_flow::REvil::0009,attack_flow,REvil,9,9,3,0,5,3c6bfdbac9dee5a1b7e27b5dc952a1d106a7b4bd10ea27bdcab1bd3bb6a3e8fc,NOT_SENT
attack_flow::REvil::0010,attack_flow,REvil,10,10,3,0,6,a62d9a11ff3eab3580f522d52026d9182f6b3d655973520ca2155be205e54c06,NOT_SENT
attack_flow::REvil::0011,attack_flow,REvil,11,11,3,0,7,e2ca913d15de382f1b6cb19f628211a66bf29b5bad6c510618531703ec93238c,NOT_SENT
attack_flow::REvil::0012,attack_flow,REvil,12,12,3,0,7,fde1030fd3cd7d9299a4fc9212da005fe882945bd219b25758c939277a7c6f1f,NOT_SENT
attack_flow::REvil::0013,attack_flow,REvil,13,13,3,0,8,a020575e2198a374f65d19b5f6df316f7c01c8efdb7d2486405b412bc7db377b,NOT_SENT
attack_flow::REvil::0014,attack_flow,REvil,14,14,3,0,9,a2a53a56caf6a578d3a9270138491ebb88612373cfc1ffca07c0d5590213f73d,NOT_SENT
attack_flow::REvil::0015,attack_flow,REvil,15,15,3,0,10,3aa630c9ebda576a7151af5d4152c633bd05fd33e69b581f0291c7a3e77d1588,NOT_SENT
attack_flow::REvil::0016,attack_flow,REvil,16,16,3,0,11,2b48b4aec27126289f414ecbac181a3f52d269843a8d7c8f2b98c31fe288fc63,NOT_SENT
attack_flow::REvil::0017,attack_flow,REvil,17,17,2,0,12,36bcea42deee3410b8d0c37b2ea226e48d09e92f1a733d25bb7246264712d603,NOT_SENT
attack_flow::REvil::0018,attack_flow,REvil,18,18,1,0,12,48d675842537ff6c657289eacf830cc3399e3164eb9d3f4bb1ac1ee881c3349a,NOT_SENT
attack_flow::Ragnar Locker::0001,attack_flow,Ragnar Locker,1,1,3,0,0,7cd245a8b9080302ce4bbc1b15c2570819dc40a920e9cf8c6345bc2d60f20398,NOT_SENT
attack_flow::Ragnar Locker::0002,attack_flow,Ragnar Locker,2,2,3,0,0,a16fd6ab88a6f5a13c2ebeeb099abe008911c145d3fa1daa39500f019088d578,NOT_SENT
attack_flow::Ragnar Locker::0003,attack_flow,Ragnar Locker,3,3,3,0,0,c5c5af0e2bd9efce6d375f5248a54e1944177505510da6b09256e161a7902729,NOT_SENT
attack_flow::Ragnar Locker::0004,attack_flow,Ragnar Locker,4,4,3,0,0,588958174e3f181fa4bd050a2461f6b62d96dab28675698900171a39d92dfe12,NOT_SENT
attack_flow::Ragnar Locker::0005,attack_flow,Ragnar Locker,5,5,3,0,0,239fbece0b2f517377cae9f0f5bdc32ed7e5ad1545f72fb6001a98304b3088ff,NOT_SENT
attack_flow::Ragnar Locker::0006,attack_flow,Ragnar Locker,6,6,3,0,0,5ad2a1e3edff21ce654f90b959d5dd9c32cda0042364f9dbd6c32b0e656a00ca,NOT_SENT
attack_flow::Ragnar Locker::0007,attack_flow,Ragnar Locker,7,7,3,0,0,93edf8abf460352b69f12ad13d37f959478c5271f65f4d9808d2a92a44b859bf,NOT_SENT
attack_flow::Ragnar Locker::0008,attack_flow,Ragnar Locker,8,8,3,0,0,99195d07ef08497eba8f53b32a30159681c73db92028f978023c94a5134fa036,NOT_SENT
attack_flow::Ragnar Locker::0009,attack_flow,Ragnar Locker,9,9,3,0,0,93f12b90f3c46661de0a4b4a11b18c1a1225ea50f277e511d807c2520fba875d,NOT_SENT
attack_flow::Ragnar Locker::0010,attack_flow,Ragnar Locker,10,10,3,0,0,29897316f5665eb253c2bbee0e31234aafcb0ce104a529aed9e1092722932700,NOT_SENT
attack_flow::Ragnar Locker::0011,attack_flow,Ragnar Locker,11,11,2,0,0,27b7760bf5f7f2bdc784cfa66cb5e4a574a1ea89ea2fb7d81d9cb6ce0f362466,NOT_SENT
attack_flow::Ragnar Locker::0012,attack_flow,Ragnar Locker,12,12,1,0,0,42fdb43c7c4303c7b83e32c9c4169d1969792e2f626d573632eecdc5d8a0a864,NOT_SENT
attack_flow::SWIFT Heist::0001,attack_flow,SWIFT Heist,1,1,3,0,0,c74fcb111888a292fb248cce9801b57af543e3b1c8717553352a994b5993d735,NOT_SENT
attack_flow::SWIFT Heist::0002,attack_flow,SWIFT Heist,2,2,3,0,0,93142dc83903c67896facbb91ac95763be83768f87a9587a3be7dc74f91fd59e,NOT_SENT
attack_flow::SWIFT Heist::0003,attack_flow,SWIFT Heist,3,3,2,0,0,ac030bd02761ba1535a52040bbbf72308149bc350d0571e1ec15ed90e0d3470c,NOT_SENT
attack_flow::SWIFT Heist::0004,attack_flow,SWIFT Heist,4,4,1,0,0,46d03b83d7462a7bee4f4978eac1ff4031500c886788cc1934f1a8f1cf169b36,NOT_SENT
attack_flow::SearchAwesome Adware::0001,attack_flow,SearchAwesome Adware,1,1,3,0,0,d67f294c46ef834dda936a401db7a7d1234dd139e251a579ebf6b7226b9c2158,NOT_SENT
attack_flow::SearchAwesome Adware::0002,attack_flow,SearchAwesome Adware,2,2,3,0,0,7cd28780e9c6f66f229bab7389cf1ebbc58e8543b42438706b10ab80fa0f5c1d,NOT_SENT
attack_flow::SearchAwesome Adware::0003,attack_flow,SearchAwesome Adware,3,3,3,0,0,4e29f72dbc92fc1d08c5a879bc91f2204c65d84aa488278a2f5361543d20d505,NOT_SENT
attack_flow::SearchAwesome Adware::0004,attack_flow,SearchAwesome Adware,4,4,3,0,0,576164676617fcca218b827d20e31be0215cb479153536f454b880da9eff1183,NOT_SENT
attack_flow::SearchAwesome Adware::0005,attack_flow,SearchAwesome Adware,5,5,3,0,0,378fab60dd9613d87c873001c358dc8a59d4722059b74eff42748e03803c00bd,NOT_SENT
attack_flow::SearchAwesome Adware::0006,attack_flow,SearchAwesome Adware,6,6,3,0,0,e17ca729ef297dc9019e3408f67e31418dc10d5625b75f93b25d7fccf7fcb733,NOT_SENT
attack_flow::SearchAwesome Adware::0007,attack_flow,SearchAwesome Adware,7,7,3,0,0,4b0c59eb5978c055e910b902afa473421b95843b7ec949dafab4f4e19f5392d5,NOT_SENT
attack_flow::SearchAwesome Adware::0008,attack_flow,SearchAwesome Adware,8,8,3,0,0,5fa0cd01231532af7aac1f5a5a242228c6248073e44284ea53a50a4542961a54,NOT_SENT
attack_flow::SearchAwesome Adware::0009,attack_flow,SearchAwesome Adware,9,9,2,0,0,399f7076c24b5bc8840d3fd86921c7a46a7710fc2e30230eaf9a4f4d15637d73,NOT_SENT
attack_flow::SearchAwesome Adware::0010,attack_flow,SearchAwesome Adware,10,10,1,0,0,7078635571b9a0f8038010ff44d5fecadd970805a69843bec571f46eb8e01b71,NOT_SENT
attack_flow::Shamoon::0001,attack_flow,Shamoon,1,1,3,0,1,fea285d95586726f67e358e60a87c4d2a400f4f9c5760d5cc3baa66f57d08f9d,NOT_SENT
attack_flow::Shamoon::0002,attack_flow,Shamoon,2,2,3,0,2,f943fca4ae008e6996b5f6688e42d9744bb479eb2a9463faa6e3a187a1c79245,NOT_SENT
attack_flow::Shamoon::0003,attack_flow,Shamoon,3,3,3,0,3,501ecf350d43645dde372effe0c259cf07bfe4f3262b348da6857bd291d29fc5,NOT_SENT
attack_flow::Shamoon::0004,attack_flow,Shamoon,4,4,3,0,4,bd2894eccbc9ac75b3424af061cebcc7b0e1279a3f93101a966afddc3b340179,NOT_SENT
attack_flow::Shamoon::0005,attack_flow,Shamoon,5,5,3,0,5,f1e72967c2152f9dd90eb4fe7845ac7002c9d15715daa42a8d4f49875ae4e607,NOT_SENT
attack_flow::Shamoon::0006,attack_flow,Shamoon,6,6,3,0,6,900d8d3cf2906f667a3d9e2e6c442ab4f43644fe8f45f314cb72cab16f451c42,NOT_SENT
attack_flow::Shamoon::0007,attack_flow,Shamoon,7,7,3,0,7,0803d5ca20c0f56722ba85bea1e9195dcd8705992d0f0e1dee6fcfc4b178a717,NOT_SENT
attack_flow::Shamoon::0008,attack_flow,Shamoon,8,8,3,0,7,335ed1045c28eb47d51e51aa16e77ced0ad9209103fec95bee3c406aca394e17,NOT_SENT
attack_flow::Shamoon::0009,attack_flow,Shamoon,9,9,3,0,8,655b268206917358a5212f616d51b6f9f3f2de6fbb65a7ad89bc20ee57e8f158,NOT_SENT
attack_flow::Shamoon::0010,attack_flow,Shamoon,10,10,3,0,9,a93e7157300a963d01ff24af2c1e9881a6e427080c3a92e13d2363c608831d18,NOT_SENT
attack_flow::Shamoon::0011,attack_flow,Shamoon,11,11,3,0,9,a677e33097bc56c6cc91d3dc387f0925b5138fffbbd6a5ce30f5e1806b149b37,NOT_SENT
attack_flow::Shamoon::0012,attack_flow,Shamoon,12,12,3,0,10,4ea94abd342daca0e1b0308a1ff6b00374b3c7ab7b36c8f4236b8e4e824c93b2,NOT_SENT
attack_flow::Shamoon::0013,attack_flow,Shamoon,13,13,3,0,11,9987a9807620729df9a82965bd16b61eb3bcb4393f133f3d22352122a388312b,NOT_SENT
attack_flow::Shamoon::0014,attack_flow,Shamoon,14,14,3,0,11,d606f285dd5d57c103ea80e87085d66bdd9760fa4d089b93ffe1af23189ecf82,NOT_SENT
attack_flow::Shamoon::0015,attack_flow,Shamoon,15,15,3,0,12,1e07ae80b2c9212b2c85322d287be00e79e42d063392b19202037034996df05f,NOT_SENT
attack_flow::Shamoon::0016,attack_flow,Shamoon,16,16,3,0,13,dda61877582e301723ae5b3601ac76960478acd35f91bbce4cbc6e6fcd5d7a09,NOT_SENT
attack_flow::Shamoon::0017,attack_flow,Shamoon,17,17,2,0,13,c2e9cf441425744ff95493086b4eb41fa3931c8a4718c02f8043a494a0e17c06,NOT_SENT
attack_flow::Shamoon::0018,attack_flow,Shamoon,18,18,1,0,13,79d57e4f1df6ea4bf74b00eb86213984c6d02e08fb7504983cb1a73ae5f6fb41,NOT_SENT
attack_flow::SolarWinds::0001,attack_flow,SolarWinds,1,1,3,0,2,fe499b00d77acf7960d4c6a4663913428fe86de9ad8389ea9cefeb60751887e0,NOT_SENT
attack_flow::SolarWinds::0002,attack_flow,SolarWinds,2,2,3,0,2,79320380ecd93fd7f4056578417a684da5c2ae8f365c89c7ea5894914437f92d,NOT_SENT
attack_flow::SolarWinds::0003,attack_flow,SolarWinds,3,3,3,0,3,6a37aa95cd97379881f0d13760fdb77c8d58ab1ea8776c76009546a4c0569fe3,NOT_SENT
attack_flow::SolarWinds::0004,attack_flow,SolarWinds,4,4,3,0,3,18aac369545e9831f1fccd7f4574b042b77dc76995c1fb1195da16c7a028eb43,NOT_SENT
attack_flow::SolarWinds::0005,attack_flow,SolarWinds,5,5,3,0,3,0fcfb59b37dfb2b07c63c785a051030b590113777d38bfe193b6f1d77b31e72c,NOT_SENT
attack_flow::SolarWinds::0006,attack_flow,SolarWinds,6,6,3,0,3,52e8542bddf6457fad93b6cb7cbbc5b3e75cc76eb26f19ad3d9aca23740cdae5,NOT_SENT
attack_flow::SolarWinds::0007,attack_flow,SolarWinds,7,7,3,0,3,047591f0a14f7a92f069650b7beb326f160c8e1ffd09c4e1298989888c0d8134,NOT_SENT
attack_flow::SolarWinds::0008,attack_flow,SolarWinds,8,8,3,0,3,51c6965d4ef0b880a805f1512c59818cd2443a29bc3e631a26c85a3c598922a2,NOT_SENT
attack_flow::SolarWinds::0009,attack_flow,SolarWinds,9,9,3,0,3,7e47438c98c14e25703504c46c8a60d2aee95559ca49aec51d79023670a1a7bc,NOT_SENT
attack_flow::SolarWinds::0010,attack_flow,SolarWinds,10,10,3,0,3,08d8aa3c13a21ce6ebb41f2644be75dda0dd099a49f65d9078ec1136da27923b,NOT_SENT
attack_flow::SolarWinds::0011,attack_flow,SolarWinds,11,11,3,0,3,34c25cc0e0e37e7ae7a281159878e07143f4b4896b6bc01040a3b28ad43ec394,NOT_SENT
attack_flow::SolarWinds::0012,attack_flow,SolarWinds,12,12,3,0,3,1651715c09a0db3e57e82da0be8e3c503d77bb485e9e7bbeb2705c24e7a17ceb,NOT_SENT
attack_flow::SolarWinds::0013,attack_flow,SolarWinds,13,13,3,0,3,4bf995061ec17c611bae6d5e58aee83dd59d41e859ce729ed16655f8d49dc432,NOT_SENT
attack_flow::SolarWinds::0014,attack_flow,SolarWinds,14,14,3,0,3,655d8765c56f19e01ed17bbb31eeca67160aae43f5f3c2cfc48a299e2fbb5364,NOT_SENT
attack_flow::SolarWinds::0015,attack_flow,SolarWinds,15,15,3,0,3,0637ec376906ec616457ff1bc890534a7ae7906a5bf34f5f96f3e6161ad59c00,NOT_SENT
attack_flow::SolarWinds::0016,attack_flow,SolarWinds,16,16,2,0,3,c514220fca1b69854cd7c532e7a37310e5094a5fff4b1f64fa939f8af18cdb31,NOT_SENT
attack_flow::Sony Malware::0001,attack_flow,Sony Malware,1,1,3,0,0,cfd3cd0f8b134e1d28f75bd0ff8866bfdee2c193e9cf72bed2c6166827f7f3e1,NOT_SENT
attack_flow::Sony Malware::0002,attack_flow,Sony Malware,2,2,3,0,0,2207d147db6626ffb1fce47f930f77f074c3015179099d16beb553d8c6f571d3,NOT_SENT
attack_flow::Sony Malware::0003,attack_flow,Sony Malware,3,3,3,0,0,c7c489599b7df1dd5e86d393974e9c840a2a20348fd111e2ace5e275edd559f7,NOT_SENT
attack_flow::Sony Malware::0004,attack_flow,Sony Malware,4,4,3,0,0,7fb26cd3dbb76883dc8889067e9a9ab052e237998564ef7c5f36c0c30f9c029c,NOT_SENT
attack_flow::Sony Malware::0005,attack_flow,Sony Malware,5,5,3,0,0,601d6cb8a90222d6251eb2c1b81b5bd6ece056507e1b354d60a6529bc179ff88,NOT_SENT
attack_flow::Sony Malware::0006,attack_flow,Sony Malware,6,6,3,0,0,c4c19f8b07254e9f8c530f205ca0dd7af3b91160f4280f0df04c2f1d68ff55cd,NOT_SENT
attack_flow::Sony Malware::0007,attack_flow,Sony Malware,7,7,3,0,0,138a267f6d16ac6a8e914ea876850558946e2ecedf9ed03e9746f96c936d9821,NOT_SENT
attack_flow::Sony Malware::0008,attack_flow,Sony Malware,8,8,3,0,0,410a64f0f40767c4a77b025cec37956678f64b8bc3957507c26797bfcb1b19e8,NOT_SENT
attack_flow::Sony Malware::0009,attack_flow,Sony Malware,9,9,3,0,0,e17610125022e88185df766ff22641ba75ff509949211fa811cb1c68f283b13a,NOT_SENT
attack_flow::Sony Malware::0010,attack_flow,Sony Malware,10,10,3,0,0,e2cc1dcc783a3bbcfb167eac2550a00dfb131dae5c104688020fdc1dc3576497,NOT_SENT
attack_flow::Sony Malware::0011,attack_flow,Sony Malware,11,11,2,0,0,b07d0fefb80cf064bd681dee3e61802c507cd2ed298c7883a294f581b68753d4,NOT_SENT
attack_flow::Sony Malware::0012,attack_flow,Sony Malware,12,12,1,0,0,3491bfa4a8e636daa38fd70c3455e31ded0f660a0c815a013482a2bc45306097,NOT_SENT
attack_flow::Target Breach::0001,attack_flow,Target Breach,1,1,3,0,0,49cdde9225154d8a2491a799ab31f9f26eb99e0e4d7e1e404c5ea1f29cf5f9c3,NOT_SENT
attack_flow::Target Breach::0002,attack_flow,Target Breach,2,2,3,0,0,618a3a8e770ab61b7f5bdec5e2b0a720ac1a6ffd5209256b089378a1a3b7fa28,NOT_SENT
attack_flow::Target Breach::0003,attack_flow,Target Breach,3,3,3,0,0,efa9f26d5b2792c45d367b69233fae91ca27cef9d07d218fd4bcb0b7472470f6,NOT_SENT
attack_flow::Target Breach::0004,attack_flow,Target Breach,4,4,3,0,0,0a8ae243265c86263cd4e7db4889f8e8da6916448604e063fd2baf5350bd2239,NOT_SENT
attack_flow::Target Breach::0008,attack_flow,Target Breach,8,8,3,0,0,14cb4fad4dbf0852b669e8e37bcbf49e9a649ae56f394216ce844cb62d17ad9a,NOT_SENT
attack_flow::Target Breach::0009,attack_flow,Target Breach,9,9,3,0,0,7925102628e59870d522cf4640ac85b1cb2340571a5f3c4e0b545a73d6536ce7,NOT_SENT
attack_flow::Target Breach::0010,attack_flow,Target Breach,10,10,2,0,0,1ab5982e1ab78378b8e79a2e2a6f25924cdcb066abdd58501609061988b5808a,NOT_SENT
attack_flow::Target Breach::0011,attack_flow,Target Breach,11,11,1,0,0,b719ceefa48498c5f14f171de25efeb6ce981e044c34c67f408c4f03b6304eb1,NOT_SENT
attack_flow::Tesla Kubernetes Breach::0001,attack_flow,Tesla Kubernetes Breach,1,1,3,0,0,15b1b89c6292411eab9048835aab08e5ab028f1c9ed70f8ce408e8cc7e05d66a,NOT_SENT
attack_flow::Tesla Kubernetes Breach::0002,attack_flow,Tesla Kubernetes Breach,2,2,2,0,0,078a56f35c3b1bed370d61e631ecae1bc24256e765b24b30139fd26e2f2a47ce,NOT_SENT
attack_flow::Tesla Kubernetes Breach::0003,attack_flow,Tesla Kubernetes Breach,3,3,1,0,0,d29c9f71425c7a44c162f692506360791c0edecd12ff6539802dd61adffab482,NOT_SENT
attack_flow::Uber Breach::0001,attack_flow,Uber Breach,1,1,3,0,0,a47063392358c6e636c48db851deb6f008efa0ddadd3f2bd4e59bc8741ff02b5,NOT_SENT
attack_flow::Uber Breach::0002,attack_flow,Uber Breach,2,2,3,0,0,4344b04b4eae63c214448e14503c54b3a51306c35e833429edc8dd309f50e166,NOT_SENT
attack_flow::Uber Breach::0003,attack_flow,Uber Breach,3,3,3,0,0,733d1e8386afbd9e1def5965800571d4171c12bb116e027bc39579c2d10319a1,NOT_SENT
attack_flow::Uber Breach::0004,attack_flow,Uber Breach,4,4,3,0,0,8107ca548a9e8dbacc46997fb290f889708eea09471d9d492e738f87ed3fb895,NOT_SENT
attack_flow::Uber Breach::0005,attack_flow,Uber Breach,5,5,2,0,0,8c8fce68281504cc2ebdf4786bb253ac928b0364036f73e8c494983a7ef7f075,NOT_SENT
attack_flow::Uber Breach::0006,attack_flow,Uber Breach,6,6,1,0,0,8d19ea6f880731605f1bc2883db3e925f34224ce9cd645b1230c06667456146f,NOT_SENT
attack_flow::WhisperGate::0001,attack_flow,WhisperGate,1,1,3,0,0,b5934048cc40df6a2f491568ade03856db5f8bea5b680d1c9e98675bdde4b0ae,NOT_SENT
attack_flow::WhisperGate::0002,attack_flow,WhisperGate,2,2,3,0,0,e6e9b2512eec1a44235df2726b9aff83c6f36e43fdff7540c4595a552faaf66f,NOT_SENT
attack_flow::WhisperGate::0003,attack_flow,WhisperGate,3,3,3,0,0,56923778b8f0cbee5fb96323da0115c7f98c3ce04732cfa923ccfa1f4f957704,NOT_SENT
attack_flow::WhisperGate::0004,attack_flow,WhisperGate,4,4,3,0,0,f8a63941b7946aea48de98117b619e9eb99db2292f1c4822b2b82806c1f46e5f,NOT_SENT
attack_flow::WhisperGate::0005,attack_flow,WhisperGate,5,5,3,0,0,57c8e90c01c1987ee55c3c7db566c5324a021eaac1891374058c10dc3ab43a8b,NOT_SENT
attack_flow::WhisperGate::0006,attack_flow,WhisperGate,6,6,3,0,0,45cf9ddbeb326b6caffcfe31b7d3b3a90e687bd164e430aa62d018f298df3579,NOT_SENT
attack_flow::WhisperGate::0007,attack_flow,WhisperGate,7,7,3,0,1,e9151a4f2f8b9ae0fe37b4a06848d3d97ff72f40ae2b5e2d6520748381877862,NOT_SENT
attack_flow::WhisperGate::0008,attack_flow,WhisperGate,8,8,3,0,1,da42973704a0599f0d4d0f970ce3025fb8e2c20f33cca2b18fa9dcb7a8bbcf26,NOT_SENT
attack_flow::WhisperGate::0009,attack_flow,WhisperGate,9,9,3,0,1,c988521cf6f03588dc02fb75792dca3c3fc0743c6a980fd42b54ead63a7d06bb,NOT_SENT
attack_flow::WhisperGate::0010,attack_flow,WhisperGate,10,10,3,0,1,dab99267d01932da4a63e5aae5b8488029e0a50bd6c19824dceb13224caa1a98,NOT_SENT
attack_flow::WhisperGate::0011,attack_flow,WhisperGate,11,11,3,0,1,63d2e0959e7c617b9f6af59337626366ecc19750909e3c2af6d54e4b8adf5e51,NOT_SENT
attack_flow::WhisperGate::0013,attack_flow,WhisperGate,13,13,3,0,1,333af7298dcf19802457fbe6dd9ae99e901207a5de497c6b0cef68897f463cee,NOT_SENT
attack_flow::WhisperGate::0014,attack_flow,WhisperGate,14,14,3,0,1,45aa6866550465523a862c3c64896c06c92a8eb4728b308d8a39686b0ec83e34,NOT_SENT
attack_flow::WhisperGate::0015,attack_flow,WhisperGate,15,15,3,0,1,607a4fb83152cfd770851527f4ac550232f4c85202d0dd5c1d118db7d42048aa,NOT_SENT
attack_flow::WhisperGate::0016,attack_flow,WhisperGate,16,16,2,0,1,ff67e1d96a3a096b11501eaa0f4222058cf83e51b491c72e5d716e7446cc99ee,NOT_SENT
attack_flow::WhisperGate::0017,attack_flow,WhisperGate,17,17,1,0,2,863c9e82ea99d18bfbcbb006cd58288f3027939bf158cce17297bc88cebbaab2,NOT_SENT
ctid::apt29::unknown::0001,ctid,apt29::unknown,1,1,3,0,0,788b705c1f242a9eefa6c5259e168a6aa9cac0ca789dcd7bdaace3abc25eafa8,NOT_SENT
ctid::apt29::unknown::0002,ctid,apt29::unknown,2,2,3,0,0,53edc398ecf615ca39b6280553812649c21e5971fa5647a842fff3ab9d3ee293,NOT_SENT
ctid::apt29::unknown::0003,ctid,apt29::unknown,3,3,3,0,0,eaaacb99bfbdf25b1fd80ac097fbf97f52383665102c4de7daab640c2249e8df,NOT_SENT
ctid::apt29::unknown::0004,ctid,apt29::unknown,4,4,3,0,0,57f3c9a6df85706831135d03d277ac5c0c80605b9d38ac56fe4a9bde69b84bf2,NOT_SENT
ctid::apt29::unknown::0005,ctid,apt29::unknown,5,5,3,0,0,3f4e7ef2266e1d93faff0a1b45573c990a8c92d9e35cc4264efe60472d715070,NOT_SENT
ctid::apt29::unknown::0006,ctid,apt29::unknown,6,6,3,0,0,55241aa34e54ae5962af0a9676a9e487c3c01a12f08526487cb925a0fd00a257,NOT_SENT
ctid::apt29::unknown::0007,ctid,apt29::unknown,7,7,3,0,0,bf5fa33a2e00c775512398d99ebd482974cd57909f665ea29ad69379ce88b659,NOT_SENT
ctid::apt29::unknown::0008,ctid,apt29::unknown,8,8,3,0,0,b93e5c56ded9388f8eba1ca61bb14292355445118aca85120acd368697cc2389,NOT_SENT
ctid::apt29::unknown::0009,ctid,apt29::unknown,9,9,3,0,0,f74989b0a165e2698a1b46d64f161d04b9e005627e610d55c40afcae0b0f16a8,NOT_SENT
ctid::apt29::unknown::0010,ctid,apt29::unknown,10,10,3,0,0,a9d51148e75f834ca7d91bb88d1479d11fcf1d31a51a1dd972a1f8577376a189,NOT_SENT
ctid::apt29::unknown::0011,ctid,apt29::unknown,11,11,3,0,0,5683a2917b2e089b574caeab871de3d1b15d283658dd8095734331d0959fd0de,NOT_SENT
ctid::apt29::unknown::0012,ctid,apt29::unknown,12,12,3,0,0,3c164cea6983276e46841a66eee6c3f79052ecbfbe28a877f37ce539166cf65f,NOT_SENT
ctid::apt29::unknown::0013,ctid,apt29::unknown,13,13,3,0,0,dbcc1411840640a76d73430e46c3e05788050f3bc4a1bf04b91840a3b9d2e614,NOT_SENT
ctid::apt29::unknown::0014,ctid,apt29::unknown,14,14,3,0,0,940cd25eb15b27fe032c35a4d46b1cec9ec6718c48aca3bea6f67646ad14dc57,NOT_SENT
ctid::apt29::unknown::0015,ctid,apt29::unknown,15,15,3,0,0,efe153e05d52862d8893892f68198e1365511af6e5f9e8526a7036e6f4eadab7,NOT_SENT
ctid::apt29::unknown::0016,ctid,apt29::unknown,16,16,3,0,0,ed28361526023c581a27fa632ab9fb0df49b7fcd9262d0caff904cbf337088eb,NOT_SENT
ctid::apt29::unknown::0017,ctid,apt29::unknown,17,17,3,0,0,33d7ea7899c25aca43fa7bf7babcc6455752025e4970f5ffce8cb1f37c387f47,NOT_SENT
ctid::apt29::unknown::0018,ctid,apt29::unknown,18,18,3,0,0,575cf1137233baa589635fd840e3a8df5ede1b105df9cf1f6efb4caa8cfd4e3a,NOT_SENT
ctid::apt29::unknown::0019,ctid,apt29::unknown,19,19,3,0,0,780092cdfa119ebb9dbddfcac57bc5e9b2aa39240ed8cb494c5896736893624f,NOT_SENT
ctid::apt29::unknown::0020,ctid,apt29::unknown,20,20,3,0,0,dc2eb55d307070e0b154e802f43315c434063a099941664a53883bdbc58fdaf7,NOT_SENT
ctid::apt29::unknown::0021,ctid,apt29::unknown,21,21,3,0,0,8044ae32be571ec51311469f184122af53c4de475245a5c69d245b0f669aa854,NOT_SENT
ctid::apt29::unknown::0022,ctid,apt29::unknown,22,22,3,0,0,3743efbc03fb9218eb16f685f5e424b62bed0dd588d2536352f4164b93ef8e91,NOT_SENT
ctid::apt29::unknown::0023,ctid,apt29::unknown,23,23,3,0,0,d683940ef0feb1f9b618eb5017d92bc30e7e89c507a296196c46a9909f5255e8,NOT_SENT
ctid::apt29::unknown::0024,ctid,apt29::unknown,24,24,3,0,0,c11c83b5bd38c7aa5de2943fdd7d4f41a1d70b35a3237391bbc78490b9da850d,NOT_SENT
ctid::apt29::unknown::0025,ctid,apt29::unknown,25,25,3,0,0,a5efa93114664bab759a0e3f2d6e4856d7f58ffecd2b927bbd598fe04e1bf6f4,NOT_SENT
ctid::apt29::unknown::0026,ctid,apt29::unknown,26,26,3,0,0,df3f3250f13814157d4a00b1ae58448f7402356165d62591b2165c810b95b5bb,NOT_SENT
ctid::apt29::unknown::0028,ctid,apt29::unknown,28,28,3,0,0,afdd225e4470e7118444d7e74c5fd826bb2efa42f2b23bff07af59ec930d7bed,NOT_SENT
ctid::apt29::unknown::0029,ctid,apt29::unknown,29,29,3,0,0,5d8dae839e8de90980e5cbe5c4cbb660442be3f3668403ffbd64d6207cd882d6,NOT_SENT
