sequence_id,prefix_len,next_technique_id,prefix_technique_ids,next_technique_id_parent,prefix_technique_ids_parent
SIM_079_part001,2,T1566,T1588 || T1588.002,T1566,T1588 || T1588
SIM_079_part001,3,T1566.001,T1588 || T1588.002 || T1566,T1566,T1588 || T1588 || T1566
SIM_079_part001,4,T1059,T1588 || T1588.002 || T1566 || T1566.001,T1059,T1588 || T1588 || T1566 || T1566
SIM_079_part001,5,T1059.001,T1588 || T1588.002 || T1566 || T1566.001 || T1059,T1059,T1588 || T1588 || T1566 || T1566 || T1059
SIM_079_part001,6,T1059.005,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001,T1059,T1588 || T1588 || T1566 || T1566 || T1059 || T1059
SIM_079_part001,7,T1204,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005,T1204,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059
SIM_079_part001,8,T1204.002,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204,T1204,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204
SIM_079_part001,9,T1140,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002,T1140,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204
SIM_079_part001,10,T1036,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140,T1036,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140
SIM_079_part001,11,T1036.005,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140 || T1036,T1036,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140 || T1036
SIM_079_part001,12,T1218,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140 || T1036 || T1036.005,T1218,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140 || T1036 || T1036
SIM_079_part001,13,T1071,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140 || T1036 || T1036.005 || T1218,T1071,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140 || T1036 || T1036 || T1218
SIM_079_part001,14,T1071.001,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140 || T1036 || T1036.005 || T1218 || T1071,T1071,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140 || T1036 || T1036 || T1218 || T1071
SIM_079_part001,15,T1105,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140 || T1036 || T1036.005 || T1218 || T1071 || T1071.001,T1105,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140 || T1036 || T1036 || T1218 || T1071 || T1071
SIM_079_part001,16,T1571,T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.001 || T1059.005 || T1204 || T1204.002 || T1140 || T1036 || T1036.005 || T1218 || T1071 || T1071.001 || T1105,T1571,T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1059 || T1204 || T1204 || T1140 || T1036 || T1036 || T1218 || T1071 || T1071 || T1105
SIM_080_part001,1,T1588.002,T1588,T1588,T1588
SIM_080_part001,2,T1566,T1588 || T1588.002,T1566,T1588 || T1588
SIM_080_part001,3,T1566.001,T1588 || T1588.002 || T1566,T1566,T1588 || T1588 || T1566
SIM_080_part001,4,T1078,T1588 || T1588.002 || T1566 || T1566.001,T1078,T1588 || T1588 || T1566 || T1566
SIM_080_part001,5,T1059,T1588 || T1588.002 || T1566 || T1566.001 || T1078,T1059,T1588 || T1588 || T1566 || T1566 || T1078
SIM_080_part001,6,T1059.001,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059,T1059,T1588 || T1588 || T1566 || T1566 || T1078 || T1059
SIM_080_part001,7,T1059.003,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001,T1059,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059
SIM_080_part001,8,T1059.005,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003,T1059,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059
SIM_080_part001,9,T1059.007,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005,T1059,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059
SIM_080_part001,10,T1106,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007,T1106,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059
SIM_080_part001,11,T1053,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106,T1053,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106
SIM_080_part001,12,T1053.005,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053,T1053,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053
SIM_080_part001,13,T1072,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005,T1072,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053
SIM_080_part001,14,T1569,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072,T1569,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053 || T1072
SIM_080_part001,15,T1569.002,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569,T1569,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569
SIM_080_part001,16,T1204,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002,T1204,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569
SIM_080_part001,17,T1204.002,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204,T1204,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204
SIM_080_part001,18,T1547,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002,T1547,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204
SIM_080_part001,19,T1112,T1588 || T1588.002 || T1566 || T1566.001 || T1078 || T1059 || T1059.001 || T1059.003 || T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547,T1112,T1588 || T1588 || T1566 || T1566 || T1078 || T1059 || T1059 || T1059 || T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547
SIM_080_part002,1,T1059.007,T1059.005,T1059,T1059
SIM_080_part002,2,T1106,T1059.005 || T1059.007,T1106,T1059 || T1059
SIM_080_part002,3,T1053,T1059.005 || T1059.007 || T1106,T1053,T1059 || T1059 || T1106
SIM_080_part002,4,T1053.005,T1059.005 || T1059.007 || T1106 || T1053,T1053,T1059 || T1059 || T1106 || T1053
SIM_080_part002,5,T1072,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005,T1072,T1059 || T1059 || T1106 || T1053 || T1053
SIM_080_part002,6,T1569,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072,T1569,T1059 || T1059 || T1106 || T1053 || T1053 || T1072
SIM_080_part002,7,T1569.002,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569,T1569,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569
SIM_080_part002,8,T1204,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002,T1204,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569
SIM_080_part002,9,T1204.002,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204,T1204,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204
SIM_080_part002,10,T1547,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002,T1547,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204
SIM_080_part002,11,T1112,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547,T1112,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547
SIM_080_part002,12,T1053,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112,T1053,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112
SIM_080_part002,13,T1053.005,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053,T1053,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053
SIM_080_part002,14,T1078,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005,T1078,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053
SIM_080_part002,15,T1547,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078,T1547,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078
SIM_080_part002,16,T1060,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547,T1060,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547
SIM_080_part002,17,T1055,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060,T1055,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060
SIM_080_part002,18,T1053,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055,T1053,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055
SIM_080_part002,19,T1053.005,T1059.005 || T1059.007 || T1106 || T1053 || T1053.005 || T1072 || T1569 || T1569.002 || T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053,T1053,T1059 || T1059 || T1106 || T1053 || T1053 || T1072 || T1569 || T1569 || T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053
SIM_080_part003,1,T1204.002,T1204,T1204,T1204
SIM_080_part003,2,T1547,T1204 || T1204.002,T1547,T1204 || T1204
SIM_080_part003,3,T1112,T1204 || T1204.002 || T1547,T1112,T1204 || T1204 || T1547
SIM_080_part003,4,T1053,T1204 || T1204.002 || T1547 || T1112,T1053,T1204 || T1204 || T1547 || T1112
SIM_080_part003,5,T1053.005,T1204 || T1204.002 || T1547 || T1112 || T1053,T1053,T1204 || T1204 || T1547 || T1112 || T1053
SIM_080_part003,6,T1078,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005,T1078,T1204 || T1204 || T1547 || T1112 || T1053 || T1053
SIM_080_part003,7,T1547,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078,T1547,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078
SIM_080_part003,8,T1060,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547,T1060,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547
SIM_080_part003,9,T1055,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060,T1055,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060
SIM_080_part003,10,T1053,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055,T1053,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055
SIM_080_part003,11,T1053.005,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053,T1053,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053
SIM_080_part003,12,T1078,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005,T1078,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053
SIM_080_part003,13,T1070,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078,T1070,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078
SIM_080_part003,14,T1036,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070,T1036,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078 || T1070
SIM_080_part003,15,T1036.005,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036,T1036,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036
SIM_080_part003,16,T1112,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005,T1112,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036
SIM_080_part003,17,T1027,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112,T1027,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112
SIM_080_part003,18,T1027.010,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027,T1027,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027
SIM_080_part003,19,T1055,T1204 || T1204.002 || T1547 || T1112 || T1053 || T1053.005 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010,T1055,T1204 || T1204 || T1547 || T1112 || T1053 || T1053 || T1078 || T1547 || T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027
SIM_080_part004,1,T1055,T1060,T1055,T1060
SIM_080_part004,2,T1053,T1060 || T1055,T1053,T1060 || T1055
SIM_080_part004,3,T1053.005,T1060 || T1055 || T1053,T1053,T1060 || T1055 || T1053
SIM_080_part004,4,T1078,T1060 || T1055 || T1053 || T1053.005,T1078,T1060 || T1055 || T1053 || T1053
SIM_080_part004,5,T1070,T1060 || T1055 || T1053 || T1053.005 || T1078,T1070,T1060 || T1055 || T1053 || T1053 || T1078
SIM_080_part004,6,T1036,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070,T1036,T1060 || T1055 || T1053 || T1053 || T1078 || T1070
SIM_080_part004,7,T1036.005,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036,T1036,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036
SIM_080_part004,8,T1112,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005,T1112,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036
SIM_080_part004,9,T1027,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112,T1027,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112
SIM_080_part004,10,T1027.010,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027,T1027,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027
SIM_080_part004,11,T1055,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010,T1055,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027
SIM_080_part004,12,T1553,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055,T1553,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055
SIM_080_part004,13,T1218,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553,T1218,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553
SIM_080_part004,14,T1218.001,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218,T1218,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553 || T1218
SIM_080_part004,15,T1078,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001,T1078,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218
SIM_080_part004,16,T1003,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078,T1003,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078
SIM_080_part004,17,T1003.001,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003,T1003,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003
SIM_080_part004,18,T1018,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001,T1018,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003
SIM_080_part004,19,T1021,T1060 || T1055 || T1053 || T1053.005 || T1078 || T1070 || T1036 || T1036.005 || T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018,T1021,T1060 || T1055 || T1053 || T1053 || T1078 || T1070 || T1036 || T1036 || T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018
SIM_080_part005,1,T1027,T1112,T1027,T1112
SIM_080_part005,2,T1027.010,T1112 || T1027,T1027,T1112 || T1027
SIM_080_part005,3,T1055,T1112 || T1027 || T1027.010,T1055,T1112 || T1027 || T1027
SIM_080_part005,4,T1553,T1112 || T1027 || T1027.010 || T1055,T1553,T1112 || T1027 || T1027 || T1055
SIM_080_part005,5,T1218,T1112 || T1027 || T1027.010 || T1055 || T1553,T1218,T1112 || T1027 || T1027 || T1055 || T1553
SIM_080_part005,6,T1218.001,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218,T1218,T1112 || T1027 || T1027 || T1055 || T1553 || T1218
SIM_080_part005,7,T1078,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001,T1078,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218
SIM_080_part005,8,T1003,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078,T1003,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078
SIM_080_part005,9,T1003.001,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003,T1003,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003
SIM_080_part005,10,T1018,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001,T1018,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003
SIM_080_part005,11,T1021,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018,T1021,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018
SIM_080_part005,12,T1072,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021,T1072,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021
SIM_080_part005,13,T1113,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021 || T1072,T1113,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021 || T1072
SIM_080_part005,14,T1125,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021 || T1072 || T1113,T1125,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021 || T1072 || T1113
SIM_080_part005,15,T1105,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021 || T1072 || T1113 || T1125,T1105,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021 || T1072 || T1113 || T1125
SIM_080_part005,16,T1571,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021 || T1072 || T1113 || T1125 || T1105,T1571,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021 || T1072 || T1113 || T1125 || T1105
SIM_080_part005,17,T1090,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021 || T1072 || T1113 || T1125 || T1105 || T1571,T1090,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021 || T1072 || T1113 || T1125 || T1105 || T1571
SIM_080_part005,18,T1090.002,T1112 || T1027 || T1027.010 || T1055 || T1553 || T1218 || T1218.001 || T1078 || T1003 || T1003.001 || T1018 || T1021 || T1072 || T1113 || T1125 || T1105 || T1571 || T1090,T1090,T1112 || T1027 || T1027 || T1055 || T1553 || T1218 || T1218 || T1078 || T1003 || T1003 || T1018 || T1021 || T1072 || T1113 || T1125 || T1105 || T1571 || T1090
SIM_082_part001,1,T1583.004,T1583,T1583,T1583
SIM_082_part001,2,T1588,T1583 || T1583.004,T1588,T1583 || T1583
SIM_082_part001,3,T1588.002,T1583 || T1583.004 || T1588,T1588,T1583 || T1583 || T1588
SIM_082_part001,4,T1190,T1583 || T1583.004 || T1588 || T1588.002,T1190,T1583 || T1583 || T1588 || T1588
SIM_082_part001,5,T1133,T1583 || T1583.004 || T1588 || T1588.002 || T1190,T1133,T1583 || T1583 || T1588 || T1588 || T1190
SIM_082_part001,6,T1078,T1583 || T1583.004 || T1588 || T1588.002 || T1190 || T1133,T1078,T1583 || T1583 || T1588 || T1588 || T1190 || T1133
SIM_082_part001,7,T1059,T1583 || T1583.004 || T1588 || T1588.002 || T1190 || T1133 || T1078,T1059,T1583 || T1583 || T1588 || T1588 || T1190 || T1133 || T1078
SIM_082_part001,8,T1059.001,T1583 || T1583.004 || T1588 || T1588.002 || T1190 || T1133 || T1078 || T1059,T1059,T1583 || T1583 || T1588 || T1588 || T1190 || T1133 || T1078 || T1059
