sample_id,source,campaign_id,prefix_len,prefix_endpoint_step_id,observed_parent_ids,observed_step_ids,observed_tactic_multihot,history_tactic_mapping_missing,target_parent_ids,target_step_ids,target_size,last_description_chars,text_length_group,is_development,development_slot
attack_flow::FIN13 Case 1::0002,attack_flow,FIN13 Case 1,2,attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5,"[""T1595"",""T1595""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1190"",""T1505"",""T1046""]","[""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208""]",3,38,lt40,0,
attack_flow::FIN13 Case 1::0003,attack_flow,FIN13 Case 1,3,attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f,"[""T1595"",""T1595"",""T1190""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1505"",""T1046"",""T1105""]","[""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd""]",3,173,ge40,0,
attack_flow::FIN13 Case 1::0004,attack_flow,FIN13 Case 1,4,attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa,"[""T1595"",""T1595"",""T1190"",""T1505""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0]]",[],"[""T1046"",""T1105"",""T1505""]","[""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2""]",3,32,lt40,0,
attack_flow::FIN13 Case 1::0005,attack_flow,FIN13 Case 1,5,attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0]]",[],"[""T1105"",""T1505""]","[""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7""]",2,78,ge40,0,
attack_flow::FIN13 Case 1::0006,attack_flow,FIN13 Case 1,6,attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0]]",[],"[""T1505"",""T1595""]","[""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860""]",2,95,ge40,0,
attack_flow::FIN13 Case 1::0007,attack_flow,FIN13 Case 1,7,attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0]]",[],"[""T1505"",""T1595"",""T1570""]","[""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb""]",3,50,ge40,0,
attack_flow::FIN13 Case 1::0008,attack_flow,FIN13 Case 1,8,attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0]]",[],"[""T1595"",""T1570""]","[""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4""]",2,68,ge40,0,
attack_flow::FIN13 Case 1::0009,attack_flow,FIN13 Case 1,9,attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1570"",""T1210""]","[""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4"",""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188""]",2,62,ge40,0,
attack_flow::FIN13 Case 1::0010,attack_flow,FIN13 Case 1,10,attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0]]",[],"[""T1570"",""T1210"",""T1003""]","[""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4"",""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188"",""attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9""]",3,98,ge40,0,
attack_flow::FIN13 Case 1::0011,attack_flow,FIN13 Case 1,11,attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0]]",[],"[""T1210"",""T1003"",""T1021""]","[""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188"",""attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9"",""attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75""]",3,67,ge40,0,
attack_flow::FIN13 Case 1::0012,attack_flow,FIN13 Case 1,12,attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4"",""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0]]",[],"[""T1003"",""T1021"",""T1005""]","[""attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9"",""attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75"",""attack_flow::FIN13 Case 1::445159ff-e8fc-42e6-9c4f-6972b015da70""]",3,98,ge40,0,
attack_flow::FIN13 Case 1::0013,attack_flow,FIN13 Case 1,13,attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4"",""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188"",""attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0]]",[],"[""T1021"",""T1005"",""T1040""]","[""attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75"",""attack_flow::FIN13 Case 1::445159ff-e8fc-42e6-9c4f-6972b015da70"",""attack_flow::FIN13 Case 1::94b2422d-0950-424f-9350-a12d3d732922""]",3,63,ge40,0,
attack_flow::FIN13 Case 1::0014,attack_flow,FIN13 Case 1,14,attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4"",""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188"",""attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9"",""attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0]]",[],"[""T1005"",""T1040"",""T1070""]","[""attack_flow::FIN13 Case 1::445159ff-e8fc-42e6-9c4f-6972b015da70"",""attack_flow::FIN13 Case 1::94b2422d-0950-424f-9350-a12d3d732922"",""attack_flow::FIN13 Case 1::3aa3633a-0dce-4f87-8b81-a1c810797686""]",3,67,ge40,0,
attack_flow::FIN13 Case 1::0015,attack_flow,FIN13 Case 1,15,attack_flow::FIN13 Case 1::445159ff-e8fc-42e6-9c4f-6972b015da70,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005""]","[""attack_flow::FIN13 Case 1::06617ed8-35b6-42e2-9f14-99e97f57b78f"",""attack_flow::FIN13 Case 1::05411f8d-39a0-45a2-824f-230d9c9b2fd5"",""attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f"",""attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa"",""attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208"",""attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd"",""attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2"",""attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7"",""attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860"",""attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb"",""attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4"",""attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188"",""attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9"",""attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75"",""attack_flow::FIN13 Case 1::445159ff-e8fc-42e6-9c4f-6972b015da70""]","[[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,1,0,0,0]]",[],"[""T1040"",""T1070"",""T1570""]","[""attack_flow::FIN13 Case 1::94b2422d-0950-424f-9350-a12d3d732922"",""attack_flow::FIN13 Case 1::3aa3633a-0dce-4f87-8b81-a1c810797686"",""attack_flow::FIN13 Case 1::3c484f24-0328-4750-8a71-758e69718297""]",3,88,ge40,0,
