representation,annotation_id,sample_id,true_label,query_text,nn1_sample_id,nn1_label,match_at_1,rank_of_first_same_label
state_plus_micro_state,ms_068,wizard_spider::unknown::32,T1105,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 T1049 T1082 T1482 T1069 T1558 T1021 T1105 T1021 T1105 T1547 T1069 T1003 T1105 T1222 T1489 T1105 T1490 || context=execution_on_host ; constraint=execution_capability_not_established ; target=local_file_data ; verb=collect,wizard_spider::unknown::31,T1490,0,21
state_plus_micro_state,ms_069,wizard_spider::unknown::15,T1049,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 || context=post_compromise_discovery ; constraint=environment_not_enumerated ; target=network_configuration ; verb=enumerate,wizard_spider::unknown::14,T1016,0,9
state_plus_micro_state,ms_070,wizard_spider::unknown::3,T1547,T1105 T1078 T1204 || context=execution_on_host ; constraint=persistence_path_not_established ; target=persistence_mechanism ; verb=modify,wizard_spider::unknown::24,T1547,1,1
state_plus_micro_state,ms_071,turla_carbon::unknown::12,T1069,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 || context=post_compromise_discovery ; constraint=privilege_context_not_enumerated ; target=permission_group_context ; verb=enumerate,turla_carbon::unknown::14,T1003,0,9
state_plus_micro_state,ms_072,turla_carbon::unknown::26,T1189,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 T1021 T1070 T1205 || context=execution_on_host ; constraint=user_execution_path_not_established ; target=user_execution_channel ; verb=trigger,turla_carbon::unknown::25,T1205,0,80
state_plus_micro_state,ms_073,turla_carbon::unknown::2,T1069,T1566 T1204 || context=execution_on_host ; constraint=user_execution_path_not_established ; target=user_execution_channel ; verb=trigger,wizard_spider::unknown::1,T1078,0,8
state_plus_micro_state,ms_074,turla_carbon::unknown::25,T1205,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 T1021 T1070 || context=execution_on_host ; constraint=xecution_capability_not_established ; target=command_execution_channel ; verb=trigger,turla_carbon::unknown::26,T1189,0,80
state_plus_micro_state,ms_075,turla_carbon::unknown::19,T1070,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 || context=execution_on_host ; constraint=defense_evasion_path_not_established ; target=process_or_file_identity ; verb=modify,turla_carbon::unknown::24,T1070,1,1
state_plus_micro_state,ms_076,turla_carbon::unknown::24,T1070,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 T1021 || context=execution_on_host ; constraint=defense_evasion_path_not_established ; target=process_or_file_identity ; verb=modif,turla_carbon::unknown::25,T1205,0,5
state_plus_micro_state,ms_077,turla_carbon::unknown::14,T1003,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 || context=execution_on_host ; constraint=credential_material_not_collected ; target=credential_material ; verb=dump,turla_carbon::unknown::18,T1056,0,9
state_plus_micro_state,ms_078,turla_carbon::unknown::23,T1021,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 || context=internal_host_access ; constraint=remote_execution_path_not_established ; target=command_execution_channel ; verb=execute,turla_carbon::unknown::25,T1205,0,8
state_plus_micro_state,ms_079,turla_carbon::unknown::18,T1056,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 || context=execution_on_host ; constraint=credential_material_not_collected ; target=credential_material ; verb=collect,turla_carbon::unknown::22,T1105,0,10
state_plus_micro_state,ms_080,turla_carbon::unknown::22,T1105,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 || context=execution_on_host ; constraint=execution_capability_not_established ; target=local_file_data ; verb=collect,turla_carbon::unknown::25,T1205,0,10
